NGK_RS06630	1.5740331817580526	1.5740331817580526
NGK_RS15940	-0.9998363591500552	0.9998363591500552
NGK_RS11590	0.9986240479846569	0.9986240479846569
NGK_RS01955	0.9318930380535817	0.9318930380535817
NGK_RS09475	0.8382287324769877	0.8382287324769877
NGK_RS01415	0.8287421598506242	0.8287421598506242
NGK_RS08655	-0.8262891073059866	0.8262891073059866
NGK_RS08850	0.7836189108685151	0.7836189108685151
NGK_RS15315	-0.7647677890210413	0.7647677890210413
NGK_RS09430	-0.7285390245958762	0.7285390245958762
