NGK_RS01955	0.010270747682163142	0.010270747682163142
NGK_RS09720	-0.0039769754386247734	0.0039769754386247734
NGK_RS09110	-0.0038064126955359803	0.0038064126955359803
NGK_RS08755	0.0033823487697561723	0.0033823487697561723
NGK_RS09430	0.0032832943999609584	0.0032832943999609584
NGK_RS11015	-0.003107324142372927	0.003107324142372927
NGK_RS07305	-0.0029854391805107976	0.0029854391805107976
NGK_RS15565	0.0027455445397141444	0.0027455445397141444
NGK_RS02870	0.0024977931954484073	0.0024977931954484073
NGK_RS08750	-0.0023906071030024567	0.0023906071030024567
