NGK_RS01415	0.813784379557504	0.813784379557504
NGK_RS01955	0.7640846895909402	0.7640846895909402
NGK_RS08655	-0.6956659555623038	0.6956659555623038
NGK_RS15315	-0.6749679507573425	0.6749679507573425
NGK_RS09430	-0.5936221941122584	0.5936221941122584
NGK_RS06965	0.46355060946799476	0.46355060946799476
NGK_RS02880	0.4569885023433731	0.4569885023433731
NGK_RS06630	0.44420565942575413	0.44420565942575413
NGK_RS08765	0.4442056594257535	0.4442056594257535
NGK_RS08850	0.4217660067444885	0.4217660067444885
