locus_tag	gene_name	coef
b4817	ynhH	5.5857341874514574
b1676	pykF	-1.712592202184453
b1677	lpp	0.30106955226247933
b1692	ydiB	0.7375962992288176
b1702	ppsA	0.1939405790165729
b1712	ihfA	-0.7809911271079191
b1713	pheT	1.1564016567887219
b1714	pheS	3.465776096504541
b1716	rplT	-0.6479910691036288
b1717	rpmI	0.14709914505895583
b1718	infC	0.14204051743413304
b1719	thrS	4.880240970327447
b1761	gdhA	-0.27874719041360363
b1764	selD	0.6071680691304024
b1779	gapA	-3.477338093759755
b1805	fadD	-0.5708817753134587
b1814	sdaA	-2.3583932178820604
b1827	kdgR	-0.339906192491771
b1831	proQ	-0.271128756836573
b1833	letA	0.10449511716707693
b1834	letB	-0.6039179199333091
b1848	yebG	-3.722247501006252
b1853	yebK	1.1799882996307147
b1857	znuA	-0.3824124266334934
b1858	znuC	1.0322456742489274
b1865	nudB	-2.4847799575745455
b1866	aspS	1.5222247176134474
b1869	yecN	-0.4088785503448653
b1870	cmoA	-0.8342071630618193
b1876	argS	0.9035606261216955
b1909	leuZ	-0.14592594514578394
b1913	uvrC	-0.23368326633810454
b1914	uvrY	-0.30762760855014726
b4752	yecU	-2.2778846590366166
b1915	yecF	-0.34419606088285293
b2066	udk	-1.047284085534046
b2113	mrp	-5.497067901111919
b2168	fruK	-0.40324882531896833
b2175	mepS	-0.3992386691758085
b2185	rplY	0.18702645495294945
b2186	yejK	0.28728898051786356
b2187	yejL	0.2771367076585598
b2188	lapC	-0.4810535165789567
b2206	napA	-0.6162842676245148
b2207	napD	-0.5364338080545714
b2208	napF	2.2616402745095403
b2231	gyrA	1.6983550131032814
b2234	nrdA	1.0060653772644583
b2262	menB	0.5999530234405057
b2263	menH	-1.9349885196754713
b2286	nuoC	4.606475454847818
b2296	ackA	-2.162113091439325
b2297	pta	-0.5653354175723453
b2299	yfcD	-0.9953782066460342
b2313	cvpA	0.9422505304682645
b2346	mlaA	-0.1944579536861455
b2398	yfeC	-6.2997336369576225
b2400	gltX	-2.1703539141263164
b2412	zipA	2.3190825903376293
b2414	cysK	-0.5075337629117769
b2415	ptsH	2.77566027700518
b2417	crr	-3.060159792456986
b2432	yfeY	0.6885704663655048
b2472	dapE	1.9069804687824892
b2476	purC	-4.019364628086299
b2478	dapA	-1.687352754085282
b2479	gcvR	-2.2521485854835817
b2493	yfgO	-0.28814101085980903
b2494	bepA	1.7307090647147376
b2496	hda	-2.767365041985606
b2497	uraA	-0.2619203094324931
b2498	upp	2.1373916195648146
b2499	purM	-7.6041542926598495
b2507	guaA	-2.8146327770444017
b4761	sroE	-0.465972755088373
b2516	rodZ	-0.7707344960818276
b2517	rlmN	3.2601857529895426
b2525	fdx	1.6140150232033275
b2527	hscB	1.1384916353660408
b2528	iscA	-2.6276030225101543
b2530	iscS	0.8282759064416751
b2532	trmJ	-0.127814962149694
b2551	glyA	0.20949319048393833
b2557	purL	-5.36370054822865
b2562	yfhL	8.332419013221426
b2569	lepA	0.6071680691301693
b2573	rpoE	-1.1266060796030501
b4725	rseD	-0.40167796916526344
b2575	yfiC	1.8846012932584557
b2576	srmB	-1.8857766492832475
b2581	yfiF	-0.6885704663659009
b2585	pssA	3.101898440398376
b2592	clpB	0.42399060356702023
b4609	ryfD	-0.6072610937386687
b2593	yfiH	1.5950772991404298
b2595	bamD	1.1227938535023085
b2598	pheL	0.577204060783524
b2600	tyrA	-1.9569348625348155
b2606	rplS	0.1099982957083836
b2607	trmD	-0.625745063549962
b2608	rimM	1.77859744051446
b2609	rpsP	-0.29497970859856437
b2610	ffh	-5.361045700379451
b2614	grpE	0.7933282892250237
b2615	nadK	0.40312939793456337
b2617	bamE	1.2267089875894648
b2689	yqaA	0.5563166930563526
b2696	csrA	-0.5218590025922079
b2697	alaS	-0.25766322669153396
b2713	hydN	0.6065678956750205
b2718	hycH	-4.401261710313619
b2719	hycG	0.5035140691700812
b2747	ispD	-0.11524977723697516
b2748	ftsB	11.171916941223536
b2750	cysC	-0.25727360029210455
b2779	eno	-3.064458581787818
b2780	pyrG	0.27116053551779107
b2785	rlmD	-0.6885704663656744
b2796	sdaC	0.4045772565450392
b4443	gcvB	-0.40061168728689267
b2829	ptsP	-2.202078042549111
b2830	rppH	-0.5933359728596708
b2836	aas	2.1979137874529826
b2891	prfB	0.621608991792292
b2909	ygfB	0.6361730812507718
b2910	zapA	-0.7272720538880826
b2926	pgk	-0.5653751182132183
b2927	epd	-1.5130623700782664
b2935	tktA	-0.26046797677446587
b2938	speA	0.2572736002917626
b2939	yqgB	-0.336205922657161
b2940	yqgC	-0.2264617566831033
b2941	yqgD	-1.1350626285085896
b2942	metK	0.28741575618299464
b2948	yqgE	-0.5554826674144204
b2955	hemW	0.40908008299442145
b3005	exbD	-1.5297470255922505
b3031	yqiA	0.3057632567504962
b3033	yqiB	0.3388589718464283
b3034	nudF	-0.25727360029204416
b3064	tsaD	0.6885704663657348
b3066	dnaG	-0.796121546136213
b3067	rpoD	0.10853130945007194
b3123	rnpB	0.2111055990891586
b3149	diaA	-0.14187830181855787
b3157	ubiT	1.2984283838757325
b3164	pnp	-3.180713188993451
b3165	rpsO	0.4210049712235726
b3168	infB	2.692711598439316
b3169	nusA	-1.1775375767184937
b3170	rimP	-0.2079811773948279
b3178	ftsH	0.7404515223169161
b3179	rlmE	0.5306094788690743
b3180	yhbY	-0.5870958751839579
b3181	greA	0.3756970274465703
b3182	dacB	-0.15627440006547744
b3183	obgE	1.3766295813720575
b3184	yhbE	3.16379468164455
b3185	rpmA	-1.0806774991676207
b3186	rplU	1.6130042658714103
b3197	kdsD	2.484216426625096
b3198	kdsC	3.185880071221092
b3199	lptC	0.2608500060377992
b3229	sspA	-0.32936200573265006
b3230	rpsI	1.6095881249506832
b3231	rplM	-0.314891034655421
b3233	zapG	1.289480532887353
b3236	mdh	-0.39241346446419456
b3237	argR	-0.5946825015300908
b3247	rng	-8.347583803558898
b3248	yhdE	-2.5935825508059978
b3251	mreB	0.3879560373527342
b3256	accC	0.8889187590786669
b3260	dusB	0.9770939504032903
b3294	rplQ	-0.373498157783148
b3295	rpoA	-0.5035577711734476
b3296	rpsD	-0.7123588894263264
b3297	rpsK	0.14586159786177696
b3298	rpsM	-1.0432122232379744
b3299	rpmJ	-0.5585813818412035
b3300	secY	-1.777868878939202
b3301	rplO	-0.8821802428675483
b3302	rpmD	-0.1309384063579344
b3303	rpsE	0.6503696483973833
b3304	rplR	1.1509962641968299
b3305	rplF	1.0260254151987755
b3306	rpsH	-0.3444804230827283
b3307	rpsN	0.1632866396481223
b3308	rplE	-3.6936704218327634
b3309	rplX	-1.7926518682200125
b3311	rpsQ	0.2285374671914766
b3312	rpmC	0.3204870316129802
b3313	rplP	0.8705904180370518
b3314	rpsC	-1.0279530311754943
b3315	rplV	-0.11058923596323034
b3316	rpsS	-1.7162546892081174
b3317	rplB	0.7105627164914878
b3318	rplW	0.16976816922445082
b3319	rplD	1.033214945362083
b3320	rplC	0.5121471088891529
b3321	rpsJ	-2.0656418916046277
b3340	fusA	-0.14519845125390418
b3341	rpsG	0.4731846850938055
b3342	rpsL	-0.38469455440790057
b3346	yheO	-1.3799505827977327
b3348	slyX	3.2678651087458355
b3349	slyD	-4.083597145102559
b4551	yheV	4.108654413892368
b3357	crp	-0.39735782666203345
b3365	nirB	-1.2114267015958227
b3384	trpS	-0.21679437412652813
b3385	gph	-0.7297782234822012
b3387	dam	-1.9205404279844664
b3390	aroK	-0.2175467404756919
b3399	yrfG	1.0350270997982491
b3400	hslR	0.9688242679000325
b3405	ompR	-1.2870619828299397
b3407	yhgF	-0.3623885934347866
b3416	malQ	-6.5969471885040605
b3417	malP	-0.20848564089349564
b3429	glgA	-0.6352522000189857
b3432	glgB	0.25727360029210455
b3434	yhgN	0.6071680691302537
b4476	gntU	1.099073786374694
b3437	gntK	-1.9813898785971906
b3461	rpoH	1.5598439708993297
b3463	ftsE	-4.387766029815902
b3472	dcrB	1.6675658414912462
b3554	yiaF	-0.25393350667311565
b3556	cspA	-0.40209000990365396
b3559	glyS	-0.24665121575969096
b3560	glyQ	0.45372412655742034
b3637	rpmB	-0.5053441422052951
b3686	ibpB	4.88737943386752
b3687	ibpA	-0.19515660207364993
b3699	gyrB	1.9193331444729154
b3700	recF	3.574023288610313
b3701	dnaN	-2.013028446437964
b3702	dnaA	1.7783024369206366
b3703	rpmH	0.16112982795380087
b4557	yidD	0.17440504089374897
b3705	yidC	5.19841609833221
b3725	pstB	-0.16677795242883064
b3727	pstC	0.9519550547920392
b3731	atpC	1.173377348679299
b3732	atpD	2.1899746235796442
b3733	atpG	-0.8999677778970465
b3734	atpA	2.6452688007436507
b3736	atpF	-0.6203654480071661
b3737	atpE	-0.8794907132328715
b3738	atpB	-1.2151822444381324
b3739	atpI	-0.6350113883031572
b3746	ravA	-0.2542634199350693
b3749	rbsA	0.7797832976572785
b3780	rhlB	-0.8288635641190609
b3783	rho	-0.523782605921582
b3784	rfe	0.5174723481537864
b3785	wzzE	0.3705249827037336
b3786	wecB	4.3219324819318246
b3804	hemD	-0.15278343652851945
b3805	hemC	0.16097024708646135
b3806	cyaA	-0.2285374671914766
b3833	ubiE	1.2480644238894811
b3838	tatB	-0.23993550934479657
b3843	ubiD	-2.191306415824201
b3863	polA	-0.7353364140043794
b3868	glnG	-1.994930989241313
b3869	glnL	-1.248708880619894
b3871	bipA	0.9832879231264124
b3893	fdoH	2.8624030729188092
b3894	fdoG	1.2228839898376336
b3912	cpxR	0.9434514377018846
b4484	cpxP	1.4297940134575313
b3915	fieF	-2.7890517031465976
b3916	pfkA	-1.6949962287819957
b3929	rraA	-0.7044454957053246
b3930	menA	-0.20458417748745483
b3932	hslV	0.9355186393103203
b3938	metJ	3.049996484133274
b3963	fabR	-2.951547861625528
b3974	coaA	-0.3293620057326534
b3979	thrT	-0.35048214794234633
b3981	secE	-0.6605959786356053
b3982	nusG	-0.2958804902994814
b3983	rplK	3.1059499642863315
b3985	rplJ	0.6778130302485822
b3987	rpoB	-0.7677203788879723
b3988	rpoC	-1.4318672356656137
b4000	hupA	0.48860372117685014
b4006	purH	-0.3662369350802166
b4025	pgi	0.682812593091672
b4043	lexA	0.31865915343023143
b4052	dnaB	0.14263268011677432
b4058	uvrA	-0.9798172117931045
b4059	ssb	0.6093704723877472
b4139	aspA	0.5816422952479572
b4142	groS	0.13408087412649916
b4143	groL	-0.9610697263565449
b4146	epmB	0.7857589354247834
b4155	epmA	-0.22395016328718276
b4161	rsgA	0.6071680691301693
b4162	orn	0.5788317962509613
b4166	queG	-1.1912009778644492
b4171	miaA	1.3383480568678507
b4173	hflX	-0.1835393560801286
b4174	hflK	0.12163609100607786
b4175	hflC	1.255110830873143
b4177	purA	-0.4104902457540476
b4179	rnr	0.51391509232635
b4200	rpsF	-0.4279374689171016
b4203	rplI	-0.8714400027422009
b4222	ytfP	1.1008721691252727
b4226	ppa	1.2828457405466906
b4238	nrdD	0.6071680691302128
b4258	valS	0.38908492919196647
b4259	holC	-0.15176106203864492
b4260	pepA	0.10602923090799876
b4822	ytgB	0.3169128074723404
b4800	ytgA	0.6838044110303025
b4261	lptF	0.25706092516453083
b4361	dnaC	0.12732368030462737
b4568	ytjA	-0.5967056363438843
b4377	yjjU	1.1397428228026798
b4382	deoA	-0.3174244028227582
b4401	arcA	-0.8928626626832781
b4402	yjjY	0.717081015445804
