Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR16683572_1	(1.0, 38.76501170594734)	(2.0, 20.466570472080758)	(3.0, 12.41445242356275)	(4.0, 7.963521031059711)	(5.0, 5.311555999457444)	(6.0, 3.5453381089070075)	(7.0, 2.5749524699645776)	(8.0, 1.8351257364162117)	(9.0, 1.357038620447553)	('>10', 5.55501096528786)	('>50', 0.1611797279407746)	('>100', 0.050242738927999256)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683572_2	(1.0, 39.73687423484682)	(2.0, 20.406046660007377)	(3.0, 12.345343285726063)	(4.0, 7.732535574327239)	(5.0, 5.052488701247401)	(6.0, 3.6509110149042963)	(7.0, 2.435498068006021)	(8.0, 1.787646168875212)	(9.0, 1.3280082013640944)	('>10', 5.304783339710638)	('>50', 0.1215456350390747)	('>100', 0.04271495474273034)	('>500', 0.05560416120300029)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683573_1	(1.0, 38.014748082378134)	(2.0, 19.769758167624374)	(3.0, 11.870896833028459)	(4.0, 7.670071859361344)	(5.0, 5.112450421511054)	(6.0, 3.5392448346897463)	(7.0, 2.6448243406157226)	(8.0, 1.9542236906299322)	(9.0, 1.488093387138207)	('>10', 7.412584493149235)	('>50', 0.3815562164257097)	('>100', 0.1415476734481261)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683573_2	(1.0, 38.78075428267047)	(2.0, 19.58296951034365)	(3.0, 11.74873212126423)	(4.0, 7.600803900679763)	(5.0, 5.084132816048766)	(6.0, 3.5149076005759996)	(7.0, 2.618031960134413)	(8.0, 1.8399583095225536)	(9.0, 1.4597367608501643)	('>10', 7.26048693154296)	('>50', 0.3424620505112008)	('>100', 0.11955819097095516)	('>500', 0.04746556488490165)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683575_1	(1.0, 35.054696902184794)	(2.0, 19.394541153614227)	(3.0, 12.800889418599384)	(4.0, 8.590239217734695)	(5.0, 5.720751162100512)	(6.0, 4.063460194847973)	(7.0, 3.014712067409041)	(8.0, 2.1359977526687937)	(9.0, 1.7049094111630487)	('>10', 7.263481617668606)	('>50', 0.16972771712589074)	('>100', 0.08659338488296733)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683575_2	(1.0, 35.78079798971734)	(2.0, 19.67223360993337)	(3.0, 12.619227058544052)	(4.0, 8.288223809027945)	(5.0, 5.731656355590706)	(6.0, 4.0515267517471765)	(7.0, 2.845967088674216)	(8.0, 2.2476095859299288)	(9.0, 1.6052618523674191)	('>10', 6.872759286777032)	('>50', 0.16788511603697628)	('>100', 0.06596282966001565)	('>500', 0.05088866599378841)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683576_1	(1.0, 39.867407236268534)	(2.0, 20.451495164875507)	(3.0, 12.03459724238879)	(4.0, 7.6259385185868815)	(5.0, 5.124739866775862)	(6.0, 3.3790589852267745)	(7.0, 2.3661998730853067)	(8.0, 1.7558232823444258)	(9.0, 1.2865953219146051)	('>10', 5.869461743625844)	('>50', 0.15866197941859234)	('>100', 0.08002078548882414)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683576_2	(1.0, 40.67547399345738)	(2.0, 20.182312642382584)	(3.0, 11.99581874597484)	(4.0, 7.478060697974)	(5.0, 4.970424529381724)	(6.0, 3.337645917478295)	(7.0, 2.367343938626485)	(8.0, 1.7552600758166177)	(9.0, 1.3128906002873646)	('>10', 5.638693773603876)	('>50', 0.15617662606331453)	('>100', 0.06690697991577514)	('>500', 0.06299147903774724)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683577_1	(1.0, 38.21779508703679)	(2.0, 20.216124917677284)	(3.0, 12.246498935487486)	(4.0, 8.009621695423983)	(5.0, 5.1691261153563275)	(6.0, 3.5142160419547515)	(7.0, 2.5871833666589836)	(8.0, 1.9134789131850138)	(9.0, 1.3904326261613726)	('>10', 6.409460808169378)	('>50', 0.244478313319819)	('>100', 0.08158317956880443)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683577_2	(1.0, 39.42475202845343)	(2.0, 19.96779898362319)	(3.0, 12.064878223033922)	(4.0, 7.6280582733737265)	(5.0, 5.092210414429966)	(6.0, 3.513439549397922)	(7.0, 2.4551036884647384)	(8.0, 1.8653133531881743)	(9.0, 1.3496066801210538)	('>10', 6.290694563197663)	('>50', 0.2025808473020222)	('>100', 0.08668165058484377)	('>500', 0.058881744829348215)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683578_1	(1.0, 39.86622617628997)	(2.0, 20.577714432764317)	(3.0, 12.170257370992605)	(4.0, 7.598337600916899)	(5.0, 4.911303976916708)	(6.0, 3.4741035587267035)	(7.0, 2.3953665821156105)	(8.0, 1.7242647101468986)	(9.0, 1.2532952806054498)	('>10', 5.775914331360185)	('>50', 0.15616687051716238)	('>100', 0.0970491086475414)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683578_2	(1.0, 40.923699750436384)	(2.0, 20.16193015409819)	(3.0, 12.103150988054526)	(4.0, 7.662544003871552)	(5.0, 4.890339832699409)	(6.0, 3.2784305148381314)	(7.0, 2.3117994634548626)	(8.0, 1.7140348628221194)	(9.0, 1.2432101331270826)	('>10', 5.422953574185704)	('>50', 0.15363881915700767)	('>100', 0.07147229023216839)	('>500', 0.06279561302291337)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683579_1	(1.0, 44.584978842870896)	(2.0, 19.82308062460717)	(3.0, 11.12844678927084)	(4.0, 6.783294681824906)	(5.0, 4.484580456206675)	(6.0, 2.989198081185323)	(7.0, 2.0642448962959032)	(8.0, 1.596247163826369)	(9.0, 1.1951500547247478)	('>10', 5.130218632341956)	('>50', 0.14264146221353935)	('>100', 0.0779183146316728)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683579_2	(1.0, 44.61105247567596)	(2.0, 19.865328229364497)	(3.0, 11.303818025003896)	(4.0, 6.650509840465912)	(5.0, 4.499367363127783)	(6.0, 2.9174735350569034)	(7.0, 2.0639111058128283)	(8.0, 1.5210458470770454)	(9.0, 1.1026168486823213)	('>10', 5.160026843797433)	('>50', 0.16952182657808285)	('>100', 0.05809124676159701)	('>500', 0.07723681259570081)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683580_1	(1.0, 32.76822552755725)	(2.0, 16.683449375976412)	(3.0, 11.131054017408403)	(4.0, 7.8567583102081215)	(5.0, 5.67269917981231)	(6.0, 3.990472432597088)	(7.0, 3.156375303533553)	(8.0, 2.4218848132808946)	(9.0, 1.8288699033413907)	('>10', 11.719274955624375)	('>50', 1.6127239457639306)	('>100', 1.1308187431270271)	('>500', 0.02739349176929875)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683580_2	(1.0, 32.50811502984592)	(2.0, 17.009534655543636)	(3.0, 11.284456937337199)	(4.0, 7.769724871859827)	(5.0, 5.465328908419975)	(6.0, 4.060569914225067)	(7.0, 3.1134127692004716)	(8.0, 2.5065085983760462)	(9.0, 1.8553458315347469)	('>10', 11.507801139075296)	('>50', 1.7591706057767842)	('>100', 1.096984610109304)	('>500', 0.0)	('>1k', 0.06304612869568316)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683614_1	(1.0, 38.99495141811034)	(2.0, 18.774643833204678)	(3.0, 11.363443866629613)	(4.0, 7.308118616105339)	(5.0, 4.8535288664676175)	(6.0, 3.260053152114705)	(7.0, 2.3922492895906626)	(8.0, 1.8395528479194894)	(9.0, 1.3292449349455204)	('>10', 8.197037726528668)	('>50', 1.0198519756391518)	('>100', 0.5920107169768994)	('>500', 0.07531275576731443)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683614_2	(1.0, 39.47951931774066)	(2.0, 18.66253451487867)	(3.0, 11.234535880305966)	(4.0, 7.121676125430055)	(5.0, 4.805223528097896)	(6.0, 3.3133344862710814)	(7.0, 2.429348475545109)	(8.0, 1.8018450350875872)	(9.0, 1.3175534194259086)	('>10', 8.09631520665864)	('>50', 1.0643919426090493)	('>100', 0.5686696420394173)	('>500', 0.035600405926685105)	('>1k', 0.06945201998328743)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683615_1	(1.0, 31.1273622856799)	(2.0, 16.054882876685856)	(3.0, 10.07650467290754)	(4.0, 6.8044092278170405)	(5.0, 4.751757192900415)	(6.0, 3.3828445338071083)	(7.0, 2.497443430602676)	(8.0, 2.038909587167769)	(9.0, 1.5133976419631112)	('>10', 12.068615543665011)	('>50', 4.025560343391563)	('>100', 5.3236271061059615)	('>500', 0.28851096404571364)	('>1k', 0.046174593260335926)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683615_2	(1.0, 31.370401952401792)	(2.0, 15.839059986921503)	(3.0, 10.241537253269316)	(4.0, 6.797562745073135)	(5.0, 4.689917968448709)	(6.0, 3.3385937800013936)	(7.0, 2.5442185033291733)	(8.0, 2.0207285371675576)	(9.0, 1.5016883803716867)	('>10', 12.103727913893035)	('>50', 3.9578325585687484)	('>100', 5.225266180116125)	('>500', 0.2582306530336969)	('>1k', 0.1112335874040747)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683616_1	(1.0, 40.81780339469214)	(2.0, 19.963887603470877)	(3.0, 11.555274010013278)	(4.0, 7.301608094936234)	(5.0, 4.809966552382948)	(6.0, 3.2486476389796626)	(7.0, 2.4092905664202546)	(8.0, 1.6982264445817976)	(9.0, 1.3553202466550482)	('>10', 6.4291720918683914)	('>50', 0.27178811719708207)	('>100', 0.1390152388022787)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683616_2	(1.0, 41.29032761268734)	(2.0, 19.6510872667684)	(3.0, 11.375755566838247)	(4.0, 7.307988415205968)	(5.0, 4.8430200992990216)	(6.0, 3.2837718852747595)	(7.0, 2.393659036470749)	(8.0, 1.7320575641341835)	(9.0, 1.2777211578510579)	('>10', 6.441369802574262)	('>50', 0.22923695684448614)	('>100', 0.11648991422311467)	('>500', 0.05751472182836766)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683617_1	(1.0, 42.29973221313485)	(2.0, 19.22508787397132)	(3.0, 10.943296979886131)	(4.0, 6.8696908942990715)	(5.0, 4.690400177805967)	(6.0, 3.136412023288102)	(7.0, 2.326444756530076)	(8.0, 1.6972078891381768)	(9.0, 1.3676542471017317)	('>10', 6.987528530781721)	('>50', 0.3535666041188428)	('>100', 0.0607855128141534)	('>500', 0.04219229712982413)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683617_2	(1.0, 43.14345437801845)	(2.0, 18.92291911068954)	(3.0, 10.97758141493965)	(4.0, 6.784550332168382)	(5.0, 4.5166118747871336)	(6.0, 3.1181104022397648)	(7.0, 2.252950211645305)	(8.0, 1.6258140819254265)	(9.0, 1.3234987877670104)	('>10', 6.843510122641446)	('>50', 0.3621899633594932)	('>100', 0.07240054418457724)	('>500', 0.05640877563391787)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683618_1	(1.0, 40.889853750003404)	(2.0, 18.58695707696864)	(3.0, 10.497200879892302)	(4.0, 6.415409685801514)	(5.0, 4.2001638811449125)	(6.0, 3.0965260316595797)	(7.0, 2.0998480604798218)	(8.0, 1.6840353124594305)	(9.0, 1.3152944795629502)	('>10', 9.069806540337963)	('>50', 1.460328606453071)	('>100', 0.6381676970096013)	('>500', 0.04640799822681978)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683618_2	(1.0, 41.31546265916616)	(2.0, 18.420925224607025)	(3.0, 10.550054655691435)	(4.0, 6.426139411323422)	(5.0, 4.241468976758937)	(6.0, 2.9472560766042157)	(7.0, 2.163044115091973)	(8.0, 1.6404893983889879)	(9.0, 1.2309316482024342)	('>10', 8.924977440607446)	('>50', 1.3977699434169015)	('>100', 0.6845381988848984)	('>500', 0.05694225125616287)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683619_1	(1.0, 38.81001777375314)	(2.0, 20.19464675489963)	(3.0, 12.070494540441471)	(4.0, 7.71592947113353)	(5.0, 5.205094249375804)	(6.0, 3.571862729879556)	(7.0, 2.541210615371166)	(8.0, 1.873793646275469)	(9.0, 1.4954801551464363)	('>10', 6.225892086974085)	('>50', 0.20084049494159964)	('>100', 0.09473748180810969)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683619_2	(1.0, 39.630663397004966)	(2.0, 19.967968894168997)	(3.0, 12.060606982370082)	(4.0, 7.756584371674985)	(5.0, 5.071189785726073)	(6.0, 3.571593643777788)	(7.0, 2.4067605993168506)	(8.0, 1.8123366249399517)	(9.0, 1.4337544660095207)	('>10', 5.965822113574359)	('>50', 0.1891625527007746)	('>100', 0.0865247371767854)	('>500', 0.04703183155892412)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683620_1	(1.0, 43.59774800231423)	(2.0, 19.57758965572623)	(3.0, 11.005882935920832)	(4.0, 6.657071562108268)	(5.0, 4.355183937748638)	(6.0, 3.0326698138646635)	(7.0, 2.1974295913984445)	(8.0, 1.5335562073057756)	(9.0, 1.212913611060454)	('>10', 6.371381422241733)	('>50', 0.2826179674900166)	('>100', 0.12970669465788956)	('>500', 0.046248598162860484)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683620_2	(1.0, 43.73918137865522)	(2.0, 19.601505613680096)	(3.0, 10.892952946752239)	(4.0, 6.619616646141339)	(5.0, 4.32691094728705)	(6.0, 3.088413290385823)	(7.0, 2.2206792186680855)	(8.0, 1.5981891411617506)	(9.0, 1.1142429301292576)	('>10', 6.251565061554654)	('>50', 0.3545294000867961)	('>100', 0.1263568384153085)	('>500', 0.06585658708233591)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683621_1	(1.0, 41.332045927787426)	(2.0, 19.712668645187804)	(3.0, 11.510508495535117)	(4.0, 7.3519575747772405)	(5.0, 4.790934271652568)	(6.0, 3.3429750568087675)	(7.0, 2.2765885223739923)	(8.0, 1.7788576498914446)	(9.0, 1.3307191613442366)	('>10', 6.23724579961256)	('>50', 0.21507730457113447)	('>100', 0.07295717410184789)	('>500', 0.047464416355835405)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683621_2	(1.0, 41.3615110373363)	(2.0, 19.556428364762976)	(3.0, 11.668592925936554)	(4.0, 7.199774678618214)	(5.0, 4.757786740137832)	(6.0, 3.4024129011437365)	(7.0, 2.4378758753006506)	(8.0, 1.842956941097033)	(9.0, 1.3599644202954537)	('>10', 6.032785171000861)	('>50', 0.24450736316043575)	('>100', 0.07241209171667624)	('>500', 0.06299148949334166)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683622_1	(1.0, 47.71995859045)	(2.0, 19.83821017969333)	(3.0, 10.55516140613047)	(4.0, 6.088893514913191)	(5.0, 3.7633005556948316)	(6.0, 2.5083564740112902)	(7.0, 1.7978203952686556)	(8.0, 1.2480856139806507)	(9.0, 1.04995466237457)	('>10', 5.082652762526271)	('>50', 0.24721921921916196)	('>100', 0.043701433286393275)	('>500', 0.056685192451191274)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683622_2	(1.0, 48.099522508067466)	(2.0, 19.716095348365293)	(3.0, 10.460838429210247)	(4.0, 5.965305881964855)	(5.0, 3.730672719987608)	(6.0, 2.555298541831779)	(7.0, 1.7712700842909483)	(8.0, 1.30584332062017)	(9.0, 0.9573650028072181)	('>10', 5.039214445466389)	('>50', 0.25013936746420934)	('>100', 0.087432483893872)	('>500', 0.06100186602994455)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683623_1	(1.0, 43.59442140902329)	(2.0, 19.52725515574925)	(3.0, 10.99860164119071)	(4.0, 6.776517142682927)	(5.0, 4.5881831195914975)	(6.0, 3.022759925455853)	(7.0, 2.3440674263918595)	(8.0, 1.63798459588804)	(9.0, 1.228499687330215)	('>10', 5.8838300134118455)	('>50', 0.23418138354190376)	('>100', 0.16369849974263137)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683623_2	(1.0, 44.60795163836198)	(2.0, 19.32682453351826)	(3.0, 11.004034236383633)	(4.0, 6.755970051267625)	(5.0, 4.2825357167336255)	(6.0, 2.9582987537248617)	(7.0, 2.1611403650527)	(8.0, 1.5299001468553948)	(9.0, 1.164779396816283)	('>10', 5.738361973621096)	('>50', 0.24409600407500545)	('>100', 0.15677667690295283)	('>500', 0.06933050668656499)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683624_1	(1.0, 41.87374187198069)	(2.0, 19.285494192172806)	(3.0, 10.924080497580555)	(4.0, 6.611157984930551)	(5.0, 4.275508612033153)	(6.0, 2.9298036181328424)	(7.0, 2.1302378163934668)	(8.0, 1.5098445870756607)	(9.0, 1.2240257561049495)	('>10', 8.03812567877792)	('>50', 0.8705024337549846)	('>100', 0.28432593930290434)	('>500', 0.043151011759546734)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683624_2	(1.0, 42.057843333113006)	(2.0, 19.163198111719254)	(3.0, 10.659728953051681)	(4.0, 6.5899446909803885)	(5.0, 4.26911055390479)	(6.0, 3.0236210636600687)	(7.0, 2.148350739338858)	(8.0, 1.6140538511333755)	(9.0, 1.267149583993987)	('>10', 7.919085534808483)	('>50', 0.9047877354803788)	('>100', 0.3199637636970037)	('>500', 0.06316208511873256)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683625_1	(1.0, 39.879475400249156)	(2.0, 16.99475219562043)	(3.0, 9.207347686033044)	(4.0, 5.559685031933723)	(5.0, 3.695857738353435)	(6.0, 2.5721149770685305)	(7.0, 1.8482041695026592)	(8.0, 1.3384830944641948)	(9.0, 1.1436689963114957)	('>10', 10.66899477150928)	('>50', 3.521168849324651)	('>100', 3.5297424699038773)	('>500', 0.04050461972555433)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683625_2	(1.0, 40.241233263853275)	(2.0, 16.873331747214277)	(3.0, 9.239104279979797)	(4.0, 5.555479847173943)	(5.0, 3.5714216256865785)	(6.0, 2.4253681244934944)	(7.0, 1.822036137282139)	(8.0, 1.3699261011679256)	(9.0, 1.1205056283327879)	('>10', 10.64562610426314)	('>50', 3.726983465146796)	('>100', 3.306565579304744)	('>500', 0.10241809610107779)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683626_1	(1.0, 42.91567626080107)	(2.0, 18.811994380689992)	(3.0, 10.555098614551275)	(4.0, 6.357074084973792)	(5.0, 4.126852083223738)	(6.0, 2.6549936098521845)	(7.0, 2.0854888492650416)	(8.0, 1.5468701198643922)	(9.0, 1.228234631525048)	('>10', 8.120285904067709)	('>50', 1.122607255382732)	('>100', 0.4317099409989253)	('>500', 0.04311426480409766)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683626_2	(1.0, 43.53822567452805)	(2.0, 18.605606120820354)	(3.0, 10.402669809603006)	(4.0, 6.267365865626731)	(5.0, 4.306620304666399)	(6.0, 2.738970754781483)	(7.0, 2.0256403090833324)	(8.0, 1.518945794611641)	(9.0, 1.1973405680323304)	('>10', 7.844289510270041)	('>50', 1.0580429840543488)	('>100', 0.4286772841929432)	('>500', 0.06760501972935304)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683627_1	(1.0, 41.79171576173558)	(2.0, 17.75523593124471)	(3.0, 9.576673194688784)	(4.0, 5.815658340452194)	(5.0, 3.5320725113557985)	(6.0, 2.5566353424266097)	(7.0, 1.8404933735074291)	(8.0, 1.408258782481198)	(9.0, 1.1556582436323763)	('>10', 9.925225769477835)	('>50', 2.7961056877833412)	('>100', 1.8462670612141634)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683627_2	(1.0, 42.01468965520703)	(2.0, 17.494620381197297)	(3.0, 9.663120303899522)	(4.0, 5.733164122717076)	(5.0, 3.6907038916936425)	(6.0, 2.5643058963849814)	(7.0, 1.793026137481285)	(8.0, 1.3243349910216933)	(9.0, 1.0618922120263)	('>10', 10.03039134944598)	('>50', 2.6315558004980204)	('>100', 1.9403877029752497)	('>500', 0.05780755545200382)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683628_1	(1.0, 41.898827762419636)	(2.0, 17.91626514475351)	(3.0, 9.907221322094973)	(4.0, 6.046310231754561)	(5.0, 3.841761893459468)	(6.0, 2.7190468882948857)	(7.0, 1.9518375933816532)	(8.0, 1.4835572053643924)	(9.0, 1.1640233154772435)	('>10', 9.50636731462117)	('>50', 2.2329725711246953)	('>100', 1.3318087572538506)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683628_2	(1.0, 42.464356830607734)	(2.0, 17.905313069344782)	(3.0, 9.88627479155893)	(4.0, 5.788514216528847)	(5.0, 3.7561116882662766)	(6.0, 2.6825181055735428)	(7.0, 1.948099881805583)	(8.0, 1.392362290512138)	(9.0, 1.100980133560831)	('>10', 9.491530749836821)	('>50', 2.21948866405038)	('>100', 1.3011392506792792)	('>500', 0.06331032767478414)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683629_1	(1.0, 39.84301612488841)	(2.0, 17.8806311101871)	(3.0, 10.039735879875815)	(4.0, 6.200680920898888)	(5.0, 4.153885740638681)	(6.0, 2.709234767514921)	(7.0, 2.055460080976826)	(8.0, 1.4956906292296421)	(9.0, 1.146121145847001)	('>10', 9.97916992713279)	('>50', 2.546406974107683)	('>100', 1.9120625346587674)	('>500', 0.037904164043475734)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683629_2	(1.0, 39.889653974639074)	(2.0, 17.749858950440977)	(3.0, 10.027609299264137)	(4.0, 6.265050973526007)	(5.0, 4.109300354083637)	(6.0, 2.7794073821870593)	(7.0, 2.061219031501473)	(8.0, 1.5249490642373327)	(9.0, 1.1611404673135384)	('>10', 9.84516484518553)	('>50', 2.6634383004906415)	('>100', 1.8430466114975164)	('>500', 0.0)	('>1k', 0.08016074563302007)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683630_1	(1.0, 38.27595316211249)	(2.0, 20.541257035352363)	(3.0, 12.678466483752118)	(4.0, 7.959911324684296)	(5.0, 5.113277986620577)	(6.0, 3.505049062890516)	(7.0, 2.5194298669912825)	(8.0, 1.9129104092382314)	(9.0, 1.4088699347273148)	('>10', 5.888610970268962)	('>50', 0.09931630439395356)	('>100', 0.09694745896786779)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683630_2	(1.0, 39.3045538453746)	(2.0, 20.473373362620677)	(3.0, 12.364691608039402)	(4.0, 7.65623504801773)	(5.0, 5.165684260371834)	(6.0, 3.600124442973931)	(7.0, 2.3940065600932594)	(8.0, 1.7495941098492591)	(9.0, 1.3187345712533016)	('>10', 5.694545655170459)	('>50', 0.13930525173220934)	('>100', 0.08233917386471587)	('>500', 0.05681211063859184)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683631_1	(1.0, 35.42247534170937)	(2.0, 18.51505444436039)	(3.0, 12.145241185975731)	(4.0, 7.941438328465375)	(5.0, 5.440978370039751)	(6.0, 3.775620859704688)	(7.0, 2.7961229989136456)	(8.0, 2.102255334425545)	(9.0, 1.5212268544986896)	('>10', 8.955967512123712)	('>50', 0.9939563119743283)	('>100', 0.35943162402118495)	('>500', 0.030230833787672617)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683631_2	(1.0, 35.39165704353321)	(2.0, 18.666935160784604)	(3.0, 11.830972468164706)	(4.0, 7.841477855208321)	(5.0, 5.505578264505939)	(6.0, 3.9872721330903707)	(7.0, 2.7760052959412675)	(8.0, 2.1393169578843088)	(9.0, 1.6502282157593042)	('>10', 8.868723453247872)	('>50', 0.9555736659474665)	('>100', 0.32873671663906867)	('>500', 0.0)	('>1k', 0.057522769293547896)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683632_1	(1.0, 44.09864737061089)	(2.0, 20.170150344803563)	(3.0, 11.495121289382778)	(4.0, 6.804731956376867)	(5.0, 4.498862757509999)	(6.0, 2.9553527937927435)	(7.0, 2.117792817403424)	(8.0, 1.4973743934539012)	(9.0, 1.1331271627082695)	('>10', 5.008478023297204)	('>50', 0.13605483217986825)	('>100', 0.08430625848051927)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683632_2	(1.0, 44.0896791133051)	(2.0, 20.474390741070696)	(3.0, 11.312309308195925)	(4.0, 6.815592030274462)	(5.0, 4.3861088606007606)	(6.0, 2.90299290132821)	(7.0, 2.1074468259034465)	(8.0, 1.616681059110316)	(9.0, 1.1242629993215882)	('>10', 4.911081585248974)	('>50', 0.14252247864309742)	('>100', 0.0539686601526893)	('>500', 0.06296343684480418)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683633_1	(1.0, 40.891839016667156)	(2.0, 18.585711688824773)	(3.0, 10.965778049953915)	(4.0, 6.751227955958264)	(5.0, 4.40130269125693)	(6.0, 3.1354611384175666)	(7.0, 2.2554917511706014)	(8.0, 1.7854107394606065)	(9.0, 1.3043014945958082)	('>10', 8.716490472965907)	('>50', 0.8626697899793586)	('>100', 0.3443152107492108)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683633_2	(1.0, 40.70643259138508)	(2.0, 18.768482772634094)	(3.0, 11.011808810320806)	(4.0, 6.836888911650341)	(5.0, 4.538081858991893)	(6.0, 3.195921160527955)	(7.0, 2.229832113421105)	(8.0, 1.733627901642751)	(9.0, 1.3729565279466966)	('>10', 8.30910032313005)	('>50', 0.8583523513022662)	('>100', 0.36188534459329363)	('>500', 0.0)	('>1k', 0.0766293324536595)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683634_1	(1.0, 34.80570924870663)	(2.0, 18.19719533714354)	(3.0, 11.921461669084886)	(4.0, 8.082556393706692)	(5.0, 5.684058216221344)	(6.0, 4.026696885169652)	(7.0, 3.0139948705920974)	(8.0, 2.2410913972404933)	(9.0, 1.7706917212082882)	('>10', 9.447696878533462)	('>50', 0.5987129884859957)	('>100', 0.18141017636817083)	('>500', 0.028724217538783344)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR16683634_2	(1.0, 34.80004028046712)	(2.0, 18.277657649812877)	(3.0, 12.029230866015762)	(4.0, 7.936224651697481)	(5.0, 5.656751942338447)	(6.0, 4.184419191194294)	(7.0, 2.9947403269045245)	(8.0, 2.2879787468620276)	(9.0, 1.6907619815116248)	('>10', 9.275108647815134)	('>50', 0.608067771843934)	('>100', 0.181144522884936)	('>500', 0.0)	('>1k', 0.07787342065183306)	('>5k', 0.0)	('>10k+', 0.0)
