Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
SRR16683573_2	(35, 2305.0)	(40, 2810.0)	(45, 4439.0)	(50, 5659.0)	(55, 7456.0)	(60, 8939.0)	(65, 10620.0)	(70, 12357.0)	(75, 13930.0)	(80, 15801.0)	(85, 17648.0)	(90, 19484.0)	(95, 20674.0)	(100, 22789.0)	(105, 23868.0)	(110, 25008.0)	(115, 25872.0)	(120, 27048.0)	(125, 27448.0)	(130, 28019.0)	(135, 28382.0)	(140, 29838.0)	(145, 1084435.0)
SRR16683575_1	(35, 5895.0)	(40, 6660.0)	(45, 9343.0)	(50, 11583.0)	(55, 14579.0)	(60, 17722.0)	(65, 20677.0)	(70, 23444.0)	(75, 26157.0)	(80, 29626.0)	(85, 31915.0)	(90, 34965.0)	(95, 36264.0)	(100, 38868.0)	(105, 40406.0)	(110, 42120.0)	(115, 42631.0)	(120, 43408.0)	(125, 43566.0)	(130, 43822.0)	(135, 44068.0)	(140, 43885.0)	(145, 1232688.0)
SRR16683575_2	(35, 5796.0)	(40, 6632.0)	(45, 9316.0)	(50, 11536.0)	(55, 14556.0)	(60, 17669.0)	(65, 20666.0)	(70, 23372.0)	(75, 26087.0)	(80, 29571.0)	(85, 31825.0)	(90, 34821.0)	(95, 36189.0)	(100, 38754.0)	(105, 40334.0)	(110, 42020.0)	(115, 42534.0)	(120, 43367.0)	(125, 43555.0)	(130, 43704.0)	(135, 43953.0)	(140, 44272.0)	(145, 1233763.0)
SRR16683576_1	(35, 2825.0)	(40, 3131.0)	(45, 4638.0)	(50, 6354.0)	(55, 8101.0)	(60, 9895.0)	(65, 11639.0)	(70, 13533.0)	(75, 15306.0)	(80, 17639.0)	(85, 18969.0)	(90, 21267.0)	(95, 22378.0)	(100, 24697.0)	(105, 25744.0)	(110, 27469.0)	(115, 28006.0)	(120, 29288.0)	(125, 29390.0)	(130, 30071.0)	(135, 30349.0)	(140, 30892.0)	(145, 1053413.0)
SRR16683576_2	(35, 2769.0)	(40, 3118.0)	(45, 4639.0)	(50, 6350.0)	(55, 8084.0)	(60, 9865.0)	(65, 11612.0)	(70, 13501.0)	(75, 15325.0)	(80, 17593.0)	(85, 18910.0)	(90, 21278.0)	(95, 22319.0)	(100, 24642.0)	(105, 25679.0)	(110, 27419.0)	(115, 27954.0)	(120, 29217.0)	(125, 29303.0)	(130, 30063.0)	(135, 30264.0)	(140, 31000.0)	(145, 1054090.0)
SRR16683577_1	(35, 2648.0)	(40, 3211.0)	(45, 4932.0)	(50, 6556.0)	(55, 8715.0)	(60, 10631.0)	(65, 12999.0)	(70, 15237.0)	(75, 17110.0)	(80, 19813.0)	(85, 21727.0)	(90, 24493.0)	(95, 26064.0)	(100, 28641.0)	(105, 30056.0)	(110, 31833.0)	(115, 32565.0)	(120, 33950.0)	(125, 33926.0)	(130, 35038.0)	(135, 35574.0)	(140, 36221.0)	(145, 1095179.0)
SRR16683577_2	(35, 2587.0)	(40, 3201.0)	(45, 4904.0)	(50, 6508.0)	(55, 8696.0)	(60, 10585.0)	(65, 12964.0)	(70, 15200.0)	(75, 17066.0)	(80, 19741.0)	(85, 21662.0)	(90, 24404.0)	(95, 26014.0)	(100, 28589.0)	(105, 29933.0)	(110, 31716.0)	(115, 32492.0)	(120, 33903.0)	(125, 33833.0)	(130, 34950.0)	(135, 35480.0)	(140, 36358.0)	(145, 1096333.0)
SRR16683578_1	(35, 1946.0)	(40, 2054.0)	(45, 3147.0)	(50, 3957.0)	(55, 5139.0)	(60, 6168.0)	(65, 7299.0)	(70, 8678.0)	(75, 9721.0)	(80, 11246.0)	(85, 12438.0)	(90, 14247.0)	(95, 15501.0)	(100, 17157.0)	(105, 18625.0)	(110, 20287.0)	(115, 21450.0)	(120, 22824.0)	(125, 24126.0)	(130, 25378.0)	(135, 26268.0)	(140, 27665.0)	(145, 1064817.0)
SRR16683578_2	(35, 1874.0)	(40, 2055.0)	(45, 3122.0)	(50, 3942.0)	(55, 5142.0)	(60, 6146.0)	(65, 7278.0)	(70, 8654.0)	(75, 9702.0)	(80, 11216.0)	(85, 12400.0)	(90, 14207.0)	(95, 15484.0)	(100, 17118.0)	(105, 18554.0)	(110, 20236.0)	(115, 21385.0)	(120, 22805.0)	(125, 24114.0)	(130, 25352.0)	(135, 26203.0)	(140, 27806.0)	(145, 1065343.0)
SRR16683579_1	(35, 2789.0)	(40, 3215.0)	(45, 4910.0)	(50, 6709.0)	(55, 9102.0)	(60, 11110.0)	(65, 13814.0)	(70, 15886.0)	(75, 17864.0)	(80, 20762.0)	(85, 22899.0)	(90, 25542.0)	(95, 26839.0)	(100, 29667.0)	(105, 30919.0)	(110, 32661.0)	(115, 33004.0)	(120, 34364.0)	(125, 34477.0)	(130, 34886.0)	(135, 35704.0)	(140, 34446.0)	(145, 748093.0)
SRR16683579_2	(35, 2546.0)	(40, 3213.0)	(45, 4892.0)	(50, 6734.0)	(55, 9111.0)	(60, 11116.0)	(65, 13822.0)	(70, 15924.0)	(75, 17927.0)	(80, 20841.0)	(85, 23029.0)	(90, 25726.0)	(95, 27047.0)	(100, 29914.0)	(105, 31144.0)	(110, 32934.0)	(115, 33228.0)	(120, 34680.0)	(125, 34753.0)	(130, 35262.0)	(135, 35973.0)	(140, 35384.0)	(145, 744462.0)
SRR16683580_1	(35, 7682.0)	(40, 8314.0)	(45, 11649.0)	(50, 14555.0)	(55, 18523.0)	(60, 22196.0)	(65, 25500.0)	(70, 29822.0)	(75, 33265.0)	(80, 37826.0)	(85, 40567.0)	(90, 44798.0)	(95, 48010.0)	(100, 51660.0)	(105, 53944.0)	(110, 56942.0)	(115, 57600.0)	(120, 60021.0)	(125, 59958.0)	(130, 60129.0)	(135, 61166.0)	(140, 58961.0)	(145, 1277978.0)
SRR16683580_2	(35, 7396.0)	(40, 8291.0)	(45, 11670.0)	(50, 14629.0)	(55, 18572.0)	(60, 22250.0)	(65, 25646.0)	(70, 29946.0)	(75, 33505.0)	(80, 38027.0)	(85, 40776.0)	(90, 45139.0)	(95, 48365.0)	(100, 52028.0)	(105, 54432.0)	(110, 57395.0)	(115, 58132.0)	(120, 60611.0)	(125, 60520.0)	(130, 60755.0)	(135, 61657.0)	(140, 60553.0)	(145, 1270771.0)
SRR16683614_1	(35, 3825.0)	(40, 3816.0)	(45, 5590.0)	(50, 7526.0)	(55, 10112.0)	(60, 12552.0)	(65, 15519.0)	(70, 17761.0)	(75, 20643.0)	(80, 23768.0)	(85, 26074.0)	(90, 29098.0)	(95, 31650.0)	(100, 35126.0)	(105, 36823.0)	(110, 39826.0)	(115, 40737.0)	(120, 42744.0)	(125, 43419.0)	(130, 44110.0)	(135, 45394.0)	(140, 44548.0)	(145, 1033310.0)
SRR16683614_2	(35, 3539.0)	(40, 3817.0)	(45, 5586.0)	(50, 7533.0)	(55, 10177.0)	(60, 12585.0)	(65, 15553.0)	(70, 17829.0)	(75, 20708.0)	(80, 23880.0)	(85, 26235.0)	(90, 29278.0)	(95, 31862.0)	(100, 35382.0)	(105, 37099.0)	(110, 40166.0)	(115, 41076.0)	(120, 43110.0)	(125, 43811.0)	(130, 44586.0)	(135, 45639.0)	(140, 45820.0)	(145, 1028700.0)
SRR16683615_1	(35, 5328.0)	(40, 6094.0)	(45, 9125.0)	(50, 12612.0)	(55, 16198.0)	(60, 20674.0)	(65, 24006.0)	(70, 28799.0)	(75, 32952.0)	(80, 38086.0)	(85, 41942.0)	(90, 46899.0)	(95, 50600.0)	(100, 54724.0)	(105, 57892.0)	(110, 61194.0)	(115, 62203.0)	(120, 64621.0)	(125, 65017.0)	(130, 65454.0)	(135, 66580.0)	(140, 63332.0)	(145, 1297026.0)
SRR16683615_2	(35, 5048.0)	(40, 6084.0)	(45, 9129.0)	(50, 12557.0)	(55, 16205.0)	(60, 20704.0)	(65, 24073.0)	(70, 28936.0)	(75, 33138.0)	(80, 38248.0)	(85, 42222.0)	(90, 47155.0)	(95, 50863.0)	(100, 55141.0)	(105, 58373.0)	(110, 61651.0)	(115, 62651.0)	(120, 65333.0)	(125, 65504.0)	(130, 66183.0)	(135, 67047.0)	(140, 64747.0)	(145, 1290366.0)
SRR16683616_1	(35, 3456.0)	(40, 3587.0)	(45, 5874.0)	(50, 7810.0)	(55, 10882.0)	(60, 13362.0)	(65, 16155.0)	(70, 18692.0)	(75, 21888.0)	(80, 24798.0)	(85, 27273.0)	(90, 30556.0)	(95, 32186.0)	(100, 34769.0)	(105, 36170.0)	(110, 38017.0)	(115, 38881.0)	(120, 40197.0)	(125, 40392.0)	(130, 40282.0)	(135, 40500.0)	(140, 39433.0)	(145, 884144.0)
SRR16683616_2	(35, 3224.0)	(40, 3569.0)	(45, 5877.0)	(50, 7813.0)	(55, 10920.0)	(60, 13340.0)	(65, 16190.0)	(70, 18752.0)	(75, 21986.0)	(80, 24925.0)	(85, 27372.0)	(90, 30726.0)	(95, 32337.0)	(100, 34905.0)	(105, 36305.0)	(110, 38196.0)	(115, 39039.0)	(120, 40405.0)	(125, 40594.0)	(130, 40724.0)	(135, 40734.0)	(140, 40269.0)	(145, 881102.0)
SRR16683617_1	(35, 2841.0)	(40, 3018.0)	(45, 4848.0)	(50, 6618.0)	(55, 9224.0)	(60, 11080.0)	(65, 13832.0)	(70, 15949.0)	(75, 18434.0)	(80, 20212.0)	(85, 22439.0)	(90, 24746.0)	(95, 26095.0)	(100, 28495.0)	(105, 29199.0)	(110, 31079.0)	(115, 31109.0)	(120, 32209.0)	(125, 31830.0)	(130, 32798.0)	(135, 32819.0)	(140, 32458.0)	(145, 804210.0)
SRR16683617_2	(35, 2558.0)	(40, 3022.0)	(45, 4828.0)	(50, 6615.0)	(55, 9252.0)	(60, 11107.0)	(65, 13889.0)	(70, 16006.0)	(75, 18545.0)	(80, 20284.0)	(85, 22513.0)	(90, 24854.0)	(95, 26219.0)	(100, 28607.0)	(105, 29427.0)	(110, 31301.0)	(115, 31343.0)	(120, 32614.0)	(125, 32162.0)	(130, 33188.0)	(135, 33069.0)	(140, 33279.0)	(145, 800860.0)
SRR16683618_1	(35, 2719.0)	(40, 2754.0)	(45, 4204.0)	(50, 5848.0)	(55, 7948.0)	(60, 10001.0)	(65, 12034.0)	(70, 14380.0)	(75, 16621.0)	(80, 18977.0)	(85, 21571.0)	(90, 23803.0)	(95, 26056.0)	(100, 27756.0)	(105, 29513.0)	(110, 31748.0)	(115, 32430.0)	(120, 34031.0)	(125, 34073.0)	(130, 35225.0)	(135, 35248.0)	(140, 34760.0)	(145, 846913.0)
SRR16683618_2	(35, 2391.0)	(40, 2762.0)	(45, 4198.0)	(50, 5852.0)	(55, 7954.0)	(60, 10032.0)	(65, 12064.0)	(70, 14419.0)	(75, 16693.0)	(80, 19151.0)	(85, 21654.0)	(90, 23951.0)	(95, 26136.0)	(100, 27984.0)	(105, 29726.0)	(110, 31915.0)	(115, 32736.0)	(120, 34345.0)	(125, 34316.0)	(130, 35566.0)	(135, 35557.0)	(140, 35501.0)	(145, 843710.0)
SRR16683619_1	(35, 2436.0)	(40, 2772.0)	(45, 4329.0)	(50, 5465.0)	(55, 7108.0)	(60, 8304.0)	(65, 9939.0)	(70, 11818.0)	(75, 13348.0)	(80, 15021.0)	(85, 16420.0)	(90, 18590.0)	(95, 19909.0)	(100, 21883.0)	(105, 23052.0)	(110, 24412.0)	(115, 25228.0)	(120, 27006.0)	(125, 27401.0)	(130, 28393.0)	(135, 28928.0)	(140, 30076.0)	(145, 1084575.0)
SRR16683619_2	(35, 2393.0)	(40, 2761.0)	(45, 4296.0)	(50, 5440.0)	(55, 7078.0)	(60, 8300.0)	(65, 9916.0)	(70, 11779.0)	(75, 13316.0)	(80, 15013.0)	(85, 16370.0)	(90, 18520.0)	(95, 19814.0)	(100, 21817.0)	(105, 23001.0)	(110, 24389.0)	(115, 25142.0)	(120, 26975.0)	(125, 27301.0)	(130, 28393.0)	(135, 28886.0)	(140, 30076.0)	(145, 1085437.0)
SRR16683620_1	(35, 2269.0)	(40, 2272.0)	(45, 3805.0)	(50, 5144.0)	(55, 7108.0)	(60, 9025.0)	(65, 10963.0)	(70, 13067.0)	(75, 14831.0)	(80, 16826.0)	(85, 19185.0)	(90, 21316.0)	(95, 23603.0)	(100, 25163.0)	(105, 26461.0)	(110, 28799.0)	(115, 29120.0)	(120, 30648.0)	(125, 30465.0)	(130, 31257.0)	(135, 31420.0)	(140, 31015.0)	(145, 734502.0)
SRR16683620_2	(35, 1953.0)	(40, 2281.0)	(45, 3822.0)	(50, 5166.0)	(55, 7125.0)	(60, 9032.0)	(65, 11021.0)	(70, 13108.0)	(75, 14913.0)	(80, 16945.0)	(85, 19307.0)	(90, 21451.0)	(95, 23711.0)	(100, 25380.0)	(105, 26612.0)	(110, 29005.0)	(115, 29365.0)	(120, 30950.0)	(125, 30759.0)	(130, 31586.0)	(135, 31604.0)	(140, 31744.0)	(145, 731424.0)
SRR16683621_1	(35, 3280.0)	(40, 3333.0)	(45, 5306.0)	(50, 7349.0)	(55, 10001.0)	(60, 12098.0)	(65, 14775.0)	(70, 17289.0)	(75, 20000.0)	(80, 22786.0)	(85, 25302.0)	(90, 28059.0)	(95, 29928.0)	(100, 32797.0)	(105, 34045.0)	(110, 36351.0)	(115, 36926.0)	(120, 38468.0)	(125, 38315.0)	(130, 39068.0)	(135, 39250.0)	(140, 38861.0)	(145, 899260.0)
SRR16683621_2	(35, 2933.0)	(40, 3343.0)	(45, 5306.0)	(50, 7373.0)	(55, 9986.0)	(60, 12112.0)	(65, 14814.0)	(70, 17287.0)	(75, 20079.0)	(80, 22886.0)	(85, 25419.0)	(90, 28226.0)	(95, 30132.0)	(100, 33061.0)	(105, 34264.0)	(110, 36583.0)	(115, 37169.0)	(120, 38675.0)	(125, 38646.0)	(130, 39377.0)	(135, 39443.0)	(140, 39736.0)	(145, 895997.0)
SRR16683622_1	(35, 1821.0)	(40, 1800.0)	(45, 2981.0)	(50, 4266.0)	(55, 6030.0)	(60, 7386.0)	(65, 9298.0)	(70, 10695.0)	(75, 12546.0)	(80, 14744.0)	(85, 16532.0)	(90, 18175.0)	(95, 19709.0)	(100, 21591.0)	(105, 22518.0)	(110, 24085.0)	(115, 24443.0)	(120, 26057.0)	(125, 25586.0)	(130, 26491.0)	(135, 26154.0)	(140, 25707.0)	(145, 604781.0)
SRR16683622_2	(35, 1572.0)	(40, 1785.0)	(45, 2971.0)	(50, 4285.0)	(55, 6063.0)	(60, 7394.0)	(65, 9311.0)	(70, 10737.0)	(75, 12596.0)	(80, 14817.0)	(85, 16624.0)	(90, 18227.0)	(95, 19793.0)	(100, 21741.0)	(105, 22701.0)	(110, 24264.0)	(115, 24646.0)	(120, 26161.0)	(125, 25791.0)	(130, 26769.0)	(135, 26263.0)	(140, 26242.0)	(145, 602643.0)
SRR16683623_1	(35, 1434.0)	(40, 1236.0)	(45, 1873.0)	(50, 2422.0)	(55, 3451.0)	(60, 4166.0)	(65, 4971.0)	(70, 5806.0)	(75, 6901.0)	(80, 7869.0)	(85, 8827.0)	(90, 10014.0)	(95, 10824.0)	(100, 12219.0)	(105, 13183.0)	(110, 14200.0)	(115, 14853.0)	(120, 15631.0)	(125, 16002.0)	(130, 16671.0)	(135, 17338.0)	(140, 18431.0)	(145, 981291.0)
SRR16683623_2	(35, 1225.0)	(40, 1230.0)	(45, 1879.0)	(50, 2394.0)	(55, 3448.0)	(60, 4138.0)	(65, 4964.0)	(70, 5831.0)	(75, 6903.0)	(80, 7877.0)	(85, 8822.0)	(90, 10054.0)	(95, 10835.0)	(100, 12246.0)	(105, 13218.0)	(110, 14286.0)	(115, 14938.0)	(120, 15701.0)	(125, 16107.0)	(130, 16882.0)	(135, 17406.0)	(140, 18743.0)	(145, 980486.0)
SRR16683624_1	(35, 2396.0)	(40, 2426.0)	(45, 3807.0)	(50, 5534.0)	(55, 7658.0)	(60, 9206.0)	(65, 11357.0)	(70, 13313.0)	(75, 15362.0)	(80, 17650.0)	(85, 19822.0)	(90, 22498.0)	(95, 24093.0)	(100, 26611.0)	(105, 28043.0)	(110, 30195.0)	(115, 31059.0)	(120, 32237.0)	(125, 32651.0)	(130, 33950.0)	(135, 34153.0)	(140, 33736.0)	(145, 844340.0)
SRR16683624_2	(35, 2122.0)	(40, 2439.0)	(45, 3807.0)	(50, 5570.0)	(55, 7683.0)	(60, 9216.0)	(65, 11391.0)	(70, 13356.0)	(75, 15480.0)	(80, 17718.0)	(85, 19911.0)	(90, 22612.0)	(95, 24285.0)	(100, 26791.0)	(105, 28241.0)	(110, 30423.0)	(115, 31242.0)	(120, 32532.0)	(125, 32895.0)	(130, 34405.0)	(135, 34320.0)	(140, 34621.0)	(145, 841037.0)
SRR16683625_1	(35, 2411.0)	(40, 2485.0)	(45, 3810.0)	(50, 5385.0)	(55, 7316.0)	(60, 9425.0)	(65, 11362.0)	(70, 13444.0)	(75, 15737.0)	(80, 17876.0)	(85, 20497.0)	(90, 22726.0)	(95, 25594.0)	(100, 27320.0)	(105, 29710.0)	(110, 31657.0)	(115, 32925.0)	(120, 34329.0)	(125, 34978.0)	(130, 36495.0)	(135, 36503.0)	(140, 36261.0)	(145, 869115.0)
SRR16683625_2	(35, 2152.0)	(40, 2488.0)	(45, 3811.0)	(50, 5396.0)	(55, 7331.0)	(60, 9425.0)	(65, 11415.0)	(70, 13466.0)	(75, 15769.0)	(80, 17921.0)	(85, 20643.0)	(90, 22879.0)	(95, 25698.0)	(100, 27478.0)	(105, 29854.0)	(110, 31792.0)	(115, 33096.0)	(120, 34592.0)	(125, 35305.0)	(130, 36912.0)	(135, 36714.0)	(140, 37055.0)	(145, 866169.0)
SRR16683626_1	(35, 2520.0)	(40, 2422.0)	(45, 4073.0)	(50, 5533.0)	(55, 7326.0)	(60, 9158.0)	(65, 10937.0)	(70, 13063.0)	(75, 15030.0)	(80, 17329.0)	(85, 19237.0)	(90, 21862.0)	(95, 23652.0)	(100, 25806.0)	(105, 27437.0)	(110, 29762.0)	(115, 30550.0)	(120, 32146.0)	(125, 32369.0)	(130, 33386.0)	(135, 33285.0)	(140, 33339.0)	(145, 813930.0)
SRR16683626_2	(35, 2261.0)	(40, 2420.0)	(45, 4053.0)	(50, 5541.0)	(55, 7298.0)	(60, 9155.0)	(65, 10975.0)	(70, 13084.0)	(75, 15095.0)	(80, 17397.0)	(85, 19296.0)	(90, 21890.0)	(95, 23753.0)	(100, 25947.0)	(105, 27666.0)	(110, 29954.0)	(115, 30734.0)	(120, 32294.0)	(125, 32645.0)	(130, 33756.0)	(135, 33463.0)	(140, 34182.0)	(145, 811293.0)
SRR16683627_1	(35, 2058.0)	(40, 2170.0)	(45, 3424.0)	(50, 4891.0)	(55, 6666.0)	(60, 8419.0)	(65, 10254.0)	(70, 11969.0)	(75, 13755.0)	(80, 15835.0)	(85, 18048.0)	(90, 20178.0)	(95, 22177.0)	(100, 23682.0)	(105, 25741.0)	(110, 27552.0)	(115, 28289.0)	(120, 29978.0)	(125, 29899.0)	(130, 31395.0)	(135, 31714.0)	(140, 31687.0)	(145, 818507.0)
SRR16683627_2	(35, 1829.0)	(40, 2175.0)	(45, 3441.0)	(50, 4926.0)	(55, 6699.0)	(60, 8496.0)	(65, 10320.0)	(70, 12050.0)	(75, 13823.0)	(80, 16006.0)	(85, 18183.0)	(90, 20369.0)	(95, 22370.0)	(100, 23844.0)	(105, 26042.0)	(110, 27853.0)	(115, 28684.0)	(120, 30359.0)	(125, 30297.0)	(130, 31801.0)	(135, 32071.0)	(140, 32855.0)	(145, 813795.0)
SRR16683628_1	(35, 2215.0)	(40, 2174.0)	(45, 3311.0)	(50, 4523.0)	(55, 6132.0)	(60, 7694.0)	(65, 8963.0)	(70, 10561.0)	(75, 12432.0)	(80, 13820.0)	(85, 15918.0)	(90, 17832.0)	(95, 19433.0)	(100, 21662.0)	(105, 22789.0)	(110, 25001.0)	(115, 25647.0)	(120, 27353.0)	(125, 27691.0)	(130, 28989.0)	(135, 29647.0)	(140, 29650.0)	(145, 849286.0)
SRR16683628_2	(35, 1940.0)	(40, 2176.0)	(45, 3320.0)	(50, 4554.0)	(55, 6139.0)	(60, 7716.0)	(65, 8970.0)	(70, 10583.0)	(75, 12441.0)	(80, 13930.0)	(85, 15997.0)	(90, 17891.0)	(95, 19520.0)	(100, 21755.0)	(105, 22908.0)	(110, 25178.0)	(115, 25810.0)	(120, 27661.0)	(125, 28027.0)	(130, 29307.0)	(135, 29779.0)	(140, 30326.0)	(145, 846795.0)
SRR16683629_1	(35, 3307.0)	(40, 3606.0)	(45, 5420.0)	(50, 7226.0)	(55, 9460.0)	(60, 11587.0)	(65, 13816.0)	(70, 16138.0)	(75, 18503.0)	(80, 21121.0)	(85, 23359.0)	(90, 26211.0)	(95, 28260.0)	(100, 30345.0)	(105, 32034.0)	(110, 34256.0)	(115, 35497.0)	(120, 37015.0)	(125, 36666.0)	(130, 37407.0)	(135, 37863.0)	(140, 36828.0)	(145, 884482.0)
SRR16683629_2	(35, 3049.0)	(40, 3610.0)	(45, 5420.0)	(50, 7251.0)	(55, 9468.0)	(60, 11600.0)	(65, 13885.0)	(70, 16261.0)	(75, 18584.0)	(80, 21190.0)	(85, 23558.0)	(90, 26388.0)	(95, 28429.0)	(100, 30575.0)	(105, 32303.0)	(110, 34557.0)	(115, 35829.0)	(120, 37434.0)	(125, 37024.0)	(130, 37890.0)	(135, 38132.0)	(140, 37698.0)	(145, 880272.0)
SRR16683630_1	(35, 3386.0)	(40, 3812.0)	(45, 5494.0)	(50, 6930.0)	(55, 8912.0)	(60, 10900.0)	(65, 12775.0)	(70, 15281.0)	(75, 17128.0)	(80, 19834.0)	(85, 21229.0)	(90, 24243.0)	(95, 25571.0)	(100, 27845.0)	(105, 28948.0)	(110, 30776.0)	(115, 31846.0)	(120, 33044.0)	(125, 33363.0)	(130, 34365.0)	(135, 34738.0)	(140, 35553.0)	(145, 1107421.0)
SRR16683630_2	(35, 3361.0)	(40, 3792.0)	(45, 5473.0)	(50, 6907.0)	(55, 8861.0)	(60, 10849.0)	(65, 12747.0)	(70, 15232.0)	(75, 17089.0)	(80, 19771.0)	(85, 21153.0)	(90, 24135.0)	(95, 25520.0)	(100, 27750.0)	(105, 28848.0)	(110, 30720.0)	(115, 31810.0)	(120, 32951.0)	(125, 33311.0)	(130, 34338.0)	(135, 34685.0)	(140, 35748.0)	(145, 1108343.0)
SRR16683631_1	(35, 6512.0)	(40, 6294.0)	(45, 9299.0)	(50, 11872.0)	(55, 15294.0)	(60, 18861.0)	(65, 22388.0)	(70, 26763.0)	(75, 30368.0)	(80, 35355.0)	(85, 38531.0)	(90, 43851.0)	(95, 47423.0)	(100, 51885.0)	(105, 55163.0)	(110, 58545.0)	(115, 61418.0)	(120, 62575.0)	(125, 64031.0)	(130, 64396.0)	(135, 66073.0)	(140, 63164.0)	(145, 1182205.0)
SRR16683631_2	(35, 6204.0)	(40, 6309.0)	(45, 9300.0)	(50, 11886.0)	(55, 15365.0)	(60, 18853.0)	(65, 22536.0)	(70, 26840.0)	(75, 30490.0)	(80, 35628.0)	(85, 38829.0)	(90, 44152.0)	(95, 47801.0)	(100, 52335.0)	(105, 55683.0)	(110, 59140.0)	(115, 62075.0)	(120, 63336.0)	(125, 64763.0)	(130, 65294.0)	(135, 66614.0)	(140, 65035.0)	(145, 1173798.0)
SRR16683632_1	(35, 2878.0)	(40, 2964.0)	(45, 4809.0)	(50, 6171.0)	(55, 8351.0)	(60, 10283.0)	(65, 12308.0)	(70, 14466.0)	(75, 16836.0)	(80, 19116.0)	(85, 21449.0)	(90, 24612.0)	(95, 26725.0)	(100, 28830.0)	(105, 30786.0)	(110, 33310.0)	(115, 33634.0)	(120, 35334.0)	(125, 35169.0)	(130, 36139.0)	(135, 35640.0)	(140, 34557.0)	(145, 746140.0)
SRR16683632_2	(35, 2649.0)	(40, 2964.0)	(45, 4840.0)	(50, 6180.0)	(55, 8381.0)	(60, 10318.0)	(65, 12353.0)	(70, 14540.0)	(75, 16905.0)	(80, 19206.0)	(85, 21500.0)	(90, 24749.0)	(95, 26890.0)	(100, 29055.0)	(105, 31030.0)	(110, 33510.0)	(115, 33871.0)	(120, 35659.0)	(125, 35497.0)	(130, 36459.0)	(135, 35842.0)	(140, 35459.0)	(145, 742650.0)
SRR16683633_1	(35, 2523.0)	(40, 2666.0)	(45, 4066.0)	(50, 5403.0)	(55, 7295.0)	(60, 8615.0)	(65, 10231.0)	(70, 11822.0)	(75, 13464.0)	(80, 15262.0)	(85, 16818.0)	(90, 18816.0)	(95, 20285.0)	(100, 22059.0)	(105, 23316.0)	(110, 24925.0)	(115, 25047.0)	(120, 26519.0)	(125, 26631.0)	(130, 27474.0)	(135, 28521.0)	(140, 28591.0)	(145, 995111.0)
SRR16683633_2	(35, 2343.0)	(40, 2671.0)	(45, 4057.0)	(50, 5412.0)	(55, 7315.0)	(60, 8637.0)	(65, 10249.0)	(70, 11879.0)	(75, 13544.0)	(80, 15342.0)	(85, 16929.0)	(90, 18922.0)	(95, 20369.0)	(100, 22131.0)	(105, 23447.0)	(110, 25126.0)	(115, 25240.0)	(120, 26704.0)	(125, 26874.0)	(130, 27745.0)	(135, 28739.0)	(140, 29264.0)	(145, 992521.0)
SRR16683634_1	(35, 6545.0)	(40, 6891.0)	(45, 10669.0)	(50, 13996.0)	(55, 18305.0)	(60, 22200.0)	(65, 26608.0)	(70, 31592.0)	(75, 35317.0)	(80, 40678.0)	(85, 44129.0)	(90, 49395.0)	(95, 51567.0)	(100, 55791.0)	(105, 57749.0)	(110, 61284.0)	(115, 61496.0)	(120, 62591.0)	(125, 62485.0)	(130, 62421.0)	(135, 63313.0)	(140, 60133.0)	(145, 1193051.0)
SRR16683634_2	(35, 6186.0)	(40, 6888.0)	(45, 10662.0)	(50, 14025.0)	(55, 18365.0)	(60, 22279.0)	(65, 26709.0)	(70, 31717.0)	(75, 35509.0)	(80, 40854.0)	(85, 44392.0)	(90, 49662.0)	(95, 51861.0)	(100, 56246.0)	(105, 58207.0)	(110, 61762.0)	(115, 62045.0)	(120, 63113.0)	(125, 62917.0)	(130, 63143.0)	(135, 63768.0)	(140, 61324.0)	(145, 1186572.0)
SRR16683635_1	(35, 3176.0)	(40, 3434.0)	(45, 5449.0)	(50, 7664.0)	(55, 10356.0)	(60, 12955.0)	(65, 15421.0)	(70, 18325.0)	(75, 20951.0)	(80, 23982.0)	(85, 25970.0)	(90, 28562.0)	(95, 30472.0)	(100, 32629.0)	(105, 33638.0)	(110, 36053.0)	(115, 35653.0)	(120, 36963.0)	(125, 37201.0)	(130, 37606.0)	(135, 38388.0)	(140, 37231.0)	(145, 926562.0)
SRR16683635_2	(35, 2882.0)	(40, 3440.0)	(45, 5448.0)	(50, 7668.0)	(55, 10363.0)	(60, 12953.0)	(65, 15459.0)	(70, 18413.0)	(75, 21013.0)	(80, 24067.0)	(85, 26113.0)	(90, 28689.0)	(95, 30642.0)	(100, 32814.0)	(105, 33835.0)	(110, 36287.0)	(115, 35908.0)	(120, 37281.0)	(125, 37444.0)	(130, 37896.0)	(135, 38489.0)	(140, 37920.0)	(145, 923617.0)
SRR16683636_1	(35, 3543.0)	(40, 3779.0)	(45, 5682.0)	(50, 7616.0)	(55, 10399.0)	(60, 12570.0)	(65, 14962.0)	(70, 17280.0)	(75, 19542.0)	(80, 22095.0)	(85, 24338.0)	(90, 26870.0)	(95, 28488.0)	(100, 30453.0)	(105, 31866.0)	(110, 34029.0)	(115, 34376.0)	(120, 35530.0)	(125, 35549.0)	(130, 36048.0)	(135, 36545.0)	(140, 35967.0)	(145, 909944.0)
