Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR16683556_1	(1, 31.377268866196456)	(2, 31.41130066611408)	(3, 31.505188759242305)	(4, 31.5981106822732)	(5, 31.606521354488248)	(6, 35.21317559407347)	(7, 35.20285020178712)	(8, 35.15707091879399)	(9, 35.223838705390804)	(10, 35.19014462450416)	(15, 35.15240041142988)	(20, 35.07898939782494)	(25, 34.99477533975636)	(30, 34.93646770855435)	(35, 34.895793834793224)	(40, 34.84286064692444)	(45, 34.74097056753471)	(50, 34.6320503860939)	(55, 34.50573552630924)	(60, 34.3669229008447)	(65, 34.28152400335775)	(70, 34.22689062941292)	(75, 34.15630048190024)	(80, 34.08576535105009)	(85, 34.0092866349328)	(90, 33.95359377346914)	(95, 33.828505032991146)	(100, 33.70911553093453)	(105, 33.57516609323877)	(110, 33.35007906743857)	(115, 33.10357940670914)	(120, 32.80795706685486)	(125, 32.50679758226657)	(130, 32.390979073113456)	(135, 32.33986391389862)	(140, 32.34167628511831)	(145, 31.19245469766323)
SRR16683556_2	(1, 31.50743679331375)	(2, 31.369970464268224)	(3, 31.39585662799294)	(4, 31.437349815979836)	(5, 31.436923996332077)	(6, 35.14028995381325)	(7, 35.13027364785743)	(8, 35.08592599988694)	(9, 35.14323471692905)	(10, 35.08785775274415)	(15, 35.00735625466658)	(20, 34.94948193166475)	(25, 34.90291091779552)	(30, 34.868462842463614)	(35, 34.80917403409604)	(40, 34.705661788094325)	(45, 34.60649843080736)	(50, 34.49153084992121)	(55, 34.362954083814415)	(60, 34.26600464548403)	(65, 34.20650824900214)	(70, 34.167294760728744)	(75, 34.08027566019245)	(80, 33.986035730771206)	(85, 33.91379904398916)	(90, 33.79620555550001)	(95, 33.62133062842633)	(100, 33.44793848074193)	(105, 33.155189943510024)	(110, 32.800152055941886)	(115, 32.43596289387666)	(120, 31.94586028891343)	(125, 31.62446411836647)	(130, 31.48309377767854)	(135, 31.38021381567433)	(140, 31.349836787038168)	(145, 30.3011488611061)
SRR16683557_1	(1, 31.439959054219596)	(2, 31.490746589250055)	(3, 31.561063919048177)	(4, 31.6425419945965)	(5, 31.64428252588478)	(6, 35.26541457602658)	(7, 35.252930811699756)	(8, 35.21172190431441)	(9, 35.28319309962914)	(10, 35.244279706667115)	(15, 35.20960802805793)	(20, 35.139093755768485)	(25, 35.05957785571647)	(30, 34.99993448675135)	(35, 34.96289336072861)	(40, 34.913872526788126)	(45, 34.819014082250156)	(50, 34.71841490025351)	(55, 34.601036721579035)	(60, 34.46478940779879)	(65, 34.38444802754831)	(70, 34.33613856996932)	(75, 34.2692112595262)	(80, 34.200502518009515)	(85, 34.123464371911545)	(90, 34.07010362931346)	(95, 33.95699340436492)	(100, 33.842171231590456)	(105, 33.70738636675408)	(110, 33.485778085112074)	(115, 33.25609876472152)	(120, 32.97129956067455)	(125, 32.66718653296039)	(130, 32.54989937764055)	(135, 32.5027598173634)	(140, 32.508990440994175)	(145, 31.370537002463077)
SRR16683557_2	(1, 31.49477270057559)	(2, 31.35031598731352)	(3, 31.37296437381484)	(4, 31.42289607491064)	(5, 31.414716316222247)	(6, 35.11489385981105)	(7, 35.106431508113644)	(8, 35.065389068819115)	(9, 35.121157892970416)	(10, 35.06523266936282)	(15, 34.983207128593236)	(20, 34.927645584064706)	(25, 34.8759879847628)	(30, 34.84303911664513)	(35, 34.78500056242925)	(40, 34.68733055414419)	(45, 34.58596129024639)	(50, 34.46910424927128)	(55, 34.34925340658078)	(60, 34.24947777687166)	(65, 34.1902252404999)	(70, 34.14966486528533)	(75, 34.063497704752365)	(80, 33.973804065986705)	(85, 33.902566397280445)	(90, 33.79158555269099)	(95, 33.605650223602126)	(100, 33.43984430450671)	(105, 33.148457406067685)	(110, 32.795108403678896)	(115, 32.440648044627764)	(120, 31.960995594466105)	(125, 31.63681023403504)	(130, 31.486363097318883)	(135, 31.376077521870105)	(140, 31.345088384292126)	(145, 30.301764059901252)
SRR16683558_1	(1, 31.397651073643697)	(2, 31.4493724512564)	(3, 31.523774621787325)	(4, 31.609994824724097)	(5, 31.610821379580692)	(6, 35.213944735712545)	(7, 35.195801484288275)	(8, 35.1595729572952)	(9, 35.22892856895909)	(10, 35.18670576402338)	(15, 35.14894699357957)	(20, 35.0729444766828)	(25, 34.987167656068074)	(30, 34.91793108106886)	(35, 34.8835555739136)	(40, 34.833699189689185)	(45, 34.73693213706555)	(50, 34.628612690659054)	(55, 34.50973370882649)	(60, 34.365569593807166)	(65, 34.28441125962267)	(70, 34.2335140834211)	(75, 34.16861241477939)	(80, 34.09272649598151)	(85, 34.018285031404375)	(90, 33.960909286074504)	(95, 33.842247706156364)	(100, 33.72024838558178)	(105, 33.587882848536395)	(110, 33.36354476205597)	(115, 33.12708218856352)	(120, 32.834845834785874)	(125, 32.52941798089806)	(130, 32.404758092748125)	(135, 32.35855953014401)	(140, 32.3624476951214)	(145, 31.21135510963514)
SRR16683558_2	(1, 31.434861466959347)	(2, 31.270450451121302)	(3, 31.299854847605943)	(4, 31.357582311087803)	(5, 31.351023592981836)	(6, 35.026010415442215)	(7, 35.020164959924855)	(8, 34.97478475798803)	(9, 35.04339625752556)	(10, 34.97933453291938)	(15, 34.89095550060556)	(20, 34.82759640081635)	(25, 34.77489017830501)	(30, 34.73635761635196)	(35, 34.67565328269086)	(40, 34.5685921508526)	(45, 34.46255916779849)	(50, 34.345291838589254)	(55, 34.216044686379774)	(60, 34.116464681908184)	(65, 34.05541901120045)	(70, 34.00577489175659)	(75, 33.92403523685732)	(80, 33.82142361716883)	(85, 33.75153933656486)	(90, 33.62741221431722)	(95, 33.44784973503371)	(100, 33.27138237069504)	(105, 32.9722896799555)	(110, 32.617935684684085)	(115, 32.247602039038725)	(120, 31.75788365826559)	(125, 31.432709716672548)	(130, 31.278429086493702)	(135, 31.16836577272785)	(140, 31.13854441867732)	(145, 30.10048290059862)
SRR16683559_1	(1, 31.396390009581385)	(2, 31.437663717777404)	(3, 31.529506078951176)	(4, 31.615349691863273)	(5, 31.622631686738877)	(6, 35.234127342175704)	(7, 35.22165077646446)	(8, 35.18124641056158)	(9, 35.24393501272505)	(10, 35.21216076673985)	(15, 35.17607475484404)	(20, 35.10369678142845)	(25, 35.019335060560365)	(30, 34.96430698237971)	(35, 34.919882522445505)	(40, 34.869896738729096)	(45, 34.773421391317584)	(50, 34.66794881058709)	(55, 34.54623919443808)	(60, 34.40181817909174)	(65, 34.320528866481745)	(70, 34.26739150571754)	(75, 34.20500996358565)	(80, 34.133274155973915)	(85, 34.056527857706726)	(90, 34.0017090459461)	(95, 33.88582377801812)	(100, 33.76565366029534)	(105, 33.63590143017019)	(110, 33.41150573131857)	(115, 33.17397554589402)	(120, 32.88663330059513)	(125, 32.58280187276148)	(130, 32.473954606316326)	(135, 32.42253739270153)	(140, 32.43207904374834)	(145, 31.287885121992655)
SRR16683559_2	(1, 31.414939797688152)	(2, 31.238252063434775)	(3, 31.27406194815741)	(4, 31.337580507254785)	(5, 31.335142911566262)	(6, 35.00582258829123)	(7, 34.995631805611055)	(8, 34.95080482191373)	(9, 35.016095722177106)	(10, 34.953312022273494)	(15, 34.86494617095538)	(20, 34.805761863228255)	(25, 34.755388704851846)	(30, 34.7225685269446)	(35, 34.65763534495712)	(40, 34.54907767167781)	(45, 34.44196090310419)	(50, 34.31885221796516)	(55, 34.19132649684165)	(60, 34.09405719776776)	(65, 34.0258664805621)	(70, 33.98699352369322)	(75, 33.89696825448537)	(80, 33.80266201607788)	(85, 33.72714052885952)	(90, 33.609158579796215)	(95, 33.42404272425461)	(100, 33.2529176962713)	(105, 32.95751017037343)	(110, 32.60183436629234)	(115, 32.23338267738984)	(120, 31.74626732052325)	(125, 31.429055314104552)	(130, 31.281938182912256)	(135, 31.17595182714576)	(140, 31.148464300033027)	(145, 30.109180319155776)
SRR16683560_1	(1, 31.34894983669189)	(2, 31.382752647759148)	(3, 31.499573693690458)	(4, 31.60456517101614)	(5, 31.60846440670243)	(6, 35.23588926115421)	(7, 35.217327159543494)	(8, 35.172775906479096)	(9, 35.237229278234075)	(10, 35.20310171495952)	(15, 35.17153972173762)	(20, 35.09532747573506)	(25, 35.01459962761194)	(30, 34.96157734024905)	(35, 34.91556041590904)	(40, 34.86447977661504)	(45, 34.7657350936816)	(50, 34.65499403182049)	(55, 34.53439721874017)	(60, 34.389312583385916)	(65, 34.30875611890187)	(70, 34.2470766875526)	(75, 34.17675048855456)	(80, 34.10498140373047)	(85, 34.03080130437435)	(90, 33.96970969901999)	(95, 33.84910075234559)	(100, 33.724061045170046)	(105, 33.58963154353835)	(110, 33.36478504039236)	(115, 33.12065648625416)	(120, 32.822335010088224)	(125, 32.514928845761084)	(130, 32.39947134943573)	(135, 32.347394496189764)	(140, 32.354372036886616)	(145, 31.196545978971766)
SRR16683560_2	(1, 31.51589345863172)	(2, 31.387811712757227)	(3, 31.41312982010909)	(4, 31.461405644088426)	(5, 31.45131996169802)	(6, 35.15466185797752)	(7, 35.15316236436728)	(8, 35.107387767528785)	(9, 35.16716247068497)	(10, 35.10865584757634)	(15, 35.031166270506716)	(20, 34.975445308870135)	(25, 34.92577133827043)	(30, 34.89818507423943)	(35, 34.83855634887764)	(40, 34.73737404685537)	(45, 34.638942453035504)	(50, 34.52238086795928)	(55, 34.39870261514734)	(60, 34.29596994674258)	(65, 34.23851261794928)	(70, 34.197298004395094)	(75, 34.11271712124249)	(80, 34.02067044944779)	(85, 33.94734811753996)	(90, 33.83339875349868)	(95, 33.652723162153066)	(100, 33.48339427869307)	(105, 33.196773004122434)	(110, 32.84577009035849)	(115, 32.47802550419879)	(120, 31.997042823000402)	(125, 31.679849639106628)	(130, 31.53516977623957)	(135, 31.43464297266842)	(140, 31.400024654159374)	(145, 30.353382420431082)
SRR16683561_1	(1, 31.349602796974914)	(2, 31.382633425144462)	(3, 31.48306983134833)	(4, 31.580166600509497)	(5, 31.592381120766014)	(6, 35.19278199276951)	(7, 35.17645417214847)	(8, 35.13809399171562)	(9, 35.19459683705171)	(10, 35.1602763462984)	(15, 35.12851154457057)	(20, 35.05118739119457)	(25, 34.96545763716635)	(30, 34.90380701289111)	(35, 34.86151689816071)	(40, 34.81369596819117)	(45, 34.71110420628772)	(50, 34.60163280771508)	(55, 34.477118496475555)	(60, 34.33551540090978)	(65, 34.25109421381461)	(70, 34.19605886555236)	(75, 34.1326927111165)	(80, 34.061284020759935)	(85, 33.98507738512693)	(90, 33.92407649601169)	(95, 33.80107236236652)	(100, 33.678836708088376)	(105, 33.544762448068084)	(110, 33.30769764710108)	(115, 33.07004960813848)	(120, 32.77226733395641)	(125, 32.457881314972894)	(130, 32.34430922057416)	(135, 32.29716232493688)	(140, 32.295513422301404)	(145, 31.144155127308956)
SRR16683561_2	(1, 31.50827831310195)	(2, 31.389029003418795)	(3, 31.412340594443837)	(4, 31.456940349344524)	(5, 31.45425361712159)	(6, 35.1578134506482)	(7, 35.14339580996887)	(8, 35.11225456123351)	(9, 35.16035920165341)	(10, 35.10631393628226)	(15, 35.030897998355606)	(20, 34.97237438371274)	(25, 34.924930043848626)	(30, 34.8892971566284)	(35, 34.83585665219614)	(40, 34.73478495473603)	(45, 34.63271483701614)	(50, 34.516107213620316)	(55, 34.3947277028173)	(60, 34.292700628269955)	(65, 34.23356203689782)	(70, 34.19377506859738)	(75, 34.11135502184855)	(80, 34.019508436845136)	(85, 33.94606916367335)	(90, 33.830672066886805)	(95, 33.64894544284948)	(100, 33.47862667577354)	(105, 33.18128242999414)	(110, 32.82950077041825)	(115, 32.46473244039991)	(120, 31.975547567636305)	(125, 31.647736857162556)	(130, 31.497718959751673)	(135, 31.3964087263856)	(140, 31.361012757331423)	(145, 30.32361290439592)
SRR16683562_1	(1, 31.456939383291196)	(2, 31.507143447936517)	(3, 31.563638825333623)	(4, 31.64041897129503)	(5, 31.63497636938256)	(6, 35.258874191130104)	(7, 35.24545497170173)	(8, 35.20945509181724)	(9, 35.26768371481419)	(10, 35.23917756706054)	(15, 35.200841124597176)	(20, 35.12830442746788)	(25, 35.044964078616644)	(30, 34.976985870097195)	(35, 34.94170757477595)	(40, 34.901219560952235)	(45, 34.805560163519374)	(50, 34.703131308411955)	(55, 34.58751814028508)	(60, 34.4491292671628)	(65, 34.37116974692668)	(70, 34.319515796133885)	(75, 34.25845884021855)	(80, 34.18960501945734)	(85, 34.11583402038569)	(90, 34.06254522924254)	(95, 33.943071659481305)	(100, 33.82988212231107)	(105, 33.70059605564107)	(110, 33.478347562063085)	(115, 33.25185140742624)	(120, 32.957742755000396)	(125, 32.653222728806305)	(130, 32.53419185778206)	(135, 32.49012264969636)	(140, 32.49308377867021)	(145, 31.344548961474622)
SRR16683562_2	(1, 31.484412116282343)	(2, 31.340132854065462)	(3, 31.360541425886893)	(4, 31.411807564431694)	(5, 31.405007341269737)	(6, 35.10079692420027)	(7, 35.090120342034155)	(8, 35.04996857504558)	(9, 35.10661462364073)	(10, 35.05302140531975)	(15, 34.97019692093397)	(20, 34.9114441096781)	(25, 34.86458747437668)	(30, 34.81780659613218)	(35, 34.76616545013677)	(40, 34.67272645178285)	(45, 34.57091186341204)	(50, 34.45517815425904)	(55, 34.33479963508618)	(60, 34.23753405454419)	(65, 34.177189703981426)	(70, 34.13592292597683)	(75, 34.0514792875572)	(80, 33.96059377650192)	(85, 33.89400940172716)	(90, 33.77661766523137)	(95, 33.602088473497474)	(100, 33.42940858287542)	(105, 33.13391367093979)	(110, 32.79022831892166)	(115, 32.42552699619987)	(120, 31.943668388277565)	(125, 31.620022931524357)	(130, 31.47544535019935)	(135, 31.364244112475284)	(140, 31.323230331000918)	(145, 30.28855110076005)
SRR16683564_1	(1, 31.42882812652931)	(2, 31.49352234505963)	(3, 31.559406043201253)	(4, 31.643163601233006)	(5, 31.641198023598445)	(6, 35.265142259688844)	(7, 35.2548578094)	(8, 35.21374073489804)	(9, 35.265067989180686)	(10, 35.243851610979135)	(15, 35.20852360593105)	(20, 35.13834143016212)	(25, 35.06252287128633)	(30, 35.002657387267156)	(35, 34.96748324062722)	(40, 34.91847161763142)	(45, 34.82519595091007)	(50, 34.72140610376094)	(55, 34.6036100588809)	(60, 34.46821276814042)	(65, 34.38863114300578)	(70, 34.33554765046862)	(75, 34.27285421854249)	(80, 34.20370072369404)	(85, 34.13276377573119)	(90, 34.076588658868985)	(95, 33.95978074287263)	(100, 33.84316092406248)	(105, 33.711324066884835)	(110, 33.49165474340125)	(115, 33.26369037441609)	(120, 32.974497222983494)	(125, 32.67597939240419)	(130, 32.56137783775041)	(135, 32.5136133487639)	(140, 32.51573061213842)	(145, 31.374666341411036)
SRR16683564_2	(1, 31.493643250538028)	(2, 31.34447467721116)	(3, 31.371646744130615)	(4, 31.416905119137954)	(5, 31.411127564491558)	(6, 35.11199013871889)	(7, 35.10300916463526)	(8, 35.060176383820775)	(9, 35.12369091032613)	(10, 35.0608998591739)	(15, 34.980703946239665)	(20, 34.9253596362242)	(25, 34.874404079926585)	(30, 34.84461953348909)	(35, 34.78515593294422)	(40, 34.68721164590788)	(45, 34.58696998352918)	(50, 34.46957278760669)	(55, 34.35100787859501)	(60, 34.25780733827541)	(65, 34.194128362737004)	(70, 34.154914444848956)	(75, 34.07214831939906)	(80, 33.97619822993889)	(85, 33.90817381827623)	(90, 33.79650932909802)	(95, 33.61913498968259)	(100, 33.448322800681225)	(105, 33.16181155083305)	(110, 32.81787333821306)	(115, 32.457412078564474)	(120, 31.97859786476165)	(125, 31.664731461662143)	(130, 31.521019120923825)	(135, 31.41305485056828)	(140, 31.37884000072454)	(145, 30.340787413082005)
SRR16683565_1	(1, 31.44223138378296)	(2, 31.50780104844983)	(3, 31.56983375306721)	(4, 31.64932273187892)	(5, 31.64589022439412)	(6, 35.27289704093386)	(7, 35.263264898629075)	(8, 35.22180588673879)	(9, 35.282672300564855)	(10, 35.25189572748614)	(15, 35.21894781065116)	(20, 35.14663789700631)	(25, 35.06963858258447)	(30, 35.01012220372983)	(35, 34.970717112189064)	(40, 34.92304025662121)	(45, 34.8282228443573)	(50, 34.72595033624807)	(55, 34.607497561311824)	(60, 34.471083967637696)	(65, 34.397446770895314)	(70, 34.340549563464464)	(75, 34.27859790466258)	(80, 34.20575683397588)	(85, 34.13490104452101)	(90, 34.07969735831331)	(95, 33.96643007081647)	(100, 33.85178491739379)	(105, 33.721071673929806)	(110, 33.49755338752091)	(115, 33.27145905476525)	(120, 32.978001974609256)	(125, 32.687387793511604)	(130, 32.57236920132148)	(135, 32.520289183104396)	(140, 32.52523895453001)	(145, 31.375091107411304)
SRR16683565_2	(1, 31.516009519610535)	(2, 31.38125301527431)	(3, 31.40808866810861)	(4, 31.45798236886875)	(5, 31.447651375426755)	(6, 35.160709792687626)	(7, 35.15173091172662)	(8, 35.113285442890415)	(9, 35.17026864507134)	(10, 35.11466329340668)	(15, 35.03414952528907)	(20, 34.97890381361508)	(25, 34.92762683773034)	(30, 34.89325005597734)	(35, 34.836191663181395)	(40, 34.73780296380106)	(45, 34.639959553773565)	(50, 34.52311645397907)	(55, 34.4034190492154)	(60, 34.30518164479018)	(65, 34.24347665035991)	(70, 34.198067470509194)	(75, 34.11546190377567)	(80, 34.0237371431837)	(85, 33.95084014370812)	(90, 33.83712961686322)	(95, 33.656553878105775)	(100, 33.489940936211795)	(105, 33.192289355581025)	(110, 32.84742655325442)	(115, 32.48173139474117)	(120, 32.00162193829131)	(125, 31.67948374321025)	(130, 31.52606324731017)	(135, 31.408503459591167)	(140, 31.374043922650152)	(145, 30.325098574718066)
SRR16683566_1	(1, 31.39533531063995)	(2, 31.43658013271212)	(3, 31.524046779058015)	(4, 31.610312634322504)	(5, 31.611623562414348)	(6, 35.22152362944909)	(7, 35.20768625359136)	(8, 35.16662658076377)	(9, 35.23021433257567)	(10, 35.19475628763263)	(15, 35.15889841557492)	(20, 35.083414199696854)	(25, 35.000634508247174)	(30, 34.94054816083099)	(35, 34.89817060562409)	(40, 34.845341985769444)	(45, 34.74756628933135)	(50, 34.643122456863416)	(55, 34.51978393763062)	(60, 34.37526594161394)	(65, 34.29456654152604)	(70, 34.241943723561704)	(75, 34.17849986951361)	(80, 34.10669190687646)	(85, 34.03071587465087)	(90, 33.975672734569756)	(95, 33.852745310292065)	(100, 33.73378037230147)	(105, 33.60199278949251)	(110, 33.3714809689004)	(115, 33.132993841203685)	(120, 32.845847125131044)	(125, 32.545777821240854)	(130, 32.42929092912529)	(135, 32.38051360668392)	(140, 32.38364986747949)	(145, 31.238375744554542)
SRR16683566_2	(1, 31.497269197476253)	(2, 31.358095903736682)	(3, 31.378322416870372)	(4, 31.422460567973587)	(5, 31.42185630275414)	(6, 35.11236713606862)	(7, 35.1075717111005)	(8, 35.06015862110844)	(9, 35.125147196626116)	(10, 35.06392078231807)	(15, 34.982592398998406)	(20, 34.923149370790235)	(25, 34.87555410822956)	(30, 34.84148486122142)	(35, 34.780257240975416)	(40, 34.67917676295891)	(45, 34.57584826744421)	(50, 34.456550156406294)	(55, 34.33608821789038)	(60, 34.2339200320697)	(65, 34.169256232047)	(70, 34.13053570228591)	(75, 34.043327254536614)	(80, 33.95140599166106)	(85, 33.87632127134184)	(90, 33.75827545283714)	(95, 33.57837085488247)	(100, 33.403231601918705)	(105, 33.11068860241948)	(110, 32.75641280289842)	(115, 32.39226360893649)	(120, 31.903933216712307)	(125, 31.58143975971753)	(130, 31.442909549101792)	(135, 31.323265379446138)	(140, 31.282436958717692)	(145, 30.241417109129564)
SRR16683567_1	(1, 31.436764111038297)	(2, 31.50196132536052)	(3, 31.5608611854077)	(4, 31.63881093408839)	(5, 31.643584903491085)	(6, 35.26095347692346)	(7, 35.25132453480582)	(8, 35.21235462518461)	(9, 35.265056947941524)	(10, 35.23822363394446)	(15, 35.20557355048492)	(20, 35.13353202661926)	(25, 35.05537396877558)	(30, 34.99665890080074)	(35, 34.96098450298238)	(40, 34.915339949808285)	(45, 34.81867361975324)	(50, 34.71793491127689)	(55, 34.59941703744002)	(60, 34.46149232140151)	(65, 34.3816486817661)	(70, 34.33232515042892)	(75, 34.27201064170154)	(80, 34.20091256974991)	(85, 34.12622354261292)	(90, 34.07486366927571)	(95, 33.96099332809091)	(100, 33.841588385141286)	(105, 33.713752658668035)	(110, 33.49310632543049)	(115, 33.26103068699875)	(120, 32.97309043922501)	(125, 32.67552586185845)	(130, 32.56277436784946)	(135, 32.51184257772536)	(140, 32.51079376359193)	(145, 31.362900229328297)
SRR16683567_2	(1, 31.50310216555823)	(2, 31.358694163894263)	(3, 31.38372000656388)	(4, 31.43501391689165)	(5, 31.42462720185294)	(6, 35.12548510531998)	(7, 35.122425270524936)	(8, 35.08068034420659)	(9, 35.143121878106214)	(10, 35.08138533432419)	(15, 34.99880951261091)	(20, 34.9434091001734)	(25, 34.89674230808225)	(30, 34.85853654712669)	(35, 34.804106203608534)	(40, 34.70712909467324)	(45, 34.60819302982957)	(50, 34.49364010406795)	(55, 34.37033624777793)	(60, 34.27620883683289)	(65, 34.21419733484793)	(70, 34.171312520959155)	(75, 34.08829517926021)	(80, 33.99663408849203)	(85, 33.92573958275124)	(90, 33.81083723678508)	(95, 33.63543226398251)	(100, 33.46480363163191)	(105, 33.177299397964106)	(110, 32.833081313568705)	(115, 32.47221697155369)	(120, 31.99227709408287)	(125, 31.67585321096925)	(130, 31.53151608321399)	(135, 31.42071050005806)	(140, 31.382439161334123)	(145, 30.340248305159314)
SRR16683568_1	(1, 31.364492005836585)	(2, 31.399807049679243)	(3, 31.485255306816686)	(4, 31.57704492104169)	(5, 31.585816731065385)	(6, 35.184283945080175)	(7, 35.15773306317375)	(8, 35.12219567850281)	(9, 35.17170065604201)	(10, 35.14569158650288)	(15, 35.11117675112523)	(20, 35.028622311765545)	(25, 34.94568721616718)	(30, 34.87390915055424)	(35, 34.83708894697369)	(40, 34.791978372176544)	(45, 34.688449013877616)	(50, 34.57750838570449)	(55, 34.453852555037656)	(60, 34.31215993049058)	(65, 34.227721059192504)	(70, 34.17460475455671)	(75, 34.105449509275196)	(80, 34.03532192273906)	(85, 33.95719193155166)	(90, 33.90020190502991)	(95, 33.77961705029163)	(100, 33.65740136116284)	(105, 33.51739789433642)	(110, 33.28450347489695)	(115, 33.03942405352617)	(120, 32.74315428883914)	(125, 32.42701115819529)	(130, 32.30861071009324)	(135, 32.26235027091091)	(140, 32.25223732007857)	(145, 31.116310260701056)
SRR16683568_2	(1, 31.478032234503473)	(2, 31.327225607107913)	(3, 31.349222599224376)	(4, 31.398879992220802)	(5, 31.395451463871254)	(6, 35.08337507914405)	(7, 35.06895624911569)	(8, 35.02706111859835)	(9, 35.080658915512124)	(10, 35.02331530387763)	(15, 34.940247131557484)	(20, 34.87936912019133)	(25, 34.82928212319648)	(30, 34.787206060781536)	(35, 34.73084280077704)	(40, 34.62816280139928)	(45, 34.52258769006902)	(50, 34.403966666361356)	(55, 34.27688073117898)	(60, 34.17613353341276)	(65, 34.11391355436301)	(70, 34.072430606355866)	(75, 33.987586629559715)	(80, 33.88449089158922)	(85, 33.812176776319966)	(90, 33.69340240776715)	(95, 33.509521866012555)	(100, 33.327602276555396)	(105, 33.03256878280535)	(110, 32.66626256906438)	(115, 32.29273330146789)	(120, 31.797508782677095)	(125, 31.474818259575294)	(130, 31.32270608713578)	(135, 31.217282215364342)	(140, 31.178411948924587)	(145, 30.125727984300266)
SRR16683569_1	(1, 31.39804127317244)	(2, 31.440243841503023)	(3, 31.51580972367961)	(4, 31.601936866037075)	(5, 31.608388922200568)	(6, 35.216303777544596)	(7, 35.197742092639785)	(8, 35.158317093888975)	(9, 35.21185979113576)	(10, 35.18676772597811)	(15, 35.14930657572578)	(20, 35.076743491730376)	(25, 34.99201081796832)	(30, 34.92592452405936)	(35, 34.88598757351116)	(40, 34.83735681666045)	(45, 34.737657511421155)	(50, 34.63142727929503)	(55, 34.51073560729805)	(60, 34.370018748569215)	(65, 34.288206818906154)	(70, 34.232523340177565)	(75, 34.17029293114129)	(80, 34.096731054999985)	(85, 34.02200976448388)	(90, 33.96877314248804)	(95, 33.84737860235225)	(100, 33.72694227976383)	(105, 33.593027715200165)	(110, 33.369591478754344)	(115, 33.1289112346403)	(120, 32.842061837838216)	(125, 32.53280983985169)	(130, 32.41655189120083)	(135, 32.36929742638768)	(140, 32.374024502562285)	(145, 31.230018688816575)
SRR16683569_2	(1, 31.443093239394393)	(2, 31.278848123719584)	(3, 31.30918340578624)	(4, 31.36807200319792)	(5, 31.35901663918453)	(6, 35.037262029680704)	(7, 35.022178708839256)	(8, 34.9863532453905)	(9, 35.048710837955326)	(10, 34.985714910308296)	(15, 34.90172750212362)	(20, 34.83714523060011)	(25, 34.78956690651077)	(30, 34.75257020436716)	(35, 34.69134154572041)	(40, 34.58365562619345)	(45, 34.47956166870875)	(50, 34.360650430347214)	(55, 34.236265355196046)	(60, 34.131838257560204)	(65, 34.06918976251827)	(70, 34.02656897022129)	(75, 33.94164424222361)	(80, 33.84664709524648)	(85, 33.77700420559991)	(90, 33.659066013461)	(95, 33.4769549656286)	(100, 33.305794151232185)	(105, 33.00641751598174)	(110, 32.65008708723581)	(115, 32.28733439116177)	(120, 31.796968446826906)	(125, 31.48433928542979)	(130, 31.3362328460713)	(135, 31.216937392419254)	(140, 31.186292675811284)	(145, 30.147921610760438)
SRR16683570_1	(1, 31.42891574897759)	(2, 31.48189644719292)	(3, 31.5472552002381)	(4, 31.62873551814985)	(5, 31.62604638601365)	(6, 35.23833239635349)	(7, 35.23160708577224)	(8, 35.18934929506046)	(9, 35.25348391150501)	(10, 35.22376368266146)	(15, 35.188947055127485)	(20, 35.115280818369214)	(25, 35.030970049715044)	(30, 34.970784858405814)	(35, 34.93165231864756)	(40, 34.88941389045095)	(45, 34.79295218550637)	(50, 34.68842968530151)	(55, 34.57139559772561)	(60, 34.43295665353024)	(65, 34.355603190197954)	(70, 34.30273533469368)	(75, 34.23951648601607)	(80, 34.169881374306854)	(85, 34.10013138101412)	(90, 34.04153067644679)	(95, 33.92516155362479)	(100, 33.810992483845844)	(105, 33.68233938134316)	(110, 33.46177383881299)	(115, 33.231170858732106)	(120, 32.943606463466054)	(125, 32.646353334741434)	(130, 32.53019699485014)	(135, 32.47874532010919)	(140, 32.48475082223067)	(145, 31.33792500927397)
SRR16683570_2	(1, 31.47160124342736)	(2, 31.322391062314672)	(3, 31.34287729973434)	(4, 31.390650043542003)	(5, 31.38591664186426)	(6, 35.073880860257724)	(7, 35.065589139852506)	(8, 35.023781650627775)	(9, 35.09177937982958)	(10, 35.029426347873056)	(15, 34.94665961175964)	(20, 34.88766647927069)	(25, 34.83811931611495)	(30, 34.803144283871816)	(35, 34.74537496063759)	(40, 34.64560049632515)	(45, 34.54391758226447)	(50, 34.42892042520697)	(55, 34.30725195068394)	(60, 34.20540565462839)	(65, 34.148350531292486)	(70, 34.105295021361385)	(75, 34.02321186977579)	(80, 33.932577719440076)	(85, 33.86040775865064)	(90, 33.746334274591725)	(95, 33.57434672355548)	(100, 33.403133616318826)	(105, 33.11288589981321)	(110, 32.76768440631409)	(115, 32.407813922702324)	(120, 31.926425873770903)	(125, 31.61119594416504)	(130, 31.4662341138905)	(135, 31.351659297034264)	(140, 31.317682074966694)	(145, 30.276173919342522)
