Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR16683573_1	(1, 0.023006098322739376)	(2, 0.01119584606803934)	(3, 0.008123815134735863)	(4, 0.00989876634064454)	(5, 0.010376637819158414)	(6, 0.008055547780662453)	(7, 0.007919013072515631)	(8, 0.007987280426589041)	(9, 0.007919013072515631)	(10, 0.008478805375917598)	(15, 0.00918878585828107)	(20, 0.009598389982721531)	(25, 0.009653003865980262)	(30, 0.024439712758281003)	(35, 0.013923511687278203)	(40, 0.018447412148305153)	(45, 0.010205785116371328)	(50, 0.0008533826643570277)	(55, 0.006594363685378347)	(60, 0.011998714761074723)	(65, 0.001917370297246978)	(70, 0.00035274334140504164)	(75, 0.0002563092661780273)	(80, 0.0011657136837372724)	(85, 0.0010048759786436183)	(90, 0.0020667528699447038)	(95, 0.005648606060369965)	(100, 0.0065945459906378776)	(105, 0.005891653728284992)	(110, 0.008613229034768365)	(115, 0.012773245855952624)	(120, 0.009211084609332195)	(125, 0.020448615310129464)	(130, 0.01563591580214664)	(135, 0.008597144191443895)	(140, 0.003973396027111987)	(145, 0.006811623564713162)
SRR16683573_2	(1, 0.026351198672336498)	(2, 0.023961841279767127)	(3, 0.0231426330308862)	(4, 0.02245995949015209)	(5, 0.019114859140554972)	(6, 0.01754470999686653)	(7, 0.014882283188003513)	(8, 0.01679376910205901)	(9, 0.011810252254700037)	(10, 0.013967500643419811)	(15, 0.01825469047923)	(20, 0.0218455533034914)	(25, 0.020357324984691047)	(30, 0.034079063153446575)	(35, 0.02057741651765347)	(40, 0.011850912780292561)	(45, 0.008792569030925838)	(50, 0.014190119245173743)	(55, 0.013865089225927135)	(60, 0.013304320553771141)	(65, 0.015784754166447434)	(70, 0.01386768451426848)	(75, 0.015247507189178285)	(80, 0.019151092914455332)	(85, 0.027852768489477243)	(90, 0.025162694158594925)	(95, 0.007848514092051987)	(100, 0.027982265516074883)	(105, 0.06282914981187676)	(110, 0.08230186142799259)	(115, 0.051502129318864595)	(120, 0.020190877906288304)	(125, 0.014877256734949289)	(130, 0.021370314959461945)	(135, 0.03222696836860298)	(140, 0.03905383827250768)	(145, 0.037443520137326464)
SRR16683575_1	(1, 0.02382857858548463)	(2, 0.010348714530444326)	(3, 0.007589057322325839)	(4, 0.008650463940832949)	(5, 0.009977222213966838)	(6, 0.007482916660475128)	(7, 0.007376775998624417)	(8, 0.007270635336773705)	(9, 0.007376775998624417)	(10, 0.007801338646027261)	(15, 0.008512481080427025)	(20, 0.009149325051531291)	(25, 0.010943102236808309)	(30, 0.04281714299057683)	(35, 0.021970513806028533)	(40, 0.018455678703586127)	(45, 0.010705022046992906)	(50, 0.0009903817781809637)	(55, 0.007305086421123276)	(60, 0.01263883724446671)	(65, 0.002098704039209977)	(70, 0.0003578206397206852)	(75, 0.00043080505561069734)	(80, 0.0015202117332475257)	(85, 0.0008909174715011911)	(90, 0.00203252810149441)	(95, 0.00544746131203205)	(100, 0.006387672467156613)	(105, 0.005472336314667284)	(110, 0.008344505406423479)	(115, 0.01398775820650129)	(120, 0.010668048539202498)	(125, 0.02166100498433245)	(130, 0.016229130978292906)	(135, 0.008733704886730448)	(140, 0.004335017109026316)	(145, 0.00820129410631849)
SRR16683575_2	(1, 0.02595139182249885)	(2, 0.023138664283455006)	(3, 0.021068921377366143)	(4, 0.019582952111456185)	(5, 0.015071973982800968)	(6, 0.013002231076712103)	(7, 0.011887754127279637)	(8, 0.012471527767458546)	(9, 0.009605729897489349)	(10, 0.011877140061094565)	(15, 0.01604846807182751)	(20, 0.019933216295563532)	(25, 0.02038962114152159)	(30, 0.05153129132852021)	(35, 0.029186671830843995)	(40, 0.011599421649424966)	(45, 0.009430425829219163)	(50, 0.014563719718253917)	(55, 0.014966096535332396)	(60, 0.013719390045757174)	(65, 0.01663244645727234)	(70, 0.013840732964075694)	(75, 0.015324253033340677)	(80, 0.021081757843254424)	(85, 0.030328851233820557)	(90, 0.027010572607407062)	(95, 0.007886664480538617)	(100, 0.0302475954973187)	(105, 0.06854960336138974)	(110, 0.09125588911554525)	(115, 0.056124945928323254)	(120, 0.02117899272431932)	(125, 0.015074587593628782)	(130, 0.0242691622169494)	(135, 0.036921325684117816)	(140, 0.044824044213701245)	(145, 0.04236306049105671)
SRR16683576_1	(1, 0.028805578725919698)	(2, 0.014744087689096337)	(3, 0.01180892208432253)	(4, 0.0127645573975047)	(5, 0.014061491036823361)	(6, 0.011672402753867933)	(7, 0.011399364092958744)	(8, 0.011331104427731444)	(9, 0.011331104427731444)	(10, 0.01180892208432253)	(15, 0.01240960713832275)	(20, 0.013187767321913948)	(25, 0.01339254631759584)	(30, 0.030457462624420305)	(35, 0.016246955916228566)	(40, 0.01834377856376154)	(45, 0.010608655482609423)	(50, 0.0009917848532137754)	(55, 0.0067407298009602296)	(60, 0.012450473159760184)	(65, 0.00192199182325756)	(70, 0.0003679706982102471)	(75, 0.0003717055983009051)	(80, 0.0014899160887937913)	(85, 0.0012752413504190268)	(90, 0.0019931901320428963)	(95, 0.004943517665063224)	(100, 0.0060483489315583915)	(105, 0.005335735460513203)	(110, 0.008557718364847585)	(115, 0.014063648664486091)	(120, 0.010522030312173703)	(125, 0.019495552157742936)	(130, 0.014054101581845632)	(135, 0.007002066879534337)	(140, 0.0044006427175982635)	(145, 0.008462745639654937)
SRR16683576_2	(1, 0.028669059395465102)	(2, 0.025870413121145887)	(3, 0.024095661825236144)	(4, 0.024095661825236144)	(5, 0.020136601242052868)	(6, 0.018088811285233933)	(7, 0.015836242332733102)	(8, 0.016382319654551485)	(9, 0.014198010367277955)	(10, 0.015740678801414887)	(15, 0.020382336036871142)	(20, 0.0236724519008269)	(25, 0.022798728185917487)	(30, 0.03859401471951421)	(35, 0.021807720670972735)	(40, 0.01119749088595424)	(45, 0.00842614327599942)	(50, 0.013691482685646312)	(55, 0.013494499641945944)	(60, 0.012463540662127338)	(65, 0.015192198139930667)	(70, 0.012891649296195193)	(75, 0.013994456822812308)	(80, 0.01864341326329157)	(85, 0.02805044566354619)	(90, 0.02427047661594603)	(95, 0.007466602822678158)	(100, 0.03001858043964065)	(105, 0.06408763988676648)	(110, 0.08336820358502499)	(115, 0.05146287439404964)	(120, 0.019189138142672583)	(125, 0.01399874252081926)	(130, 0.021333143234852674)	(135, 0.03210488781054817)	(140, 0.038963166112219505)	(145, 0.03683386462709936)
SRR16683577_1	(1, 0.025843602176988473)	(2, 0.013017518133594193)	(3, 0.00995457269039556)	(4, 0.010975554504795105)	(5, 0.012443215862994449)	(6, 0.00995457269039556)	(7, 0.009699327236795674)	(8, 0.009699327236795674)	(9, 0.009635515873395704)	(10, 0.010197055871315452)	(15, 0.010733071323875213)	(20, 0.011154226322315025)	(25, 0.011281849049114967)	(30, 0.025792553086268495)	(35, 0.013563833353874922)	(40, 0.01660600187988129)	(45, 0.009900845342383287)	(50, 0.0008109195596114691)	(55, 0.005845560296954463)	(60, 0.01130815436346412)	(65, 0.001717415418273903)	(70, 0.0003572683263765251)	(75, 0.0003075654960723886)	(80, 0.0015569152013274123)	(85, 0.0011394313962770795)	(90, 0.0018830847103564637)	(95, 0.005394499002230625)	(100, 0.006296586598692481)	(105, 0.005457052552747072)	(110, 0.008625282761736854)	(115, 0.013509363493388011)	(120, 0.010489858901051183)	(125, 0.021075074225004233)	(130, 0.01398816106685735)	(135, 0.007616903418185175)	(140, 0.004778936595324482)	(145, 0.008038251649851152)
SRR16683577_2	(1, 0.02814081125938745)	(2, 0.02322733627758964)	(3, 0.022525411280189953)	(4, 0.021695863555990322)	(5, 0.017101445391192373)	(6, 0.0165909544839926)	(7, 0.0152509158525932)	(8, 0.0152509158525932)	(9, 0.012443215862994449)	(10, 0.014842523126833379)	(15, 0.018441484022591773)	(20, 0.02227016582659007)	(25, 0.021198134921470546)	(30, 0.033756211238584945)	(35, 0.019630073374583307)	(40, 0.009863378771399117)	(45, 0.007822776411071767)	(50, 0.012896498137408455)	(55, 0.012737377517507104)	(60, 0.011918355620831829)	(65, 0.014471402529270835)	(70, 0.01166874574080858)	(75, 0.012982012358982723)	(80, 0.01892212125912505)	(85, 0.028395187448037082)	(90, 0.024429551837640527)	(95, 0.006016684948496325)	(100, 0.027996189045894217)	(105, 0.06273019424188846)	(110, 0.08368828518257626)	(115, 0.0485127133532561)	(120, 0.01697084831338079)	(125, 0.011869218864799134)	(130, 0.02139149667826382)	(135, 0.0336758343044961)	(140, 0.04120851616446507)	(145, 0.0399007666414837)
SRR16683578_1	(1, 0.030434890500081014)	(2, 0.014743040482053632)	(3, 0.01116675838492181)	(4, 0.012334523967658733)	(5, 0.013867216295000942)	(6, 0.01087481698923758)	(7, 0.01087481698923758)	(8, 0.010947802338158638)	(9, 0.01087481698923758)	(10, 0.011312729082763926)	(15, 0.011794432385642905)	(20, 0.01268485364247981)	(25, 0.012480494665500849)	(30, 0.02493179519143327)	(35, 0.013876734573562834)	(40, 0.017712387394338152)	(45, 0.010490943941728961)	(50, 0.001043004393252026)	(55, 0.006690670552560964)	(60, 0.011513036442015954)	(65, 0.0017547245959746618)	(70, 0.0003739738158493095)	(75, 0.0004216883981774627)	(80, 0.001958126155237509)	(85, 0.0013935905554377215)	(90, 0.0018720287345580836)	(95, 0.005962253769482368)	(100, 0.0058010680622197835)	(105, 0.005353066052977028)	(110, 0.008409493681531004)	(115, 0.012391094158529268)	(120, 0.009847982348083874)	(125, 0.019851250266265684)	(130, 0.013773089323333942)	(135, 0.006966074315741108)	(140, 0.004048090576673608)	(145, 0.007084458102447948)
SRR16683578_2	(1, 0.02474203328423852)	(2, 0.02182261932739622)	(3, 0.020435897697896124)	(4, 0.020435897697896124)	(5, 0.016494688856159016)	(6, 0.014743040482053632)	(7, 0.013356318852553539)	(8, 0.01481602583097469)	(9, 0.011604670478448157)	(10, 0.014845219970543113)	(15, 0.018844817091417068)	(20, 0.02233351676984362)	(25, 0.020727839093580353)	(30, 0.03182161212958111)	(35, 0.01920753648226896)	(40, 0.011159238679588568)	(45, 0.00836585663881271)	(50, 0.014101542268050927)	(55, 0.01392554064990572)	(60, 0.012592246342810665)	(65, 0.01549352067507738)	(70, 0.01307252303733043)	(75, 0.015013136117645164)	(80, 0.019547882370921373)	(85, 0.028479179652636688)	(90, 0.02434661285869297)	(95, 0.00646146230558117)	(100, 0.028126471192709744)	(105, 0.06145255257093921)	(110, 0.08484779630783133)	(115, 0.04975991711661453)	(120, 0.015847380759453165)	(125, 0.012094679428020007)	(130, 0.021345131027553903)	(135, 0.03190653927137657)	(140, 0.03840488390419727)	(145, 0.03641438501757284)
SRR16683579_1	(1, 0.036839391637702064)	(2, 0.0331798494220363)	(3, 0.03269191045994753)	(4, 0.03244794097890315)	(5, 0.03244794097890315)	(6, 0.032854556780643786)	(7, 0.03244794097890315)	(8, 0.03244794097890315)	(9, 0.03244794097890315)	(10, 0.032480470243042396)	(15, 0.0325455287713209)	(20, 0.03433463829897972)	(25, 0.03391175786516945)	(30, 0.05422628332013188)	(35, 0.019898206507234596)	(40, 0.01142207995749681)	(45, 0.028055794037079806)	(50, 0.004144105683904063)	(55, 0.013899607766306558)	(60, 0.02708075019184284)	(65, 0.038548200926640096)	(70, 0.03393002734029718)	(75, 0.010733873177903388)	(80, 0.02191785645124377)	(85, 0.03629842219389243)	(90, 0.045264736349417356)	(95, 0.049524352040737726)	(100, 0.013141324622365416)	(105, 0.018821136991444234)	(110, 0.007673861698545681)	(115, 8.493479661832107e-05)	(120, 2.2018162782479267e-05)	(125, 2.2888957199710043e-05)	(130, 0.0)	(135, 2.4875826095089834e-05)	(140, 0.0005982275298587064)	(145, 0.0008604738470128491)
SRR16683579_2	(1, 0.03196000201681438)	(2, 0.01756580263519569)	(3, 0.016264632069625636)	(4, 0.01610198574892938)	(5, 0.015532723626492483)	(6, 0.017321833154151305)	(7, 0.01959888164389889)	(8, 0.01756580263519569)	(9, 0.021225344850861454)	(10, 0.01938744142699376)	(15, 0.01774471358796157)	(20, 0.027226994084553317)	(25, 0.02094884610567782)	(30, 0.03659542215665768)	(35, 0.014799250366684396)	(40, 0.0009951537643077824)	(45, 0.001080106066415722)	(50, 0.0009864875862868362)	(55, 0.0007610207803341642)	(60, 0.00213536050223679)	(65, 0.0022244946521126296)	(70, 0.0013651488088991322)	(75, 0.0019560569216026235)	(80, 0.0028165478523558577)	(85, 0.0033553909918697263)	(90, 0.008859867168028756)	(95, 0.005675823285685235)	(100, 0.01007882529553452)	(105, 0.018160151853081386)	(110, 0.009736318315986665)	(115, 0.02187981411726432)	(120, 0.03520237505748508)	(125, 0.01917663423460456)	(130, 0.03638736319199602)	(135, 0.07119489133608331)	(140, 0.06326418659566874)	(145, 0.09817090254152493)
SRR16683580_1	(1, 0.03119941188174489)	(2, 0.02764977819460026)	(3, 0.027509661075370867)	(4, 0.02722942683691208)	(5, 0.02722942683691208)	(6, 0.027416249662551274)	(7, 0.02722942683691208)	(8, 0.02722942683691208)	(9, 0.02722942683691208)	(10, 0.02728547368460384)	(15, 0.027341520532295594)	(20, 0.028976220256638516)	(25, 0.030041110362781905)	(30, 0.06632210310191279)	(35, 0.025694516896764837)	(40, 0.010421412829998497)	(45, 0.02652817069166193)	(50, 0.0037860453579620485)	(55, 0.013069678308081862)	(60, 0.025932365571434544)	(65, 0.03946444348348991)	(70, 0.03434992689136131)	(75, 0.009628411653795283)	(80, 0.0206385571632779)	(85, 0.03640181760632838)	(90, 0.04674700019621143)	(95, 0.050519427488806876)	(100, 0.012431096009798179)	(105, 0.01758649727983143)	(110, 0.007436797104415386)	(115, 0.00018601218156574637)	(120, 0.00011579756732470564)	(125, 4.015870183515897e-05)	(130, 1.3942680524947498e-05)	(135, 0.00011649210809652187)	(140, 0.00041109718794297626)	(145, 0.0006166488461378909)
SRR16683580_2	(1, 0.03204011459712125)	(2, 0.018635576857509297)	(3, 0.016253585830609613)	(4, 0.015412883115233252)	(5, 0.01508594317036467)	(6, 0.01700087713316638)	(7, 0.01877569397673869)	(8, 0.016673937188297794)	(9, 0.020457099407491408)	(10, 0.018626235716227336)	(15, 0.01714099425239577)	(20, 0.026771710914096063)	(25, 0.02125109641645797)	(30, 0.05301097677512043)	(35, 0.021228881870394543)	(40, 0.000901188526856216)	(45, 0.0008674898831349688)	(50, 0.0008728617969454012)	(55, 0.0007552410863387786)	(60, 0.001805289401406581)	(65, 0.0019429093182711974)	(70, 0.0011975020305576786)	(75, 0.0017389608653390924)	(80, 0.0027122235617308738)	(85, 0.0028509334614060366)	(90, 0.00799977186231378)	(95, 0.0056841044184219305)	(100, 0.009154643549371285)	(105, 0.0162380453339762)	(110, 0.008767368024125494)	(115, 0.018871951757377516)	(120, 0.03182712455083519)	(125, 0.017517820187160124)	(130, 0.033883518480227665)	(135, 0.06931803015758231)	(140, 0.061030833725546935)	(145, 0.09846492097898718)
SRR16683614_1	(1, 0.03624600442015377)	(2, 0.03277630143292537)	(3, 0.032590424487181)	(4, 0.032404547541436624)	(5, 0.032404547541436624)	(6, 0.03265238346909579)	(7, 0.032404547541436624)	(8, 0.032404547541436624)	(9, 0.032404547541436624)	(10, 0.03249129011611732)	(15, 0.03254085730164916)	(20, 0.034250925202497444)	(25, 0.03464746268675212)	(30, 0.05663050947012059)	(35, 0.020706993070415316)	(40, 0.011499700137548845)	(45, 0.02746457468805953)	(50, 0.00414299464665012)	(55, 0.014029990961665913)	(60, 0.027094288377006503)	(65, 0.03967784757903133)	(70, 0.034948785494173885)	(75, 0.010056588909661754)	(80, 0.020898569489601202)	(85, 0.03714835019644517)	(90, 0.04638289041681383)	(95, 0.049758783561920636)	(100, 0.012370247098918445)	(105, 0.018149374215179627)	(110, 0.007736684521215278)	(115, 3.1297665366300836e-05)	(120, 4.851432167032869e-05)	(125, 1.675826173924614e-05)	(130, 0.0)	(135, 9.048597847374766e-05)	(140, 0.0004904828407407875)	(145, 0.0009463827979922834)
SRR16683614_2	(1, 0.03234258855952182)	(2, 0.018463776610608246)	(3, 0.016233253261675705)	(4, 0.015985417334016535)	(5, 0.015489745478698191)	(6, 0.017472432899971562)	(7, 0.01877357152018221)	(8, 0.017286555954227182)	(9, 0.02007471014039286)	(10, 0.018724004334650376)	(15, 0.01774505242039665)	(20, 0.026518444259531305)	(25, 0.020942135887199956)	(30, 0.03915807657014903)	(35, 0.015679983446701018)	(40, 0.0010565384816174734)	(45, 0.0012340023745197207)	(50, 0.0012514352397906348)	(55, 0.0008177639465237735)	(60, 0.002280796165120012)	(65, 0.0022750674084579337)	(70, 0.0013952578029469654)	(75, 0.0019615414943833873)	(80, 0.003091702004510966)	(85, 0.003251160367464761)	(90, 0.00837142860284843)	(95, 0.006022029679482032)	(100, 0.010177460117078166)	(105, 0.01686435437629996)	(110, 0.008959354294780371)	(115, 0.020636458464073994)	(120, 0.033238046613606735)	(125, 0.018168665667669916)	(130, 0.0353767766194552)	(135, 0.0689141350205227)	(140, 0.06057470631205476)	(145, 0.09621116355665858)
SRR16683615_1	(1, 0.03148732429844873)	(2, 0.02751718340864432)	(3, 0.027289014391988893)	(4, 0.026878310162009127)	(5, 0.026878310162009127)	(6, 0.026969577768671302)	(7, 0.026878310162009127)	(8, 0.026878310162009127)	(9, 0.026878310162009127)	(10, 0.026923943965340213)	(15, 0.026996958050669952)	(20, 0.02861239468859036)	(25, 0.028548507363926844)	(30, 0.05039797239885039)	(35, 0.019271257709531066)	(40, 0.011768561035604065)	(45, 0.02777752508775465)	(50, 0.003610410984809311)	(55, 0.014432286092703415)	(60, 0.027535934957459884)	(65, 0.04019450542531136)	(70, 0.03565505693016767)	(75, 0.010867676455748125)	(80, 0.021884307140460434)	(85, 0.03771444411725841)	(90, 0.04713282701767218)	(95, 0.05214436694726865)	(100, 0.013765416395133663)	(105, 0.01955946160587786)	(110, 0.008238848996771974)	(115, 0.00012053090972994207)	(120, 0.00010022469122965047)	(125, 6.530370861067274e-05)	(130, 1.3638622068190657e-05)	(135, 8.570193239288794e-05)	(140, 0.00035950629001192663)	(145, 0.000627636303222174)
SRR16683615_2	(1, 0.03399718348165841)	(2, 0.018801126972407062)	(3, 0.015561126935900022)	(4, 0.015469859329237851)	(5, 0.015104788902589171)	(6, 0.01724957765915017)	(7, 0.018436056545758382)	(8, 0.01661070441251498)	(9, 0.01975943684235985)	(10, 0.01840867626375973)	(15, 0.017368225547810992)	(20, 0.026476732692695577)	(25, 0.019659042475031464)	(30, 0.03759312718414791)	(35, 0.014819731037414064)	(40, 0.000961506147183515)	(45, 0.0011760005122952231)	(50, 0.0009047820315458718)	(55, 0.0008827114367996265)	(60, 0.00221153583948448)	(65, 0.0022343165651662095)	(70, 0.0014379719304044593)	(75, 0.0020236693425477745)	(80, 0.0029300069835132667)	(85, 0.0031400864240635224)	(90, 0.009346950756132167)	(95, 0.006461565285590064)	(100, 0.01097380475432735)	(105, 0.018733622838647622)	(110, 0.010203351515930666)	(115, 0.02192213417287703)	(120, 0.036176747891122796)	(125, 0.020450976769811426)	(130, 0.03842578229092626)	(135, 0.07402404089842594)	(140, 0.0660503074400384)	(145, 0.1043036049805853)
SRR16683616_1	(1, 0.036224284208144046)	(2, 0.032084366012927586)	(3, 0.031946368739753706)	(4, 0.03153237692023206)	(5, 0.03153237692023206)	(6, 0.03173937282999288)	(7, 0.03153237692023206)	(8, 0.03153237692023206)	(9, 0.03153237692023206)	(10, 0.03161517528413639)	(15, 0.03162897501145377)	(20, 0.033519537653935956)	(25, 0.03289854992465349)	(30, 0.05415012999343133)	(35, 0.0207382141040304)	(40, 0.011685374341797753)	(45, 0.029150959891528987)	(50, 0.00435338004379891)	(55, 0.014854201380289457)	(60, 0.028134226454611718)	(65, 0.04090962991232037)	(70, 0.03610928206983677)	(75, 0.011241281394400872)	(80, 0.022679110028068574)	(85, 0.03868478439634436)	(90, 0.04904186807285561)	(95, 0.05316689598117997)	(100, 0.013289727713167642)	(105, 0.020242542152390523)	(110, 0.008126721042452526)	(115, 0.00012631717231430744)	(120, 5.612635014273867e-05)	(125, 5.83366698667571e-05)	(130, 2.0234235557662616e-05)	(135, 0.0001687996970045439)	(140, 0.0003965159465496504)	(145, 0.0008628499935286251)
SRR16683616_2	(1, 0.034568316930057456)	(2, 0.02042359642973455)	(3, 0.01835363733212632)	(4, 0.017525653693083024)	(5, 0.0173186577833222)	(6, 0.01925061960775655)	(7, 0.020216600519973725)	(8, 0.018974625061408786)	(9, 0.022769550073690543)	(10, 0.01996820542826074)	(15, 0.01918162097116961)	(20, 0.030690593553871378)	(25, 0.02155517406976038)	(30, 0.0389704299443043)	(35, 0.015568917533364039)	(40, 0.0010382230825784645)	(45, 0.001152502777809406)	(50, 0.0011300063991843863)	(55, 0.0008282160577056029)	(60, 0.002307580359008539)	(65, 0.0027030447868777903)	(70, 0.0014916901994071184)	(75, 0.0019101427699479883)	(80, 0.0031993005790734047)	(85, 0.0034907929953656293)	(90, 0.009476814381315214)	(95, 0.0063105684767773475)	(100, 0.010981370081035616)	(105, 0.018681994581038096)	(110, 0.0102446159481968)	(115, 0.02181892137584194)	(120, 0.0349491411332849)	(125, 0.020075867697111043)	(130, 0.03715446650199515)	(135, 0.074963691774675)	(140, 0.06672194067423394)	(145, 0.10525703415983105)
SRR16683617_1	(1, 0.047489534128460374)	(2, 0.042353394830041205)	(3, 0.04203732471936925)	(4, 0.04195830719170126)	(5, 0.04203732471936925)	(6, 0.042195359774705225)	(7, 0.04195830719170126)	(8, 0.04195830719170126)	(9, 0.04195830719170126)	(10, 0.042005717708302054)	(15, 0.04208473523597004)	(20, 0.04382312084466576)	(25, 0.04326999815098985)	(30, 0.05901028966245293)	(35, 0.02012532126151589)	(40, 0.011667821559058756)	(45, 0.028348817331223575)	(50, 0.003960525063416311)	(55, 0.014734007777049557)	(60, 0.027829244421435192)	(65, 0.039832125991877194)	(70, 0.03578353692360935)	(75, 0.010864675346876171)	(80, 0.022514733580204515)	(85, 0.037887089174911306)	(90, 0.04827482693980177)	(95, 0.052639429164312315)	(100, 0.014030559078702131)	(105, 0.019633242616409644)	(110, 0.00795222836595289)	(115, 8.120778717712799e-05)	(120, 0.0001468256298819522)	(125, 0.00010853205190263198)	(130, 2.2490018367598e-05)	(135, 0.00014013069990380026)	(140, 0.0002912772653725218)	(145, 0.0005628587298648399)
SRR16683617_2	(1, 0.03650609778261014)	(2, 0.022836065496048333)	(3, 0.020939644832016636)	(4, 0.020228487083004752)	(5, 0.0199124169723328)	(6, 0.02172982010869651)	(7, 0.022836065496048333)	(8, 0.02212490774703645)	(9, 0.025443643909091915)	(10, 0.02323115313438827)	(15, 0.02218812176917084)	(20, 0.03170183210039651)	(25, 0.024574451104744054)	(30, 0.03623743818853899)	(35, 0.013889000939484926)	(40, 0.0006815278840793977)	(45, 0.0006835208061349013)	(50, 0.0007983017248426388)	(55, 0.0007068112995352233)	(60, 0.0018948417871888614)	(65, 0.001995337126109395)	(70, 0.0012086188764414022)	(75, 0.0016119474861091263)	(80, 0.0026628694603353644)	(85, 0.002954702156463298)	(90, 0.008907680585479487)	(95, 0.006134674249704837)	(100, 0.010033566841798016)	(105, 0.01780741898006908)	(110, 0.009652479229440613)	(115, 0.020790413729233213)	(120, 0.034089391079039494)	(125, 0.019158750362352643)	(130, 0.035684972253412446)	(135, 0.07178249879445216)	(140, 0.06253872140460799)	(145, 0.09751461157869286)
SRR16683618_1	(1, 0.050969996477186155)	(2, 0.0469199068020874)	(3, 0.046308572511506454)	(4, 0.0460793221525386)	(5, 0.0460793221525386)	(6, 0.04623215572518384)	(7, 0.0460793221525386)	(8, 0.0460793221525386)	(9, 0.0460793221525386)	(10, 0.04615573893886122)	(15, 0.04617102229612575)	(20, 0.048127292025984765)	(25, 0.04708802373199716)	(30, 0.06342593264777287)	(35, 0.02059453011728172)	(40, 0.011142776829032405)	(45, 0.02721232683064744)	(50, 0.0036243898301163663)	(55, 0.01368945767577814)	(60, 0.026365116749544816)	(65, 0.03933826087421926)	(70, 0.034543132874486446)	(75, 0.010465023797464116)	(80, 0.02101830846547894)	(85, 0.036588467394761674)	(90, 0.04604958196724085)	(95, 0.048860444170463514)	(100, 0.012841672962211344)	(105, 0.017852513203874792)	(110, 0.007220833616320353)	(115, 1.9233646880244774e-05)	(120, 5.960425161100358e-05)	(125, 2.05622035444304e-05)	(130, 2.131570780086695e-05)	(135, 0.00015507702232621736)	(140, 0.00032259194331230034)	(145, 0.0009293368843389556)
SRR16683618_2	(1, 0.040882980682600586)	(2, 0.02636379128130318)	(3, 0.023689203760011553)	(4, 0.023307119828398466)	(5, 0.02269578553781752)	(6, 0.025064705913818677)	(7, 0.026593041640271032)	(8, 0.02422412126426988)	(9, 0.028274210939368626)	(10, 0.02654719156847746)	(15, 0.024911872341173442)	(20, 0.03460152084688139)	(25, 0.02758645986246507)	(30, 0.03930879488435465)	(35, 0.013752477434616836)	(40, 0.0005363151228299541)	(45, 0.0004762120556922318)	(50, 0.0006167621774295264)	(55, 0.0003409894770647378)	(60, 0.0017791025676039468)	(65, 0.0016525119834660666)	(70, 0.0008268444594265833)	(75, 0.0016902472252177158)	(80, 0.0027598126854708437)	(85, 0.003071321905248889)	(90, 0.008713898024381656)	(95, 0.005996799402739518)	(100, 0.010740883873881144)	(105, 0.017953813497092443)	(110, 0.00987806103185217)	(115, 0.02067852119692826)	(120, 0.032867707477403446)	(125, 0.018311008252724047)	(130, 0.03366403548907051)	(135, 0.06694207533759773)	(140, 0.05805941937807083)	(145, 0.09404698956321593)
SRR16683619_1	(1, 0.023482350130079863)	(2, 0.011466527695097475)	(3, 0.008376744783244863)	(4, 0.009269348735557839)	(5, 0.011672513222554318)	(6, 0.007896111885845568)	(7, 0.007964773728331181)	(8, 0.00817075925578802)	(9, 0.007964773728331181)	(10, 0.008211956361279391)	(15, 0.00917322215607798)	(20, 0.00957146084249454)	(25, 0.009818643475442748)	(30, 0.024443615924878453)	(35, 0.014732610674958341)	(40, 0.01918902817070471)	(45, 0.010872086180874813)	(50, 0.0010797382548356702)	(55, 0.005824570875783312)	(60, 0.01112452918155469)	(65, 0.001814158707103936)	(70, 0.0003967560657271766)	(75, 0.0004002691524143449)	(80, 0.0018772731250445852)	(85, 0.001460361196976293)	(90, 0.0017601670354142648)	(95, 0.005656123023226261)	(100, 0.005882664017740652)	(105, 0.005783019256989003)	(110, 0.008417931172594123)	(115, 0.012983437740469455)	(120, 0.009443032193830244)	(125, 0.020211872935477507)	(130, 0.014422207097380051)	(135, 0.007455684172978233)	(140, 0.004115309149456244)	(145, 0.0061479382090640295)
SRR16683619_2	(1, 0.025542205404648268)	(2, 0.0236883356575367)	(3, 0.022040451437881976)	(4, 0.021697142225453905)	(5, 0.015998209299147977)	(6, 0.01496828166186377)	(7, 0.012633779017352909)	(8, 0.013869692182093952)	(9, 0.010505261900298886)	(10, 0.01330666507371192)	(15, 0.01763236115030558)	(20, 0.021518621434991312)	(25, 0.019568625108399886)	(30, 0.03364430281795067)	(35, 0.01998206836121203)	(40, 0.010337492281293215)	(45, 0.008057092780182643)	(50, 0.013814240544131584)	(55, 0.013427313407255836)	(60, 0.012604666241853083)	(65, 0.0151724776037216)	(70, 0.012000292994166611)	(75, 0.013692723003788938)	(80, 0.018986131893987214)	(85, 0.02841307293370088)	(90, 0.02509499349703984)	(95, 0.006974205637977834)	(100, 0.02829035317238149)	(105, 0.06439157017487852)	(110, 0.08537049896751896)	(115, 0.05106999858156782)	(120, 0.018151893864035082)	(125, 0.011823338799875611)	(130, 0.020610987498755937)	(135, 0.03227229626391676)	(140, 0.039542187329618096)	(145, 0.03664174474171286)
