Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR16683559_1	(1, 0.026638824798167936)	(2, 0.012245266237867519)	(3, 0.009524095962785847)	(4, 0.010383412891759007)	(5, 0.012674924702354097)	(6, 0.009595705706866945)	(7, 0.009309266730542559)	(8, 0.009452486218704752)	(9, 0.009237656986461461)	(10, 0.009695959348580481)	(15, 0.010068330017802184)	(20, 0.010899003049142902)	(25, 0.01074146161216449)	(30, 0.022943762003583352)	(35, 0.013228097108851044)	(40, 0.017683323821848552)	(45, 0.010270839446928243)	(50, 0.001010051309163575)	(55, 0.00578062820216378)	(60, 0.011490453020940586)	(65, 0.0019047914883366685)	(70, 0.0005904033768711544)	(75, 0.00040190718355502975)	(80, 0.0016838170448589909)	(85, 0.0011253448649753443)	(90, 0.0017559186781690634)	(95, 0.00531281710877118)	(100, 0.005969680058490163)	(105, 0.0058821029422957615)	(110, 0.008285163808230247)	(115, 0.012122398223976188)	(120, 0.008920086849677974)	(125, 0.018655567190841174)	(130, 0.013716017438833331)	(135, 0.007487114842148824)	(140, 0.004458855907117077)	(145, 0.007148327095457146)
SRR16683559_2	(1, 0.026280776077762455)	(2, 0.022986727850032012)	(3, 0.02169775245657227)	(4, 0.020910045271680208)	(5, 0.016398631394571123)	(6, 0.015539314465597963)	(7, 0.013319412399083968)	(8, 0.01539609497743577)	(9, 0.01181560777338094)	(10, 0.014021187891078715)	(15, 0.01851827981937158)	(20, 0.022184698716323725)	(25, 0.020150981984420585)	(30, 0.031207526470541896)	(35, 0.018702284989288106)	(40, 0.010606755196951225)	(45, 0.008486741982905688)	(50, 0.013346359380088298)	(55, 0.013371222810639726)	(60, 0.012595960468196948)	(65, 0.014899315349356715)	(70, 0.01210145624792283)	(75, 0.014421580757057085)	(80, 0.01874358460609087)	(85, 0.027973507871805928)	(90, 0.02455849371287164)	(95, 0.006669175026172998)	(100, 0.027975467910726044)	(105, 0.06498360633499727)	(110, 0.0849620748522134)	(115, 0.051841550986316584)	(120, 0.018647362239606585)	(125, 0.01220099218327789)	(130, 0.0212708005446046)	(135, 0.03283506340554394)	(140, 0.04022654739006964)	(145, 0.03701320897386172)
SRR16683560_1	(1, 0.024853485252563187)	(2, 0.012012517872072208)	(3, 0.008629682379362218)	(4, 0.009803319182955478)	(5, 0.01132214328172323)	(6, 0.008698719838397116)	(7, 0.00856064492032732)	(8, 0.00856064492032732)	(9, 0.008353532543222627)	(10, 0.008726334822011076)	(15, 0.009416709412360053)	(20, 0.010217543937164866)	(25, 0.009416709412360053)	(30, 0.015754348151763665)	(35, 0.009973266948026987)	(40, 0.01672935103805623)	(45, 0.009884595273585248)	(50, 0.0011236723499054658)	(55, 0.006231957925381207)	(60, 0.01077793817484273)	(65, 0.0018508630630549785)	(70, 0.0004369870952072243)	(75, 0.0003120115069843776)	(80, 0.0013571928793946976)	(85, 0.0013973765911185335)	(90, 0.0027342734191972756)	(95, 0.00585093637033193)	(100, 0.005862465372024018)	(105, 0.005128085240842786)	(110, 0.007470249120561861)	(115, 0.013271852346052736)	(120, 0.009483111828527607)	(125, 0.018410943555209676)	(130, 0.013614289241912913)	(135, 0.0076381675531315306)	(140, 0.0038189054397727647)	(145, 0.0073963945373586295)
SRR16683560_2	(1, 0.02637230935133094)	(2, 0.023127548776690744)	(3, 0.022022949432132382)	(4, 0.02209198689116728)	(5, 0.0182949266442479)	(6, 0.015533428282851994)	(7, 0.014014604184084243)	(8, 0.01594765303706138)	(9, 0.011874442954002412)	(10, 0.01470497877443322)	(15, 0.01894387875917594)	(20, 0.02209198689116728)	(25, 0.020255590480838997)	(30, 0.02479825528533527)	(35, 0.0164652732606863)	(40, 0.011627302510059483)	(45, 0.008693746579779038)	(50, 0.013774972165678096)	(55, 0.013325897908877287)	(60, 0.012159582302293357)	(65, 0.015100578687264773)	(70, 0.01315111034556833)	(75, 0.015003667957199556)	(80, 0.018398806705965068)	(85, 0.026057391368478306)	(90, 0.023253118557311957)	(95, 0.007261199150292711)	(100, 0.027165403237384117)	(105, 0.05816240868675253)	(110, 0.0776727261596385)	(115, 0.047771537870182755)	(120, 0.016540471050456033)	(125, 0.012228159386152852)	(130, 0.02017810386061769)	(135, 0.03027727423119693)	(140, 0.035533901164844624)	(145, 0.0337138218386044)
SRR16683561_1	(1, 0.030507411047496224)	(2, 0.016524847650727124)	(3, 0.01357810908363942)	(4, 0.014733692835438517)	(5, 0.016409289275547214)	(6, 0.013289213145689644)	(7, 0.013173654770509734)	(8, 0.013462550708459508)	(9, 0.013289213145689644)	(10, 0.013751446646409284)	(15, 0.014236791822164904)	(20, 0.01487236288565441)	(25, 0.01592394409979159)	(30, 0.03961341101167313)	(35, 0.01855577531732516)	(40, 0.018468927102576627)	(45, 0.010779643846149016)	(50, 0.0009575560926433185)	(55, 0.005858050628584094)	(60, 0.010792982787970494)	(65, 0.001859413998526772)	(70, 0.0003852248918842264)	(75, 0.0004505192295000966)	(80, 0.0016039966661546216)	(85, 0.001139443891278521)	(90, 0.0015911097443124828)	(95, 0.005522498347139579)	(100, 0.006401126598281297)	(105, 0.005813607627453208)	(110, 0.009243847721170128)	(115, 0.013633443105485539)	(120, 0.0092463927783197)	(125, 0.01935874494247174)	(130, 0.014950185058630928)	(135, 0.008277949718684762)	(140, 0.004885504593112062)	(145, 0.008658391235080696)
SRR16683561_2	(1, 0.026925101416919017)	(2, 0.02334279178634181)	(3, 0.020973845095153657)	(4, 0.02114718265792352)	(5, 0.017738210590116175)	(6, 0.017391535464576446)	(7, 0.015311484711338067)	(8, 0.017218197901806582)	(9, 0.012711421269790094)	(10, 0.015704383186949764)	(15, 0.020072489768750357)	(20, 0.02325034508619788)	(25, 0.02312323087349998)	(30, 0.04562244652102845)	(35, 0.024998097090711973)	(40, 0.011314740370761784)	(45, 0.009371838022081724)	(50, 0.01442031276782666)	(55, 0.014003737929846086)	(60, 0.01315577955972464)	(65, 0.01576744179394635)	(70, 0.013360889666736079)	(75, 0.015400721289433608)	(80, 0.019590460679305394)	(85, 0.02783011834748438)	(90, 0.025033238719484294)	(95, 0.007413706465698193)	(100, 0.026392344950593026)	(105, 0.06217806798414784)	(110, 0.08230294400771204)	(115, 0.0491729944807675)	(120, 0.017993327619918034)	(125, 0.01377164899479686)	(130, 0.022592298245459927)	(135, 0.03349027796930714)	(140, 0.04077142085696707)	(145, 0.038195758937190565)
SRR16683562_1	(1, 0.02386505339608139)	(2, 0.009482802673939625)	(3, 0.0062165039751381984)	(4, 0.0075862421391517006)	(5, 0.009430120436862182)	(6, 0.006058457263905872)	(7, 0.005953092789750987)	(8, 0.005953092789750987)	(9, 0.005953092789750987)	(10, 0.006321868449293083)	(15, 0.00690137305714495)	(20, 0.007501950559827792)	(25, 0.011948331369163928)	(30, 0.06897158478178754)	(35, 0.03312654148769323)	(40, 0.017402189303581565)	(45, 0.009966634691712802)	(50, 0.0010195944589870812)	(55, 0.006147500840681563)	(60, 0.012122076752438747)	(65, 0.0018834217341328642)	(70, 0.00032612470288915)	(75, 0.0003087804464667912)	(80, 0.001609052670240396)	(85, 0.001262828280253047)	(90, 0.0018539777825157208)	(95, 0.005670567800337931)	(100, 0.006474723926396163)	(105, 0.005888094379256933)	(110, 0.009210381536975919)	(115, 0.014093828388960797)	(120, 0.010429149237756626)	(125, 0.021146987055674003)	(130, 0.01633448226549809)	(135, 0.00879932620429512)	(140, 0.0051467777507183754)	(145, 0.008723756120422813)
SRR16683562_2	(1, 0.025287473797172333)	(2, 0.02281140865453254)	(3, 0.02233726852083556)	(4, 0.02202117509837091)	(5, 0.016331493494007133)	(6, 0.014013475062599668)	(7, 0.012011550053656858)	(8, 0.013697381640135014)	(9, 0.009904260570559164)	(10, 0.011853503342424531)	(15, 0.016331493494007133)	(20, 0.019682083772132465)	(25, 0.02235834141566654)	(30, 0.07752718008316418)	(35, 0.039260541740566174)	(40, 0.010593424781063919)	(45, 0.008036670239112257)	(50, 0.013736240150686554)	(55, 0.013786550862525147)	(60, 0.01244790175739652)	(65, 0.01546242337599419)	(70, 0.012928857220558771)	(75, 0.014999431805060432)	(80, 0.01949906176062658)	(85, 0.029519657186161032)	(90, 0.025648577430422138)	(95, 0.007568081460076807)	(100, 0.033131496155858996)	(105, 0.06861447515027219)	(110, 0.09217869954350832)	(115, 0.05696931444192614)	(120, 0.02281976525190461)	(125, 0.01524521357178971)	(130, 0.024225298105751688)	(135, 0.03654119438999432)	(140, 0.04485158411815101)	(145, 0.04188117960336695)
SRR16683564_1	(1, 0.024411391829322917)	(2, 0.012723862250661237)	(3, 0.009096697898662786)	(4, 0.010823919018662049)	(5, 0.012378418026661385)	(6, 0.00886640174932955)	(7, 0.008923975786662859)	(8, 0.00886640174932955)	(9, 0.008808827711996241)	(10, 0.009154271935996095)	(15, 0.009948793651195754)	(20, 0.010605137676795476)	(25, 0.010743315366395416)	(30, 0.027739171187188164)	(35, 0.01588135406868075)	(40, 0.017309019107471228)	(45, 0.010202126002625224)	(50, 0.0011046074922619338)	(55, 0.006124944185861666)	(60, 0.011039069479409018)	(65, 0.0018388009783844794)	(70, 0.0003233443094754733)	(75, 0.000460107805680491)	(80, 0.0019373825691728344)	(85, 0.0013059314910827265)	(90, 0.0021229957593159707)	(95, 0.006018111429190875)	(100, 0.006462344716934882)	(105, 0.0057684321147219355)	(110, 0.009293977967660242)	(115, 0.014465297023568902)	(120, 0.00961679722415245)	(125, 0.019350684890259033)	(130, 0.015311693110572731)	(135, 0.008357643400757906)	(140, 0.005149426707887827)	(145, 0.007667622420518168)
SRR16683564_2	(1, 0.025447724501322475)	(2, 0.022050856298657256)	(3, 0.02118724573865763)	(4, 0.02049635729065792)	(5, 0.016696470826659544)	(6, 0.014738953557327046)	(7, 0.013242028586661018)	(8, 0.013645046847994178)	(9, 0.010363326719995578)	(10, 0.011722074001061665)	(15, 0.01594800834132653)	(20, 0.019068521164791866)	(25, 0.018504295598925437)	(30, 0.03412988933118544)	(35, 0.020905472001534142)	(40, 0.01056501223578521)	(45, 0.008256085476075068)	(50, 0.013010013757595423)	(55, 0.012949941812919391)	(60, 0.01221445188529712)	(65, 0.014186367351712428)	(70, 0.012320936324107917)	(75, 0.013461715160518242)	(80, 0.01822946197342814)	(85, 0.026361103346467463)	(90, 0.02325805270595631)	(95, 0.0069803182022402585)	(100, 0.02771329177955629)	(105, 0.06228615888107517)	(110, 0.08425551788825768)	(115, 0.049462593335955644)	(120, 0.018646055066483674)	(125, 0.01340752854114732)	(130, 0.020122759447499083)	(135, 0.0301103922842471)	(140, 0.03646655190743542)	(145, 0.03488226844653279)
SRR16683565_1	(1, 0.023314274106613176)	(2, 0.009406501681628583)	(3, 0.006174820122296063)	(4, 0.007213574909224373)	(5, 0.009233375883807198)	(6, 0.006117111523022269)	(7, 0.005828568526653294)	(8, 0.006001694324474678)	(9, 0.006117111523022269)	(10, 0.006278695600988895)	(15, 0.006774989554743531)	(20, 0.007790660901962324)	(25, 0.008783248809471596)	(30, 0.03417503248994139)	(35, 0.018408270478854235)	(40, 0.018815791546982475)	(45, 0.010825270483510532)	(50, 0.0010633260933679766)	(55, 0.006149378877459692)	(60, 0.012019373238284668)	(65, 0.0019262509115294492)	(70, 0.00044769397672523713)	(75, 0.0004044755588289477)	(80, 0.0016048051598591207)	(85, 0.0013027951406500164)	(90, 0.0020492138687185956)	(95, 0.005236516201031173)	(100, 0.0057453030465714)	(105, 0.005115027454323908)	(110, 0.00894064782066758)	(115, 0.013845881090351501)	(120, 0.009371208384387207)	(125, 0.020306595647074453)	(130, 0.015519618309711413)	(135, 0.008073654088154766)	(140, 0.004981383566534624)	(145, 0.0077735804119005245)
SRR16683565_2	(1, 0.02371823430152974)	(2, 0.02152530752912553)	(3, 0.021583016128399322)	(4, 0.02152530752912553)	(5, 0.01633153359448398)	(6, 0.015350487406829465)	(7, 0.012984434836603873)	(8, 0.013215269233699051)	(9, 0.009464210280902378)	(10, 0.012014930368804116)	(15, 0.01612378263709832)	(20, 0.020186468025973486)	(25, 0.019401631075849874)	(30, 0.04314294881708913)	(35, 0.025017705949164255)	(40, 0.010716842032821574)	(45, 0.008139053165341727)	(50, 0.01354216386018271)	(55, 0.013003436387330277)	(60, 0.012551602018212267)	(65, 0.015097234203442049)	(70, 0.01260634486289632)	(75, 0.014411844182964244)	(80, 0.019527343753886813)	(85, 0.028666780979723593)	(90, 0.02557537507543769)	(95, 0.006918053291369072)	(100, 0.029977881729792367)	(105, 0.06436848262223224)	(110, 0.08767596343879805)	(115, 0.05407214881701912)	(120, 0.020346315229950018)	(125, 0.014139591225497029)	(130, 0.02205943163961855)	(135, 0.0353366468627021)	(140, 0.04349870939108431)	(145, 0.0403102171834336)
SRR16683566_1	(1, 0.019646061321906074)	(2, 0.008572826758649923)	(3, 0.005417550243313493)	(4, 0.006548687107302025)	(5, 0.008513293239492632)	(6, 0.005119882647527037)	(7, 0.005179416166684328)	(8, 0.005179416166684328)	(9, 0.005119882647527037)	(10, 0.0056080575046168245)	(15, 0.006060512250212237)	(20, 0.006989235149065978)	(25, 0.007394063079335558)	(30, 0.026540042840320386)	(35, 0.015134818460236005)	(40, 0.016573466787154656)	(45, 0.009101299378141744)	(50, 0.0012025205793359344)	(55, 0.005863590872722357)	(60, 0.011714432814439974)	(65, 0.002283880725925349)	(70, 0.0006451415998965788)	(75, 0.00046456020838413155)	(80, 0.001209478491971291)	(85, 0.001086116917382965)	(90, 0.001762796057651324)	(95, 0.005486226553256035)	(100, 0.005944995368656833)	(105, 0.005242710879634367)	(110, 0.007942112484153474)	(115, 0.013046872178245336)	(120, 0.009420521318321688)	(125, 0.020046077920944254)	(130, 0.014917231843488853)	(135, 0.007518795747276383)	(140, 0.0038962317287238404)	(145, 0.007213415958729311)
SRR16683566_2	(1, 0.024408742854489362)	(2, 0.02107486578168106)	(3, 0.019169793168647743)	(4, 0.01857445797707483)	(5, 0.014407111636064455)	(6, 0.013811776444491542)	(7, 0.012204371427244681)	(8, 0.01262110606134572)	(9, 0.008751427316121796)	(10, 0.010799380375132612)	(15, 0.014371391524570079)	(20, 0.017586201559063798)	(25, 0.017288533963277345)	(30, 0.03506524278364447)	(35, 0.02108110684748671)	(40, 0.010292383695765734)	(45, 0.007939298257042624)	(50, 0.012493434633965213)	(55, 0.01243963482841464)	(60, 0.011445484305927569)	(65, 0.013689648906546966)	(70, 0.0118715903291569)	(75, 0.013118512769899277)	(80, 0.017718670285077114)	(85, 0.025505224498976818)	(90, 0.02260788161518913)	(95, 0.0067583432350660395)	(100, 0.028193904502493976)	(105, 0.06343216345573159)	(110, 0.08465397311658547)	(115, 0.05110313815706877)	(120, 0.019074499241410192)	(125, 0.013305243792885653)	(130, 0.02031778883397879)	(135, 0.03134921804059773)	(140, 0.03871881871223976)	(145, 0.0362935351519046)
SRR16683567_1	(1, 0.029370233216375004)	(2, 0.014998677816903248)	(3, 0.0119153259311984)	(4, 0.013744432982040259)	(5, 0.014162514593661255)	(6, 0.011758545326840527)	(7, 0.011706285125387902)	(8, 0.011967586132651024)	(9, 0.011758545326840527)	(10, 0.012072106535556274)	(15, 0.012699228952987767)	(20, 0.013514488095648711)	(25, 0.014507431923248578)	(30, 0.04313557027899631)	(35, 0.02114027282673286)	(40, 0.018835952807490893)	(45, 0.010688888884208478)	(50, 0.0010369506793455401)	(55, 0.006726453342307613)	(60, 0.011935839874005575)	(65, 0.0015902693689129601)	(70, 0.0002623966567167312)	(75, 0.00024347533146676291)	(80, 0.0017167576529521667)	(85, 0.0014244832430628806)	(90, 0.0019945553278051683)	(95, 0.005674305503426158)	(100, 0.006686974630414896)	(105, 0.00614957014134256)	(110, 0.008767626027982011)	(115, 0.014196755865935867)	(120, 0.011176001053241295)	(125, 0.02139407417144023)	(130, 0.0160450440515834)	(135, 0.008824248625473279)	(140, 0.004734791185119746)	(145, 0.00840206665100242)
SRR16683567_2	(1, 0.030363177043974867)	(2, 0.026443661935028027)	(3, 0.025032636495807163)	(4, 0.02440551407837567)	(5, 0.020799560178144574)	(6, 0.018970453127302715)	(7, 0.017036825673555606)	(8, 0.018029769501155472)	(9, 0.014685116608187502)	(10, 0.01663964814251566)	(15, 0.021019053024245598)	(20, 0.02461455488418617)	(25, 0.024123308990531497)	(30, 0.05178985963955094)	(35, 0.02780602217532885)	(40, 0.011196059155065838)	(45, 0.008845374327290854)	(50, 0.013468569194641985)	(55, 0.013781300446077815)	(60, 0.012792022410164992)	(65, 0.015316195059099312)	(70, 0.012964310324925407)	(75, 0.01470470919141692)	(80, 0.019473925804342686)	(85, 0.02870862781986794)	(90, 0.025734362491447962)	(95, 0.007278878655657284)	(100, 0.029497553512724303)	(105, 0.06420208179137878)	(110, 0.08422185003832404)	(115, 0.0519326243965477)	(120, 0.019279583987938585)	(125, 0.013641728908485843)	(130, 0.02322390907103231)	(135, 0.03505680869595981)	(140, 0.04182907292841441)	(145, 0.03946946718055949)
SRR16683568_1	(1, 0.0222340828276946)	(2, 0.008631412989620998)	(3, 0.00589995318277891)	(4, 0.007320312282336797)	(5, 0.009123075754852574)	(6, 0.005626807202094701)	(7, 0.005681436398231543)	(8, 0.005626807202094701)	(9, 0.005517548809821018)	(10, 0.0060419890927346995)	(15, 0.006522726018738907)	(20, 0.007353089800018902)	(25, 0.0092869633432631)	(30, 0.05388623906938071)	(35, 0.028550066065816223)	(40, 0.0178960647564926)	(45, 0.010686701819690033)	(50, 0.0010910059252754456)	(55, 0.005716894017096321)	(60, 0.010963808524866713)	(65, 0.001888690269306503)	(70, 0.00042135324617563404)	(75, 0.00044117387544779146)	(80, 0.001936225835536247)	(85, 0.0015080027587726502)	(90, 0.0019939058058447002)	(95, 0.0057813265779408235)	(100, 0.006563496619596246)	(105, 0.006298545762147081)	(110, 0.009987084621347337)	(115, 0.015743028370161914)	(120, 0.012114436400988153)	(125, 0.02265796549442184)	(130, 0.015652574132422777)	(135, 0.009446208255674602)	(140, 0.00553664169245789)	(145, 0.01059339459078901)
SRR16683568_2	(1, 0.024637767457715638)	(2, 0.021578532474052496)	(3, 0.01955725221698935)	(4, 0.01890170186334725)	(5, 0.014422107780126227)	(6, 0.013875815818757808)	(7, 0.011636018777147296)	(8, 0.01327489466125255)	(9, 0.009396221735536784)	(10, 0.012553789272246239)	(15, 0.016421536358734636)	(20, 0.020376690159041977)	(25, 0.020584281104361977)	(30, 0.06428763801383539)	(35, 0.03534730893022557)	(40, 0.011871425862670686)	(45, 0.009127771787140363)	(50, 0.014960826345213722)	(55, 0.014475493573341285)	(60, 0.012881612078090285)	(65, 0.016407147805604427)	(70, 0.013584931093625567)	(75, 0.015948835943574498)	(80, 0.020694573176862883)	(85, 0.030546748172832306)	(90, 0.02742898900476973)	(95, 0.008089690503675162)	(100, 0.029281178842677974)	(105, 0.06535836425166837)	(110, 0.08863715258122896)	(115, 0.055176707996712385)	(120, 0.019956701223758522)	(125, 0.014653066995938503)	(130, 0.026118421588921664)	(135, 0.039852645448330164)	(140, 0.04873273345744559)	(145, 0.04559625979268375)
SRR16683569_1	(1, 0.027544596012591814)	(2, 0.01436566231949233)	(3, 0.010180882426422825)	(4, 0.011117773447259283)	(5, 0.012554339679208515)	(6, 0.00986858541947734)	(7, 0.009618747813920952)	(8, 0.009681207215310048)	(9, 0.009806126018088243)	(10, 0.010130914905311547)	(15, 0.010680557637535601)	(20, 0.011142757207814921)	(25, 0.013791035826712638)	(30, 0.04628241642932095)	(35, 0.022266811442639194)	(40, 0.018475464382615953)	(45, 0.010521831226554786)	(50, 0.0009610548943174721)	(55, 0.0062312545740905705)	(60, 0.011593287985856446)	(65, 0.0019116880218149439)	(70, 0.00032616083904223525)	(75, 0.00027714931604167956)	(80, 0.001484566923741943)	(85, 0.0012489946950307931)	(90, 0.0022087772112724395)	(95, 0.005610023241524858)	(100, 0.006240716933561328)	(105, 0.0056176281464584595)	(110, 0.009011579880145988)	(115, 0.014497681526456418)	(120, 0.011014458534124328)	(125, 0.021427082790600738)	(130, 0.015680629022982773)	(135, 0.008391036850146635)	(140, 0.0048049416949798)	(145, 0.008328027107728236)
SRR16683569_2	(1, 0.025483435766751612)	(2, 0.022860140908409533)	(3, 0.020486683655623845)	(4, 0.020736521261180235)	(5, 0.016988957177834406)	(6, 0.016239444361165242)	(7, 0.01455304052365962)	(8, 0.014240743516714135)	(9, 0.011679908059761155)	(10, 0.012766701643931443)	(15, 0.01730125418477989)	(20, 0.02141108279618248)	(25, 0.021985709288962176)	(30, 0.05346524758906711)	(35, 0.028858104686746336)	(40, 0.011413155605834757)	(45, 0.00891014346841178)	(50, 0.01455345118467748)	(55, 0.01406298615685926)	(60, 0.013256528295835504)	(65, 0.01591033390392715)	(70, 0.013473745500382038)	(75, 0.015040806102767494)	(80, 0.019920941937005436)	(85, 0.029257764706776403)	(90, 0.02520935353945119)	(95, 0.007054294034498308)	(100, 0.029806673827532475)	(105, 0.06256777626150135)	(110, 0.08318078021260845)	(115, 0.051470994539980296)	(120, 0.01965040304668196)	(125, 0.014571818655668414)	(130, 0.023884996922252325)	(135, 0.03538229289005954)	(140, 0.04244537431915747)	(145, 0.0410408087636846)
SRR16683570_1	(1, 0.024251242876197406)	(2, 0.011409107444029233)	(3, 0.00815723624017549)	(4, 0.009424914845067628)	(5, 0.011023292216453366)	(6, 0.007881653934764157)	(7, 0.007881653934764157)	(8, 0.007936770395846424)	(9, 0.007936770395846424)	(10, 0.008410771961153918)	(15, 0.008950913279760133)	(20, 0.009623334104963788)	(25, 0.010527244066712965)	(30, 0.03703826184728331)	(35, 0.01942484148060115)	(40, 0.017538457078305505)	(45, 0.010226473642069203)	(50, 0.0010376443999335907)	(55, 0.006285178057410836)	(60, 0.0119753504542774)	(65, 0.0018360241160057056)	(70, 0.0003917447851855949)	(75, 0.0003730071510133438)	(80, 0.0015238984488249502)	(85, 0.0011991044608244779)	(90, 0.002036396626654115)	(95, 0.004992216736717071)	(100, 0.005497578342074779)	(105, 0.005255647782537346)	(110, 0.008425500492613577)	(115, 0.013471569014087567)	(120, 0.009560423969961873)	(125, 0.019045955168971992)	(130, 0.014107238574314812)	(135, 0.007554456939974682)	(140, 0.004268103167401572)	(145, 0.00752297872058198)
SRR16683570_2	(1, 0.02513310625351367)	(2, 0.022156817355071266)	(3, 0.021330070438837265)	(4, 0.02105448813342593)	(5, 0.016369588941433248)	(6, 0.01565307494736378)	(7, 0.013613765887319907)	(8, 0.013944464653813509)	(9, 0.01008631237805483)	(10, 0.01234608728242777)	(15, 0.016325495772567433)	(20, 0.02027183438605774)	(25, 0.01932383125544275)	(30, 0.04447898409338933)	(35, 0.025085838707438086)	(40, 0.010876482985772718)	(45, 0.00812717474091855)	(50, 0.013989892915960013)	(55, 0.013937679495316851)	(60, 0.012583784487823014)	(65, 0.015494940200818529)	(70, 0.012890203687105107)	(75, 0.014508670008283344)	(80, 0.019970164031691506)	(85, 0.029236254105841714)	(90, 0.02565786209916904)	(95, 0.00707522578659133)	(100, 0.028890135196211114)	(105, 0.06519991860359367)	(110, 0.08767446364422092)	(115, 0.05381553646124718)	(120, 0.019576755012227116)	(125, 0.013919341919836322)	(130, 0.02253518806364631)	(135, 0.03439470024639939)	(140, 0.041175466666999776)	(145, 0.03905866535878458)
SRR16683571_1	(1, 0.02173386051877053)	(2, 0.009404074262929557)	(3, 0.005781764176467802)	(4, 0.006617681888728207)	(5, 0.008637816360024185)	(6, 0.005642444557757734)	(7, 0.005433465129692633)	(8, 0.005503124939047667)	(9, 0.005642444557757734)	(10, 0.005837492023951829)	(15, 0.006352974613179079)	(20, 0.007537191372214652)	(25, 0.006979912897374382)	(30, 0.016063552037270785)	(35, 0.010719160911332189)	(40, 0.017247442187578493)	(45, 0.009824981167621446)	(50, 0.0010645361003801515)	(55, 0.00724837294395898)	(60, 0.012451180584844502)	(65, 0.0021386956902307496)	(70, 0.0004414342112083279)	(75, 0.00045850087122329607)	(80, 0.001501081283695847)	(85, 0.0011059371362048894)	(90, 0.0024383451216058527)	(95, 0.005016093795611393)	(100, 0.006200487121077798)	(105, 0.005414370438754116)	(110, 0.008190920326254693)	(115, 0.01315877693554643)	(120, 0.009173983157140297)	(125, 0.01866631377440973)	(130, 0.013968193514195818)	(135, 0.007053521377738344)	(140, 0.00422503392960921)	(145, 0.007435338001534837)
SRR16683571_2	(1, 0.026749366792332967)	(2, 0.02340569594329134)	(3, 0.023196716515226243)	(4, 0.023196716515226243)	(5, 0.018459849479083947)	(6, 0.015882436532947696)	(7, 0.013792642252296683)	(8, 0.015046518820687292)	(9, 0.01003101254712486)	(10, 0.011870031514097752)	(15, 0.015868504571076688)	(20, 0.01912858364889227)	(25, 0.01819514220353482)	(30, 0.025913449080072558)	(35, 0.016085643646679533)	(40, 0.01006091809156803)	(45, 0.00747697406440344)	(50, 0.012213904690083375)	(55, 0.011757209824476235)	(60, 0.01113919724176556)	(65, 0.01365264277775197)	(70, 0.011219948727112478)	(75, 0.012994317743876983)	(80, 0.016769515848779955)	(85, 0.02463144491285735)	(90, 0.022189884614068563)	(95, 0.007240333524183381)	(100, 0.02968706709487284)	(105, 0.06306480669070771)	(110, 0.08435923372025608)	(115, 0.05082678869271495)	(120, 0.019438057073064806)	(125, 0.012756315632419066)	(130, 0.01797422548930203)	(135, 0.028109487719340846)	(140, 0.034375949861772497)	(145, 0.03189692771198028)
SRR16683572_1	(1, 0.0272641787639868)	(2, 0.011870118645545274)	(3, 0.008717118380322311)	(4, 0.009953589072566611)	(5, 0.01119005976481091)	(6, 0.008469824241873451)	(7, 0.00859347131109788)	(8, 0.008531647776485666)	(9, 0.00859347131109788)	(10, 0.008902588984158955)	(15, 0.009533189037203548)	(20, 0.01020088321101547)	(25, 0.012006130421692147)	(30, 0.04780195696216462)	(35, 0.025018491389923344)	(40, 0.018231681044258992)	(45, 0.010212913017443856)	(50, 0.0010051804487376818)	(55, 0.0056351297789382915)	(60, 0.011012390410088117)	(65, 0.0019920192465277746)	(70, 0.0005114043162524291)	(75, 0.0003062473527912249)	(80, 0.0014360890255973385)	(85, 0.0013118734768458474)	(90, 0.002242343454810997)	(95, 0.0056840551145604)	(100, 0.006016307297012083)	(105, 0.005385892360437875)	(110, 0.009027677080458587)	(115, 0.014796550638386105)	(120, 0.01097412552416324)	(125, 0.022738460657349465)	(130, 0.015902927405247402)	(135, 0.008797656624190102)	(140, 0.003927861903141181)	(145, 0.008777855117386667)
SRR16683572_2	(1, 0.027573296437047874)	(2, 0.023369296083417257)	(3, 0.023554766687253904)	(4, 0.022936531341131754)	(5, 0.01780517796831791)	(6, 0.016816001414522472)	(7, 0.015023118910768239)	(8, 0.015208589514604883)	(9, 0.012426530457055208)	(10, 0.015542436601510844)	(15, 0.020142107576659636)	(20, 0.023888613774159864)	(25, 0.023270378428037714)	(30, 0.058732357881604226)	(35, 0.03269694833436296)	(40, 0.011930432158778145)	(45, 0.009675599013213748)	(50, 0.014888184083789946)	(55, 0.014801790852088072)	(60, 0.01358130077401905)	(65, 0.016114340948674272)	(70, 0.01377850534811833)	(75, 0.015760963687085766)	(80, 0.02047860892818591)	(85, 0.02904448610309688)	(90, 0.02640336418048849)	(95, 0.00826232849720357)	(100, 0.02962065616032088)	(105, 0.06291958074030118)	(110, 0.0848653473457494)	(115, 0.049869833320905964)	(120, 0.019254138277408538)	(125, 0.014424357443411218)	(130, 0.02288300964654186)	(135, 0.03506414505043535)	(140, 0.04282192144458372)	(145, 0.03983140700736025)
