Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR16683616_2 - polyg	(1, 0.07520851387976574)	(2, 0.07534651115293962)	(3, 0.07576050297246126)	(4, 0.07645048933833068)	(5, 0.07803745797983032)	(6, 0.07900343889204749)	(7, 0.07962442662132996)	(8, 0.07990042116767773)	(9, 0.08031441298719938)	(10, 0.08141839117259043)	(12, 0.08234987276651413)	(14, 0.08338485231531825)	(16, 0.08386784277142684)	(18, 0.08441983186412236)	(20, 0.08524781550316565)	(22, 0.0856618073226873)	(24, 0.08642079232514366)	(26, 0.08704178005442612)	(28, 0.08738677323736083)	(30, 0.0880077609666433)	(32, 0.08887024392398006)	(34, 0.08969822756302336)	(36, 0.0910437009764687)	(38, 0.0922166777984467)	(40, 0.0933896546204247)	(42, 0.09414863962288106)	(44, 0.09508012121680476)	(46, 0.09604610212902193)	(48, 0.09711558099611953)	(50, 0.09839205577297794)	(52, 0.09918554009372775)	(54, 0.0999445250961841)	(56, 0.10066901078034698)	(58, 0.1012209998730425)	(60, 0.10211798214867274)	(62, 0.10242847601331398)	(64, 0.10329095897065074)	(66, 0.10387744738163973)	(68, 0.10453293442921568)	(70, 0.10542991670484592)	(72, 0.10594740647924797)	(74, 0.10646489625365002)	(76, 0.10722388125610638)	(78, 0.10818986216832355)	(80, 0.10908684444395379)	(82, 0.10994932740129054)	(84, 0.11067381308545343)	(86, 0.11129480081473589)	(88, 0.11205378581719225)	(90, 0.11260577490988778)	(92, 0.11357175582210495)	(94, 0.11415824423309395)	(96, 0.11508972582701765)	(98, 0.11577971219288707)	(100, 0.1165731965136369)	(102, 0.11733218151609325)	(104, 0.11788417060878878)	(106, 0.11864315561124511)	(108, 0.11919514470394066)	(110, 0.12016112561615783)	(112, 0.12123060448325541)	(114, 0.12223108471376606)	(116, 0.12350755949062447)	(118, 0.12464603699430898)	(120, 0.12585351313458046)	(122, 0.12757847904925398)	(124, 0.1294414422371014)	(126, 0.13151140133470962)	(128, 0.13368485838719826)	(130, 0.13620330862262162)	(132, 0.13992923499831644)	(134, 0.14393115592035902)	(136, 0.14779507956922772)	(138, 0.15090001821564006)
SRR16683617_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00039508763833993654)	(4, 0.0007111577490118858)	(5, 0.004820069187747226)	(6, 0.006874524907114896)	(7, 0.007506665128458795)	(8, 0.007664700183794769)	(9, 0.008138805349802693)	(10, 0.008889471862648574)	(12, 0.010114243541502376)	(14, 0.011576067803360141)	(16, 0.012642804426877971)	(18, 0.012998383301383913)	(20, 0.013432979703557842)	(22, 0.013907084869565767)	(24, 0.014578733854743658)	(26, 0.01481578643774762)	(28, 0.015329400367589539)	(30, 0.01580350553359746)	(32, 0.016593680810277338)	(34, 0.017660417433795164)	(36, 0.019003715404150946)	(38, 0.02010996079150277)	(40, 0.0211766974150206)	(42, 0.02204589021936846)	(44, 0.022480486621542388)	(46, 0.023586732008894214)	(48, 0.02437690728557409)	(50, 0.025246100089921945)	(52, 0.02647087176877575)	(54, 0.028130239849803482)	(56, 0.029868625458499203)	(58, 0.03101437960968502)	(60, 0.03160701106719492)	(62, 0.03295030903755071)	(64, 0.0342936070079065)	(66, 0.035636904978262274)	(68, 0.03694069418478407)	(70, 0.03836300968280784)	(72, 0.0398643427084996)	(74, 0.041642237081029314)	(76, 0.043578166508895004)	(78, 0.0448424469515828)	(80, 0.04618574492193858)	(82, 0.04741051660079239)	(84, 0.048477253224310214)	(86, 0.04970202490316402)	(88, 0.05100581410968581)	(90, 0.05227009455237361)	(92, 0.053494866231227414)	(94, 0.05515423431225515)	(96, 0.05590490082510102)	(98, 0.05661605857411291)	(100, 0.05784083025296671)	(102, 0.05922363698715649)	(104, 0.06060644372134627)	(106, 0.06143612776186014)	(108, 0.06273991696838194)	(110, 0.06376714482806575)	(112, 0.0647548639239156)	(114, 0.06562405672826346)	(116, 0.0672834248092912)	(118, 0.06941689805632686)	(120, 0.07182693265020047)	(122, 0.07471107241008201)	(124, 0.0772396332954576)	(126, 0.08047935192984508)	(128, 0.08439071954941045)	(130, 0.08798601705830388)	(132, 0.09387282286956894)	(134, 0.099641102389332)	(136, 0.10552790820059706)	(138, 0.11015043356917431)
SRR16683617_2 - polyg	(1, 0.07206398523320443)	(2, 0.07214300276087242)	(3, 0.07277514298221631)	(4, 0.07364433578656418)	(5, 0.07712110700395562)	(6, 0.07799029980830348)	(7, 0.07917556272332328)	(8, 0.07957065036166322)	(9, 0.08020279058300712)	(10, 0.08138805349802693)	(12, 0.08304742157905466)	(14, 0.08490433347925237)	(16, 0.0859315613389362)	(18, 0.0866427190879481)	(20, 0.08707731549012201)	(22, 0.08778847323913391)	(24, 0.08869717480731576)	(26, 0.08952685884782963)	(28, 0.09047506917984546)	(30, 0.0915418058033633)	(32, 0.09213443726087321)	(34, 0.09304313882905507)	(36, 0.09442594556324484)	(38, 0.09549268218676266)	(40, 0.09636187499111053)	(42, 0.09715205026779039)	(44, 0.09798173430830426)	(46, 0.09920650598715808)	(48, 0.10015471631917391)	(50, 0.10126096170652574)	(52, 0.10244622462154555)	(54, 0.10394755764723732)	(56, 0.10548839943676305)	(58, 0.10627857471344293)	(60, 0.10702924122628882)	(62, 0.1078194165029687)	(64, 0.10896517065415451)	(66, 0.10967632840316639)	(68, 0.11125667895652613)	(70, 0.11248145063537994)	(72, 0.1133506434397278)	(74, 0.11390376613340371)	(76, 0.11473345017391759)	(78, 0.1152865728675935)	(80, 0.11631380072727732)	(82, 0.11742004611462914)	(84, 0.11848678273814697)	(86, 0.11947450183399683)	(88, 0.12050172969368064)	(90, 0.12113386991502456)	(92, 0.12180551890020244)	(94, 0.12263520294071631)	(96, 0.12362292203656615)	(98, 0.12401800967490609)	(100, 0.12480818495158597)	(102, 0.12567737775593382)	(104, 0.12595393910277178)	(106, 0.1263490267411117)	(108, 0.1272182195454596)	(110, 0.1284034824604794)	(112, 0.12939120155632922)	(114, 0.12998383301383915)	(116, 0.130813517054353)	(118, 0.1319592712055388)	(120, 0.13282846400988668)	(122, 0.13413225321640848)	(124, 0.13559407747826624)	(126, 0.13670032286561806)	(128, 0.13772755072530188)	(130, 0.1395449538616656)	(132, 0.14227105856621114)	(134, 0.14543175967293065)	(136, 0.149264109764828)	(138, 0.1526618634545515)
SRR16683618_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.641678632261792e-05)	(4, 0.0006877510769035612)	(5, 0.003591588957163042)	(6, 0.005960509333164198)	(7, 0.006419010051099905)	(8, 0.006648260410067759)	(9, 0.006877510769035613)	(10, 0.007450636666455247)	(12, 0.008482263281810589)	(14, 0.009131805965552842)	(16, 0.00955209829032724)	(18, 0.009704931862972475)	(20, 0.009972390615101637)	(22, 0.010583724905682582)	(24, 0.01096580883729567)	(26, 0.011347892768908761)	(28, 0.011882810273167087)	(30, 0.012112060632134939)	(32, 0.012685186529554575)	(34, 0.013984271897039078)	(36, 0.01539798244400751)	(38, 0.016353192273040235)	(40, 0.017002734956782485)	(42, 0.0179197363926539)	(44, 0.01841644550375092)	(46, 0.01940986372594495)	(48, 0.020441490341300293)	(50, 0.02124386659768778)	(52, 0.022619368751494902)	(54, 0.02491187234117344)	(56, 0.02655483324710973)	(58, 0.029038378802594807)	(60, 0.03052850613588586)	(62, 0.031904008289692976)	(64, 0.033355927229822724)	(66, 0.034540387417823296)	(68, 0.03553380564001733)	(70, 0.036565432255372676)	(72, 0.0375206420844054)	(74, 0.03889614423821252)	(76, 0.04053910514414881)	(78, 0.041379689793697605)	(80, 0.04317548427227912)	(82, 0.04416890249447315)	(84, 0.045391571075635045)	(86, 0.04653782287047431)	(88, 0.04802795020376536)	(90, 0.04921241039176594)	(92, 0.04997657825499212)	(94, 0.05112283004983138)	(96, 0.05207803987886411)	(98, 0.05318608328054207)	(100, 0.05417950150273611)	(102, 0.0554403784770593)	(104, 0.056204546340285474)	(106, 0.057465423314608674)	(108, 0.0592612177931902)	(110, 0.06124805423757826)	(112, 0.06269997317770801)	(114, 0.0643811424768056)	(116, 0.0665590208870002)	(118, 0.06896614965616267)	(120, 0.07186998753642215)	(122, 0.07488845059616556)	(124, 0.07760124651061849)	(126, 0.08157491939939462)	(128, 0.08562500907449339)	(130, 0.08921659803165642)	(132, 0.09376339681785217)	(134, 0.09853944596301581)	(136, 0.10476741404830917)	(138, 0.10981092194560195)
SRR16683618_2 - polyg	(1, 0.07083836092106681)	(2, 0.07106761128003466)	(3, 0.07129686163900252)	(4, 0.07190819592958346)	(5, 0.07320728129706797)	(6, 0.074200699519262)	(7, 0.0746592002371977)	(8, 0.07481203380984294)	(9, 0.07542336810042388)	(10, 0.0759200772115209)	(12, 0.07683707864739231)	(14, 0.07809795562171551)	(16, 0.07909137384390955)	(18, 0.07970270813449049)	(20, 0.08023762563874881)	(22, 0.08073433474984583)	(24, 0.08180416975836248)	(26, 0.08268296280107258)	(28, 0.08329429709165354)	(30, 0.08432592370700887)	(32, 0.08562500907449339)	(34, 0.08654201051036478)	(36, 0.08814676302313976)	(38, 0.08952226517694689)	(40, 0.09078314215127009)	(42, 0.09147089322817364)	(44, 0.09231147787772244)	(46, 0.09330489609991648)	(48, 0.09403085556998134)	(50, 0.09513889897165931)	(52, 0.09620873398017596)	(54, 0.09827198721088665)	(56, 0.09991494811682292)	(58, 0.10193999295437231)	(60, 0.10369757903979251)	(62, 0.10469099726198655)	(64, 0.10595187423630975)	(66, 0.10667783370637461)	(68, 0.1079005022875365)	(70, 0.10908496247553708)	(72, 0.11011658909089242)	(74, 0.1108807569541186)	(76, 0.11217984232160311)	(78, 0.11317326054379714)	(80, 0.11366996965489415)	(82, 0.11466338787708819)	(84, 0.11554218091979829)	(86, 0.11672664110779887)	(88, 0.11741439218470243)	(90, 0.11825497683425124)	(92, 0.11875168594534824)	(94, 0.11932481184276789)	(96, 0.12024181327863928)	(98, 0.1211206063213494)	(100, 0.12207581615038213)	(102, 0.12306923437257616)	(104, 0.12398623580844757)	(106, 0.12509427921012553)	(108, 0.1262023226118035)	(110, 0.1275778247656106)	(112, 0.12880049334677252)	(114, 0.12983211996212785)	(116, 0.13071091300483795)	(118, 0.1316661228338707)	(120, 0.13277416623554864)	(122, 0.13411145999619445)	(124, 0.13552517054316288)	(126, 0.13758842377387354)	(128, 0.1398427189703908)	(130, 0.1419823889874241)	(132, 0.14438951775658654)	(134, 0.14729335563684604)	(136, 0.15000615155129898)	(138, 0.15245148871362274)
SRR16683619_2 - polyg	(1, 0.06261960034687963)	(2, 0.06261960034687963)	(3, 0.06275692403185086)	(4, 0.06289424771682209)	(5, 0.06371818982664945)	(6, 0.0639928371965919)	(7, 0.06433614640901997)	(8, 0.06461079377896242)	(9, 0.06467945562144804)	(10, 0.06502276483387612)	(12, 0.06543473588878979)	(14, 0.06588103786494628)	(16, 0.06608702339240312)	(18, 0.0664303326048312)	(20, 0.06680797273850206)	(22, 0.06739159839962977)	(24, 0.06773490761205785)	(26, 0.06828420235194275)	(28, 0.06897082077679889)	(30, 0.06958877735916941)	(32, 0.06993208657159748)	(34, 0.07085902144515327)	(36, 0.07175162539746624)	(38, 0.0726098984285364)	(40, 0.07309053132593571)	(42, 0.07357116422333501)	(44, 0.07415478988446272)	(46, 0.07518471752174694)	(48, 0.07611165239530271)	(50, 0.07690126358388727)	(52, 0.07738189648128657)	(54, 0.07799985306365709)	(56, 0.0785148168822992)	(58, 0.07885812609472725)	(60, 0.07951041359834057)	(62, 0.08012837018071112)	(64, 0.08078065768432444)	(66, 0.0811582978179953)	(68, 0.0816045997941518)	(70, 0.08215389453403671)	(72, 0.08280618203765003)	(74, 0.08383610967493424)	(76, 0.08455705902103318)	(78, 0.08548399389458897)	(80, 0.08641092876814474)	(82, 0.0871318781142437)	(84, 0.08750951824791456)	(86, 0.08809314390904227)	(88, 0.08881409325514122)	(90, 0.08946638075875454)	(92, 0.08980968997118263)	(94, 0.09049630839603875)	(96, 0.09101127221468086)	(98, 0.09159489787580857)	(100, 0.09204119985196507)	(102, 0.09262482551309278)	(104, 0.0931741202529777)	(106, 0.09410105512653347)	(108, 0.09482200447263242)	(110, 0.09581760118867381)	(112, 0.09653855053477275)	(114, 0.09698485251092925)	(116, 0.09753414725081416)	(118, 0.09822076567567029)	(120, 0.0993193551554401)	(122, 0.10062393016266677)	(124, 0.10158519595746536)	(126, 0.10288977096469201)	(128, 0.10398836044446183)	(130, 0.10549892097914534)	(132, 0.1078334236236562)	(134, 0.11033958087438109)	(136, 0.11253675983392074)	(138, 0.11432196773854669)
SRR16683620_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002612639602042736)	(4, 0.0007837918806128208)	(5, 0.004528575310207408)	(6, 0.007141214912250144)	(7, 0.00775083081939345)	(8, 0.008099182766332482)	(9, 0.008360446726536755)	(10, 0.008708798673475786)	(12, 0.009666766527558122)	(14, 0.010407014414803566)	(16, 0.01097308632857949)	(18, 0.011626246229090174)	(20, 0.012061686162763964)	(22, 0.012497126096437754)	(24, 0.01262775807653989)	(26, 0.012845478043376785)	(28, 0.013237373983683194)	(30, 0.013498637943887469)	(32, 0.013759901904091742)	(34, 0.014630781771439321)	(36, 0.01580646959235855)	(38, 0.017025701406645163)	(40, 0.017940125267360118)	(42, 0.01868037315460556)	(44, 0.019377077048483623)	(46, 0.020073780942361688)	(48, 0.020596308862770234)	(50, 0.021554276716852568)	(52, 0.022686420544404423)	(54, 0.02447172427246696)	(56, 0.025908676053590464)	(58, 0.027302083841346587)	(60, 0.028651947635735336)	(62, 0.030263075390328353)	(64, 0.03209192311175827)	(66, 0.032832170999003714)	(68, 0.034007858819922944)	(70, 0.034922282680637906)	(72, 0.03644632244849616)	(74, 0.038579978123497734)	(76, 0.03984275393115172)	(78, 0.040800721785234056)	(80, 0.04175868963931639)	(82, 0.04293437746023562)	(84, 0.04397943330105272)	(86, 0.04515512112197195)	(88, 0.04611308897605429)	(90, 0.04728877679697352)	(92, 0.04850800861126013)	(94, 0.04968369643217936)	(96, 0.05068520827962907)	(98, 0.05186089610054831)	(100, 0.05303658392146754)	(102, 0.055300871576571244)	(104, 0.056171751443918824)	(106, 0.057478071244940185)	(108, 0.05891502302606369)	(110, 0.06048260678728933)	(112, 0.06165829460820857)	(114, 0.06248563048218877)	(116, 0.06466283015055771)	(118, 0.06705774978576355)	(120, 0.06914786146739774)	(122, 0.07158632509597096)	(124, 0.0735893487908704)	(126, 0.07624553238628051)	(128, 0.08020803578271199)	(130, 0.08403990719904134)	(132, 0.0882201305623097)	(134, 0.09340186577302781)	(136, 0.09906258491078707)	(138, 0.10380888018783137)
SRR16683620_2 - polyg	(1, 0.08229814746434617)	(2, 0.0824723234378157)	(3, 0.08264649941128521)	(4, 0.08360446726536755)	(5, 0.08665254680108407)	(6, 0.08726216270822737)	(7, 0.08865557049598351)	(8, 0.08874265848271826)	(9, 0.0890910104296573)	(10, 0.08987480231027012)	(12, 0.09105049013118935)	(14, 0.09205200197863905)	(16, 0.09253098590568024)	(18, 0.09335832177966043)	(20, 0.09396793768680373)	(22, 0.0946646415806818)	(24, 0.09579678540823364)	(26, 0.09679829725568337)	(28, 0.09753854514292881)	(30, 0.09845296900364377)	(32, 0.09954156883782823)	(34, 0.10058662467864532)	(36, 0.1021106644465036)	(38, 0.10337344025415758)	(40, 0.10485393602864847)	(42, 0.10633443180313934)	(44, 0.1074665756306912)	(46, 0.10859871945824306)	(48, 0.10942605533222326)	(50, 0.11042756717967298)	(52, 0.11129844704702055)	(54, 0.11234350288783763)	(56, 0.11321438275518522)	(58, 0.11439007057610445)	(60, 0.11595765433733009)	(62, 0.11752523809855572)	(64, 0.11826548598580117)	(66, 0.1192234538398835)	(68, 0.12000724572049633)	(70, 0.12144419750161983)	(72, 0.12209735740213051)	(74, 0.12305532525621285)	(76, 0.12396974911692782)	(78, 0.12501480495774492)	(80, 0.1256244208648882)	(82, 0.12653884472560317)	(84, 0.12719200462611385)	(86, 0.12832414845366572)	(88, 0.1291514843276459)	(90, 0.12989173221489134)	(92, 0.13093678805570844)	(94, 0.13154640396285175)	(96, 0.13237373983683196)	(98, 0.13302689973734264)	(100, 0.13368005963785332)	(102, 0.13472511547867042)	(104, 0.13507346742560944)	(106, 0.13568308333275275)	(108, 0.1366410511868351)	(110, 0.13733775508071316)	(112, 0.1380344589745912)	(114, 0.13842635491489763)	(116, 0.13921014679551044)	(118, 0.1405600105898992)	(120, 0.14225822633122698)	(122, 0.14356454613224834)	(124, 0.14504504190673922)	(126, 0.1465255376812301)	(128, 0.14848501738276215)	(130, 0.1498348811771509)	(132, 0.15227334480572413)	(134, 0.15575686427511443)	(136, 0.1585001358572593)	(138, 0.160764423512363)
SRR16683621_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00034895561075257863)	(4, 0.0007677023436556729)	(5, 0.004047885084729912)	(6, 0.0060718276270948675)	(7, 0.006769738848600025)	(8, 0.006909321092901056)	(9, 0.0073280678258041505)	(10, 0.008270247974836113)	(12, 0.009631174856771169)	(14, 0.011026997299781485)	(16, 0.011550430715910352)	(18, 0.012213446376340252)	(20, 0.012387924181716541)	(22, 0.012701984231393862)	(24, 0.01322541764752273)	(26, 0.013818642185802112)	(28, 0.014237388918705208)	(30, 0.014795717895909333)	(32, 0.01563321136171552)	(34, 0.016714973755048514)	(36, 0.018180587320209347)	(38, 0.019122767469241308)	(40, 0.020134738740423784)	(42, 0.02170503898881039)	(44, 0.023589399286874313)	(46, 0.024775848363433082)	(48, 0.02645083529504546)	(50, 0.028300300032034126)	(52, 0.030394033696549597)	(54, 0.03342994751009703)	(56, 0.03541899449138673)	(58, 0.03828043049955787)	(60, 0.03981583518686922)	(62, 0.04124655319095479)	(64, 0.04257258451181459)	(66, 0.044003302515900164)	(68, 0.04606214061934037)	(70, 0.047946500917404294)	(72, 0.04958659228794142)	(74, 0.05188969931890844)	(76, 0.05370426849482185)	(78, 0.055239673182133193)	(80, 0.05653080894191774)	(82, 0.05782194470170228)	(84, 0.0587990204118095)	(86, 0.05974120056084146)	(88, 0.06113702300385177)	(90, 0.06253284544686208)	(92, 0.06347502559589405)	(94, 0.06490574359997962)	(96, 0.06644114828729097)	(98, 0.06780207516922603)	(100, 0.0692327931733116)	(102, 0.07122184015460128)	(104, 0.07282703596406315)	(106, 0.07425775396814872)	(108, 0.07638638319373946)	(110, 0.07820095236965287)	(112, 0.08053895496169514)	(114, 0.08312122648126422)	(116, 0.08559881131760753)	(118, 0.08786702278749929)	(120, 0.09041439874599311)	(122, 0.09421801490319623)	(124, 0.0987195422819045)	(126, 0.1034304430270643)	(128, 0.10772259703932102)	(130, 0.11232881110125506)	(132, 0.11721418965179116)	(134, 0.12346049508426231)	(136, 0.13155626525372216)	(138, 0.1376978840029675)
SRR16683621_2 - polyg	(1, 0.08046916383954462)	(2, 0.08046916383954462)	(3, 0.08081811945029721)	(4, 0.08179519516040443)	(5, 0.08514516902362917)	(6, 0.08626182697803743)	(7, 0.08695973819954259)	(8, 0.08716911156599413)	(9, 0.08765764942104774)	(10, 0.08859982957007971)	(12, 0.08985606976878899)	(14, 0.09156595226147662)	(16, 0.09296177470448694)	(18, 0.094322701586422)	(20, 0.09529977729652922)	(22, 0.09631174856771169)	(24, 0.09732371983889418)	(26, 0.09809142218254985)	(28, 0.09899870677050655)	(30, 0.1005341114578179)	(32, 0.10196482946190347)	(34, 0.10311638297738698)	(36, 0.10510542995867668)	(38, 0.106501252401687)	(40, 0.10849029938297669)	(42, 0.10978143514276123)	(44, 0.11089809309716948)	(46, 0.11218922885695401)	(48, 0.11379442466641589)	(50, 0.11498087374297465)	(52, 0.1170048162853396)	(54, 0.12011052122103756)	(56, 0.12209956820232726)	(58, 0.12457715303867056)	(60, 0.12642661777565922)	(62, 0.12750838016899224)	(64, 0.1285901425623252)	(66, 0.12953232271135717)	(68, 0.13082345847114174)	(70, 0.13246354984167885)	(72, 0.13368489447931287)	(74, 0.134382805700818)	(76, 0.13511561248339843)	(78, 0.13591821038812935)	(80, 0.1364765393653335)	(82, 0.13780257068619328)	(84, 0.13843069078554793)	(86, 0.13975672210640772)	(88, 0.14111764898834278)	(90, 0.14254836699242834)	(92, 0.1439092938743634)	(94, 0.1448165784623201)	(96, 0.14596813197780362)	(98, 0.1468405210046851)	(100, 0.14760822334834073)	(102, 0.14851550793629745)	(104, 0.14942279252425417)	(106, 0.15026028599006036)	(108, 0.15169100399414592)	(110, 0.15280766194855416)	(112, 0.15357536429220986)	(114, 0.15472691780769338)	(116, 0.15605294912855316)	(118, 0.1575883538158645)	(120, 0.1586701162091975)	(122, 0.16034510314080985)	(124, 0.16219456787779854)	(126, 0.1642185104201635)	(128, 0.16582370622962536)	(130, 0.16833618662704392)	(132, 0.17123251819629032)	(134, 0.17412884976553672)	(136, 0.1773043458233852)	(138, 0.18013088627048107)
SRR16683622_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00010488821014562679)	(4, 0.00031466463043688036)	(5, 0.002831981673931923)	(6, 0.004195528405825072)	(7, 0.004510193036261952)	(8, 0.004929745876844459)	(9, 0.005139522297135712)	(10, 0.005454186927572593)	(12, 0.005926183873227913)	(14, 0.006870177764538555)	(16, 0.007551951130485129)	(18, 0.008128836286286075)	(20, 0.00849594502179577)	(22, 0.00881060965223265)	(24, 0.009230162492815157)	(26, 0.009911935858761732)	(28, 0.010436376909489866)	(30, 0.011065706170363626)	(32, 0.01190481185152864)	(34, 0.012901249847912095)	(36, 0.01452701710516931)	(38, 0.015366122786334325)	(40, 0.01578567562691683)	(42, 0.01672966951822747)	(44, 0.017883439829829366)	(46, 0.01929943066679533)	(48, 0.021344750764635052)	(50, 0.023494959072620402)	(52, 0.025907387905969817)	(54, 0.029473587050921127)	(56, 0.032253124619780235)	(58, 0.03419355650747433)	(60, 0.03576687965965873)	(62, 0.03665842944589656)	(64, 0.03802197617778971)	(66, 0.03938552290968286)	(68, 0.040381960906066314)	(70, 0.04237483689883323)	(72, 0.04431526878652732)	(74, 0.04646547709451267)	(76, 0.04819613256191551)	(78, 0.04919257055829897)	(80, 0.05018900855468242)	(82, 0.05155255528657557)	(84, 0.05239166096774058)	(86, 0.05354543127934248)	(88, 0.05517119853659969)	(90, 0.056587189373565654)	(92, 0.05852762126125975)	(94, 0.05962894746778883)	(96, 0.06062538546417229)	(98, 0.06162182346055574)	(100, 0.062408485036647934)	(102, 0.06403425229390515)	(104, 0.06492580208014298)	(106, 0.06581735186638081)	(108, 0.06681378986276426)	(110, 0.06906888638089524)	(112, 0.07043243311278839)	(114, 0.07174353573960873)	(116, 0.07378885583744844)	(118, 0.07562439951499692)	(120, 0.07798438424327352)	(122, 0.08081636591720544)	(124, 0.08349101527591893)	(126, 0.0861656646346324)	(128, 0.0896794196745109)	(130, 0.09408472450062724)	(132, 0.09843758522167075)	(134, 0.10341977520358803)	(136, 0.10981795602247124)	(138, 0.11527214295004384)
