Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR16683517_1	(0.0, 0.007518693967723722)	(1.0, 0.003759346983861861)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.5134083961325806e-05)	(12.0, 0.0002459385877292807)	(13.0, 0.0005621453433812129)	(14.0, 0.0010891566028011)	(15.0, 0.0025647881291767836)	(16.0, 0.0041458219074364455)	(17.0, 0.008678118738447474)	(18.0, 0.012050990798734751)	(19.0, 0.01531846060713805)	(20.0, 0.0294072282756297)	(21.0, 0.05164710342314894)	(22.0, 0.07125192227356873)	(23.0, 0.09746194890871779)	(24.0, 0.13034745149651875)	(25.0, 0.16716797148798818)	(26.0, 0.23054985895421992)	(27.0, 0.2897859245130152)	(28.0, 0.35035708526234094)	(29.0, 0.41180659811069975)	(30.0, 0.46577255107529625)	(31.0, 0.5498484139947489)	(32.0, 0.6627342257624886)	(33.0, 0.7809252842083887)	(34.0, 0.8985190632269461)	(35.0, 1.0042023877826143)	(36.0, 1.1152612271843652)	(37.0, 1.2675674811567124)	(38.0, 1.385266662427154)	(39.0, 1.5202166789226061)	(40.0, 1.7172486217777214)	(41.0, 1.8894407672721794)	(42.0, 2.0801485750142557)	(43.0, 2.3360301085045916)	(44.0, 2.588082026843143)	(45.0, 2.819194031140744)	(46.0, 3.0457386045233728)	(47.0, 3.332854338655327)	(48.0, 3.6411910594999224)	(49.0, 3.8869539768093966)	(50.0, 4.138197811216838)	(51.0, 4.428616149241157)	(52.0, 4.665244204720686)	(53.0, 4.783154190494895)	(54.0, 4.83258784662848)	(55.0, 4.802442802589663)	(56.0, 4.659060605943492)	(57.0, 4.418884007983869)	(58.0, 4.123968507212501)	(59.0, 3.761138822143889)	(60.0, 3.3856608668492)	(61.0, 2.958535808131362)	(62.0, 2.470136906984972)	(63.0, 2.0121641225490903)	(64.0, 1.588447069975501)	(65.0, 1.1941723797615027)	(66.0, 0.8748386906370125)	(67.0, 0.6595721582059694)	(68.0, 0.47459120614958894)	(69.0, 0.3217579409178217)	(70.0, 0.21667189578949622)	(71.0, 0.1376202068765132)	(72.0, 0.08375965616380071)	(73.0, 0.05083901949203844)	(74.0, 0.028142401253021972)	(75.0, 0.015775203698635287)	(76.0, 0.010329420684629786)	(77.0, 0.006534939616806601)	(78.0, 0.004532296831011029)	(79.0, 0.0036890788159392096)	(80.0, 0.002529654045215458)	(81.0, 0.001826972365988942)	(82.0, 0.0016864360301436388)	(83.0, 0.0012296929386464031)	(84.0, 0.0009486202669557967)	(85.0, 0.0008080839311104936)	(86.0, 0.0004567430914972355)	(87.0, 0.00028107267169060645)	(88.0, 0.0004216090075359097)	(89.0, 0.0004918771754585614)	(90.0, 0.00028107267169060645)	(91.0, 0.00014053633584530323)	(92.0, 3.5134083961325806e-05)	(93.0, 7.026816792265161e-05)	(94.0, 0.00028107267169060645)	(95.0, 0.0013350951905303804)	(96.0, 0.0017567041980662904)	(97.0, 0.000913486182994471)	(98.0, 0.0003162067556519322)	(99.0, 7.026816792265161e-05)	(100.0, 0.00010540225188397743)
SRR16683517_2	(0.0, 0.00618671143596033)	(1.0, 0.003093355717980165)	(2.0, 7.030353904500375e-05)	(3.0, 0.0003163659257025169)	(4.0, 0.00035151769522501875)	(5.0, 0.00056242831236003)	(6.0, 0.000843642468540045)	(7.0, 0.0009139460075850488)	(8.0, 0.0015466778589900824)	(9.0, 0.0017575884761250938)	(10.0, 0.0015115260894675807)	(11.0, 0.001441222550422577)	(12.0, 0.0013709190113775733)	(13.0, 0.0018630437846925995)	(14.0, 0.0027418380227551466)	(15.0, 0.0046751853464927495)	(16.0, 0.006116407896915327)	(17.0, 0.00913946007585049)	(18.0, 0.013392824188073216)	(19.0, 0.019333473237376032)	(20.0, 0.031601440800729186)	(21.0, 0.05146219058094275)	(22.0, 0.07360780538011893)	(23.0, 0.09754616042494271)	(24.0, 0.13065912731513948)	(25.0, 0.17452853567922183)	(26.0, 0.23748535489402267)	(27.0, 0.290599678642523)	(28.0, 0.3538728637830264)	(29.0, 0.41960667279010494)	(30.0, 0.4744785850147304)	(31.0, 0.5550112889907821)	(32.0, 0.6675321032323106)	(33.0, 0.7828650590356393)	(34.0, 0.9009047010922006)	(35.0, 1.0042860552578787)	(36.0, 1.108581355431142)	(37.0, 1.2607885174635747)	(38.0, 1.3948925181919196)	(39.0, 1.537749309531367)	(40.0, 1.7204330557398093)	(41.0, 1.902589525405414)	(42.0, 2.1027788528360625)	(43.0, 2.3404399665776974)	(44.0, 2.563688854815107)	(45.0, 2.800928147322472)	(46.0, 3.0610160900194634)	(47.0, 3.3326689648893577)	(48.0, 3.6160976825492908)	(49.0, 3.88430568400598)	(50.0, 4.162321029159447)	(51.0, 4.449018861384973)	(52.0, 4.670158643451032)	(53.0, 4.778250334732725)	(54.0, 4.8155463621961)	(55.0, 4.800571708379514)	(56.0, 4.679755076530675)	(57.0, 4.413585877706291)	(58.0, 4.082350753495756)	(59.0, 3.7217990535034535)	(60.0, 3.3595249168045496)	(61.0, 2.9328527383404217)	(62.0, 2.455140190529621)	(63.0, 2.0055139065673)	(64.0, 1.583692672297277)	(65.0, 1.1962498686202614)	(66.0, 0.8739081420989192)	(67.0, 0.6538932166575799)	(68.0, 0.47187735407006515)	(69.0, 0.32459143977078236)	(70.0, 0.2174488462661966)	(71.0, 0.13993919446907999)	(72.0, 0.08464546101018453)	(73.0, 0.04752519239442254)	(74.0, 0.026820800145668934)	(75.0, 0.0168025458317559)	(76.0, 0.012021905176695642)	(77.0, 0.007592782216860405)	(78.0, 0.004745488885537753)	(79.0, 0.0034800251827276857)	(80.0, 0.003128507487502667)	(81.0, 0.002882445100845154)	(82.0, 0.0021442579408726147)	(83.0, 0.0018981955542151012)	(84.0, 0.0017224367066025921)	(85.0, 0.0013357672418550714)	(86.0, 0.001089704855197558)	(87.0, 0.0008787942380625469)	(88.0, 0.0009842495466300526)	(89.0, 0.0009139460075850488)	(90.0, 0.0007030353904500375)	(91.0, 0.0007030353904500375)	(92.0, 0.0008084906990175431)	(93.0, 0.0007733389294950412)	(94.0, 0.0008084906990175431)	(95.0, 0.001089704855197558)	(96.0, 0.0013709190113775733)	(97.0, 0.0013006154723325695)	(98.0, 0.0014763743199450788)	(99.0, 0.0027418380227551466)	(100.0, 0.02938687932081157)
SRR16683518_1	(0.0, 0.007416992669916367)	(1.0, 0.0037084963349581835)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 2.8309132327925062e-05)	(8.0, 2.8309132327925062e-05)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 8.49273969837752e-05)	(12.0, 0.0003397095879351008)	(13.0, 0.00048125524957472605)	(14.0, 0.0010474378961332273)	(15.0, 0.002321348850889855)	(16.0, 0.002717676703480806)	(17.0, 0.004869170760403111)	(18.0, 0.007841629654835243)	(19.0, 0.012682491282910428)	(20.0, 0.025195127771853305)	(21.0, 0.04334128159405327)	(22.0, 0.06123265322530191)	(23.0, 0.08218141114796645)	(24.0, 0.10746146631680355)	(25.0, 0.14647145066468428)	(26.0, 0.20156102217482644)	(27.0, 0.252347605571124)	(28.0, 0.3152788067361014)	(29.0, 0.3795688462528192)	(30.0, 0.4413393729923517)	(31.0, 0.5397136078318914)	(32.0, 0.6477129476629254)	(33.0, 0.7700367084518895)	(34.0, 0.9196221636726457)	(35.0, 1.0443805098418115)	(36.0, 1.1757065747110558)	(37.0, 1.3375498842298033)	(38.0, 1.5030167626865254)	(39.0, 1.6892625442719442)	(40.0, 1.893711097944219)	(41.0, 2.0847694320253853)	(42.0, 2.3119785280893117)	(43.0, 2.5927201933853445)	(44.0, 2.8213164369333397)	(45.0, 3.036154442169963)	(46.0, 3.2842839870242257)	(47.0, 3.506850385386373)	(48.0, 3.749855977289282)	(49.0, 4.011772069587245)	(50.0, 4.227034711808787)	(51.0, 4.441306534398851)	(52.0, 4.615436007347919)	(53.0, 4.688983133135868)	(54.0, 4.6776311710723695)	(55.0, 4.605329647106849)	(56.0, 4.47884444386568)	(57.0, 4.248125015393091)	(58.0, 3.944537880308422)	(59.0, 3.581869586055374)	(60.0, 3.208302275856075)	(61.0, 2.7866660589639594)	(62.0, 2.313280748176396)	(63.0, 1.8840293746880687)	(64.0, 1.4805959298828086)	(65.0, 1.1112466804003704)	(66.0, 0.8089900745351144)	(67.0, 0.5923119756971761)	(68.0, 0.4306951392370519)	(69.0, 0.30491766430408085)	(70.0, 0.20597724681798274)	(71.0, 0.12974075345888056)	(72.0, 0.08175677416304758)	(73.0, 0.05106967471957681)	(74.0, 0.028422368857236764)	(75.0, 0.016759006338131637)	(76.0, 0.01067254288762775)	(77.0, 0.006369554773783139)	(78.0, 0.004727625098763485)	(79.0, 0.002717676703480806)	(80.0, 0.0016419296750196535)	(81.0, 0.0011889835577728527)	(82.0, 0.000905892234493602)	(83.0, 0.000905892234493602)	(84.0, 0.0007077283081981265)	(85.0, 0.0003963278525909509)	(86.0, 0.00019816392629547544)	(87.0, 0.00011323652931170025)	(88.0, 0.0001415456616396253)	(89.0, 0.00019816392629547544)	(90.0, 0.0001698547939675504)	(91.0, 0.0001698547939675504)	(92.0, 8.49273969837752e-05)	(93.0, 0.0001415456616396253)	(94.0, 0.0002264730586234005)	(95.0, 0.0012456018224287029)	(96.0, 0.001840093601315129)	(97.0, 0.000934201366821527)	(98.0, 0.0003397095879351008)	(99.0, 0.00011323652931170025)	(100.0, 2.8309132327925062e-05)
SRR16683518_2	(0.0, 0.006795921314557713)	(1.0, 0.0035112260125214853)	(2.0, 0.00028316338810657136)	(3.0, 0.00042474508215985707)	(4.0, 0.0007362248090770857)	(5.0, 0.0008778065031303713)	(6.0, 0.0009627555195623427)	(7.0, 0.0014158169405328568)	(8.0, 0.001670663989828771)	(9.0, 0.0015573986345861427)	(10.0, 0.0014724496181541713)	(11.0, 0.0017272966674500853)	(12.0, 0.001670663989828771)	(13.0, 0.0018122456838820568)	(14.0, 0.0028316338810657135)	(15.0, 0.003681124045385428)	(16.0, 0.005181890002350256)	(17.0, 0.00790025852817334)	(18.0, 0.010477045359943142)	(19.0, 0.015687251701104056)	(20.0, 0.027381899629905455)	(21.0, 0.04731660215260807)	(22.0, 0.0668548759319615)	(23.0, 0.08633651703369362)	(24.0, 0.1078852508686037)	(25.0, 0.14186485744139227)	(26.0, 0.1997717703091861)	(27.0, 0.2514490886386354)	(28.0, 0.3127539621637081)	(29.0, 0.38637644307141666)	(30.0, 0.4534295333750527)	(31.0, 0.5505828918344174)	(32.0, 0.6619793687155425)	(33.0, 0.7750748259253071)	(34.0, 0.9222065223854816)	(35.0, 1.052093568509966)	(36.0, 1.1866811268770194)	(37.0, 1.3453092568943206)	(38.0, 1.4956123833012887)	(39.0, 1.680744606445365)	(40.0, 1.882583469487729)	(41.0, 2.0781361053141274)	(42.0, 2.30319436618123)	(43.0, 2.5719730541719876)	(44.0, 2.8195994370711843)	(45.0, 3.0497829552630162)	(46.0, 3.2818070354775406)	(47.0, 3.504854836289087)	(48.0, 3.7620238253674754)	(49.0, 4.022590775103143)	(50.0, 4.228337292901377)	(51.0, 4.439095802669098)	(52.0, 4.606218834329597)	(53.0, 4.662002021786591)	(54.0, 4.661039266267029)	(55.0, 4.604519854000958)	(56.0, 4.475935359461762)	(57.0, 4.234340356729236)	(58.0, 3.9304210922744534)	(59.0, 3.5728140494346645)	(60.0, 3.1926388845627818)	(61.0, 2.7840057991861884)	(62.0, 2.3219114661350746)	(63.0, 1.8765237729822484)	(64.0, 1.468485330720679)	(65.0, 1.109235940229872)	(66.0, 0.8056281555020062)	(67.0, 0.5939352065535334)	(68.0, 0.4386200881770791)	(69.0, 0.30448559123099617)	(70.0, 0.2052368236996429)	(71.0, 0.13399291525202958)	(72.0, 0.08375973020192382)	(73.0, 0.05179058368469191)	(74.0, 0.02950562504070474)	(75.0, 0.017584446401418083)	(76.0, 0.011269902846641542)	(77.0, 0.006880870330989685)	(78.0, 0.004332399838030542)	(79.0, 0.0026334195093911136)	(80.0, 0.001840562022692714)	(81.0, 0.001217602568858257)	(82.0, 0.0015290822957754855)	(83.0, 0.0016989803286394283)	(84.0, 0.0013875006017221997)	(85.0, 0.0011892862300475998)	(86.0, 0.0008494901643197141)	(87.0, 0.0006512757926451141)	(88.0, 0.0005946431150237999)	(89.0, 0.0005946431150237999)	(90.0, 0.0005096940985918285)	(91.0, 0.0007079084702664284)	(92.0, 0.0006229594538344571)	(93.0, 0.00031147972691722854)	(94.0, 0.0005380104374024855)	(95.0, 0.0006229594538344571)	(96.0, 0.0008494901643197141)	(97.0, 0.001217602568858257)	(98.0, 0.0016423476510181137)	(99.0, 0.0026334195093911136)	(100.0, 0.02268138738733637)
SRR16683519_1	(0.0, 0.007439974393642086)	(1.0, 0.003719987196821043)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 2.6762497818856425e-05)	(11.0, 8.028749345656928e-05)	(12.0, 8.028749345656928e-05)	(13.0, 0.0002140999825508514)	(14.0, 0.0010169749171165443)	(15.0, 0.0019268998429576628)	(16.0, 0.0025959622884290734)	(17.0, 0.004736962113937588)	(18.0, 0.0063427119830689735)	(19.0, 0.009099249258411185)	(20.0, 0.017181523599705827)	(21.0, 0.029866947565843772)	(22.0, 0.04322143397745313)	(23.0, 0.059573320144774414)	(24.0, 0.07980576849582986)	(25.0, 0.10951214107476051)	(26.0, 0.1525194750696628)	(27.0, 0.19555357156238393)	(28.0, 0.24921237968919108)	(29.0, 0.30289795031381705)	(30.0, 0.3510972088855775)	(31.0, 0.4271562276867674)	(32.0, 0.525294307188514)	(33.0, 0.6308991235817215)	(34.0, 0.7429269394514544)	(35.0, 0.8595311424482119)	(36.0, 0.9974382937087791)	(37.0, 1.1436418192931916)	(38.0, 1.2885339824844804)	(39.0, 1.4541938439832016)	(40.0, 1.6473120282440696)	(41.0, 1.8533564989514453)	(42.0, 2.0918638795130935)	(43.0, 2.3571605203914174)	(44.0, 2.6023852879055993)	(45.0, 2.846566318004845)	(46.0, 3.1195973207528183)	(47.0, 3.385348924094063)	(48.0, 3.653964114701925)	(49.0, 3.9459162034078297)	(50.0, 4.223015105824269)	(51.0, 4.516947619368769)	(52.0, 4.731930764347643)	(53.0, 4.835367818417523)	(54.0, 4.877920189949505)	(55.0, 4.857500404113717)	(56.0, 4.763135836804429)	(57.0, 4.526314493605369)	(58.0, 4.2366104547162475)	(59.0, 3.887734533149636)	(60.0, 3.483139091124164)	(61.0, 3.0505768388779875)	(62.0, 2.573187402785227)	(63.0, 2.105432465907254)	(64.0, 1.667919151564589)	(65.0, 1.2791938707456996)	(66.0, 0.9432174731277758)	(67.0, 0.6949417808622449)	(68.0, 0.5104946458946864)	(69.0, 0.3601161706505321)	(70.0, 0.24918561719137222)	(71.0, 0.16236807426700195)	(72.0, 0.1007875667858133)	(73.0, 0.06040295757715895)	(74.0, 0.03323902229101968)	(75.0, 0.021409998255085144)	(76.0, 0.015254623756748164)	(77.0, 0.009313349240962037)	(78.0, 0.005620124541959849)	(79.0, 0.003532649712089049)	(80.0, 0.0024086248036970783)	(81.0, 0.002007187336414232)	(82.0, 0.0016860373625879547)	(83.0, 0.0011240249083919699)	(84.0, 0.0005352499563771285)	(85.0, 0.0002943874760074207)	(86.0, 0.00026762497818856427)	(87.0, 0.000187337484731995)	(88.0, 0.00013381248909428214)	(89.0, 0.00013381248909428214)	(90.0, 0.0001070499912754257)	(91.0, 0.00013381248909428214)	(92.0, 8.028749345656928e-05)	(93.0, 2.6762497818856425e-05)	(94.0, 0.00016057498691313856)	(95.0, 0.0012310748996673957)	(96.0, 0.0015789873713125293)	(97.0, 0.0007225874411091236)	(98.0, 0.0003211499738262771)	(99.0, 0.00016057498691313856)	(100.0, 8.028749345656928e-05)
SRR16683519_2	(0.0, 0.0049265541805828435)	(1.0, 0.002543601343235707)	(2.0, 0.00024097275883285646)	(3.0, 0.00040162126472142746)	(4.0, 0.0006693687745357124)	(5.0, 0.000910341533368569)	(6.0, 0.0012584132961271394)	(7.0, 0.0014190618020157105)	(8.0, 0.001124539541219997)	(9.0, 0.0011513142922014255)	(10.0, 0.0012048637941642823)	(11.0, 0.001392287051034282)	(12.0, 0.0017135840628114238)	(13.0, 0.001820683066737138)	(14.0, 0.0027042498491242784)	(15.0, 0.003641366133474276)	(16.0, 0.0040429873981957035)	(17.0, 0.005676247208062842)	(18.0, 0.008166299049335692)	(19.0, 0.011138296408274255)	(20.0, 0.018769100437981377)	(21.0, 0.03266519619734277)	(22.0, 0.046829039466518445)	(23.0, 0.06334906082205982)	(24.0, 0.08190396325218978)	(25.0, 0.11360526841420111)	(26.0, 0.15756940952570672)	(27.0, 0.20046256059795517)	(28.0, 0.25042424592930074)	(29.0, 0.30362567612939917)	(30.0, 0.35591676479612905)	(31.0, 0.4328406243657731)	(32.0, 0.53024716843621)	(33.0, 0.6299563410910497)	(34.0, 0.7451145450621737)	(35.0, 0.8668057882727662)	(36.0, 0.9979485185798029)	(37.0, 1.1372039984342126)	(38.0, 1.288936512245968)	(39.0, 1.4628117451193645)	(40.0, 1.6541976651346153)	(41.0, 1.850135292816709)	(42.0, 2.0766764608705754)	(43.0, 2.355026772073506)	(44.0, 2.6056652160106584)	(45.0, 2.854402652628129)	(46.0, 3.135135916668407)	(47.0, 3.3715034183324577)	(48.0, 3.6352882650014915)	(49.0, 3.9480976807175203)	(50.0, 4.235390758748248)	(51.0, 4.499068506413356)	(52.0, 4.709009328858737)	(53.0, 4.830673797318348)	(54.0, 4.857020152284074)	(55.0, 4.8217042557395695)	(56.0, 4.743575532375761)	(57.0, 4.527717489963485)	(58.0, 4.226662189928303)	(59.0, 3.8796346424580075)	(60.0, 3.4869829193153588)	(61.0, 3.0705016677992387)	(62.0, 2.5823711826568156)	(63.0, 2.099568872959697)	(64.0, 1.6701286419685653)	(65.0, 1.2723361666374822)	(66.0, 0.9371162843499974)	(67.0, 0.6979909833348595)	(68.0, 0.5148516866218885)	(69.0, 0.36598407116514614)	(70.0, 0.24927293163709932)	(71.0, 0.1607823796434781)	(72.0, 0.10112823445685543)	(73.0, 0.06018964020625126)	(74.0, 0.03416458225230276)	(75.0, 0.02208916955967851)	(76.0, 0.014485140280952817)	(77.0, 0.00926406383957426)	(78.0, 0.0059172199668956985)	(79.0, 0.003962663145251418)	(80.0, 0.0029184478569757063)	(81.0, 0.0023561780863657076)	(82.0, 0.0022223043314585655)	(83.0, 0.0016332598098671384)	(84.0, 0.0008835667823871404)	(85.0, 0.0006425940235542839)	(86.0, 0.0007229182764985694)	(87.0, 0.0007496930274799979)	(88.0, 0.0008032425294428549)	(89.0, 0.0008032425294428549)	(90.0, 0.0008300172804242834)	(91.0, 0.0006425940235542839)	(92.0, 0.00048194551766571293)	(93.0, 0.0005087202686471415)	(94.0, 0.00048194551766571293)	(95.0, 0.000696143525517141)	(96.0, 0.000910341533368569)	(97.0, 0.0010442152882757115)	(98.0, 0.0012584132961271394)	(99.0, 0.002088430576551423)	(100.0, 0.028515109795221347)
SRR16683520_1	(0.0, 0.008073557853816068)	(1.0, 0.004036778926908034)	(2.0, 2.7649170732246814e-05)	(3.0, 2.7649170732246814e-05)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 2.7649170732246814e-05)	(10.0, 0.00013824585366123407)	(11.0, 0.00013824585366123407)	(12.0, 0.00011059668292898726)	(13.0, 0.000442386731715949)	(14.0, 0.001493055219541328)	(15.0, 0.003013759609814903)	(16.0, 0.0037879363903178132)	(17.0, 0.005778676683039584)	(18.0, 0.008460646244067525)	(19.0, 0.0125803726831723)	(20.0, 0.022008739902868463)	(21.0, 0.03823880312269734)	(22.0, 0.05474535804984869)	(23.0, 0.07517809522097908)	(24.0, 0.09945406712389179)	(25.0, 0.1302275941488825)	(26.0, 0.1799684522961945)	(27.0, 0.23031759219961598)	(28.0, 0.2857541795177708)	(29.0, 0.34132901268958693)	(30.0, 0.3951619481052714)	(31.0, 0.47028474498478606)	(32.0, 0.5630477127914741)	(33.0, 0.6670085947447222)	(34.0, 0.7850982029421482)	(35.0, 0.9074457834323405)	(36.0, 1.041488963142273)	(37.0, 1.1826103305596607)	(38.0, 1.3209391317330914)	(39.0, 1.4926957803218086)	(40.0, 1.678470558471775)	(41.0, 1.8683927122315787)	(42.0, 2.0895307797480887)	(43.0, 2.3754508542902526)	(44.0, 2.6339982498074925)	(45.0, 2.852426698592242)	(46.0, 3.120347162987714)	(47.0, 3.364931727285169)	(48.0, 3.623202631095087)	(49.0, 3.9255463130522057)	(50.0, 4.200047280081952)	(51.0, 4.472751051014103)	(52.0, 4.7008290603844065)	(53.0, 4.822706604972151)	(54.0, 4.838936668191979)	(55.0, 4.81076216321582)	(56.0, 4.7068842287747685)	(57.0, 4.454226106623497)	(58.0, 4.163771568081244)	(59.0, 3.820424165928203)	(60.0, 3.44160287772569)	(61.0, 3.0140361015222252)	(62.0, 2.5459356410252867)	(63.0, 2.0968854591628663)	(64.0, 1.658729050568951)	(65.0, 1.25939207768311)	(66.0, 0.9251965510424429)	(67.0, 0.685699434159721)	(68.0, 0.4959431754243111)	(69.0, 0.35310755942152405)	(70.0, 0.24425277424866837)	(71.0, 0.15707493892989413)	(72.0, 0.09901168039217585)	(73.0, 0.05974985795238536)	(74.0, 0.034727358439702)	(75.0, 0.021123966439436564)	(76.0, 0.01570472897591619)	(77.0, 0.010561983219718282)	(78.0, 0.006359309268416768)	(79.0, 0.004147375609837022)	(80.0, 0.0027372679024924348)	(81.0, 0.0021013369756507578)	(82.0, 0.0019907402927217704)	(83.0, 0.0013548093658800938)	(84.0, 0.0006635800975739235)	(85.0, 0.0005253342439126894)	(86.0, 0.0003870883902514554)	(87.0, 0.00027649170732246814)	(88.0, 0.00033179004878696177)	(89.0, 0.0003041408780547149)	(90.0, 8.294751219674044e-05)	(91.0, 8.294751219674044e-05)	(92.0, 8.294751219674044e-05)	(93.0, 0.00013824585366123407)	(94.0, 0.00016589502439348088)	(95.0, 0.0012442126829511067)	(96.0, 0.0019630911219895237)	(97.0, 0.0009953701463608852)	(98.0, 0.0003041408780547149)	(99.0, 0.00016589502439348088)	(100.0, 8.294751219674044e-05)
SRR16683520_2	(0.0, 0.006085354846722358)	(1.0, 0.0030979988310586557)	(2.0, 8.298211154621398e-05)	(3.0, 0.00019362492694116598)	(4.0, 0.00041491055773106993)	(5.0, 0.0008298211154621399)	(6.0, 0.0009681246347058298)	(7.0, 0.0012170709693444719)	(8.0, 0.0017426243424704935)	(9.0, 0.0014660173039831137)	(10.0, 0.0013000530808906857)	(11.0, 0.0014660173039831137)	(12.0, 0.0018256064540167077)	(13.0, 0.0020745527886553497)	(14.0, 0.0027937310887225374)	(15.0, 0.004591676838890507)	(16.0, 0.0061406762544198345)	(17.0, 0.008049264819982757)	(18.0, 0.01020679972018432)	(19.0, 0.01488145867062104)	(20.0, 0.024756329944620504)	(21.0, 0.03988673494988019)	(22.0, 0.055819300366753276)	(23.0, 0.078335113299626)	(24.0, 0.10154244382871717)	(25.0, 0.12956273682748878)	(26.0, 0.17915837882827598)	(27.0, 0.22828378886363465)	(28.0, 0.2862606241305895)	(29.0, 0.34506728051300645)	(30.0, 0.3959906362985331)	(31.0, 0.4747129994520415)	(32.0, 0.5694785708378178)	(33.0, 0.668171962170115)	(34.0, 0.7952452356512173)	(35.0, 0.9147671369816143)	(36.0, 1.0394892506355737)	(37.0, 1.1856207490684567)	(38.0, 1.3246987680199112)	(39.0, 1.4901927591469106)	(40.0, 1.6765705816797074)	(41.0, 1.8596291197506554)	(42.0, 2.0879958907258365)	(43.0, 2.3727075154408963)	(44.0, 2.608072444489808)	(45.0, 2.8397308392229887)	(46.0, 3.1139313964755284)	(47.0, 3.3538326809556334)	(48.0, 3.6083388170678714)	(49.0, 3.9009890637875198)	(50.0, 4.208161180027755)	(51.0, 4.515416278379536)	(52.0, 4.7147116496096935)	(53.0, 4.8144284869843945)	(54.0, 4.848534134829888)	(55.0, 4.7925212095361935)	(56.0, 4.674327021990536)	(57.0, 4.449251874773355)	(58.0, 4.1583719131000265)	(59.0, 3.80342976131302)	(60.0, 3.4218503517196797)	(61.0, 3.0195530749436346)	(62.0, 2.558144874042836)	(63.0, 2.0869171232757355)	(64.0, 1.6468076643384653)	(65.0, 1.2595578104561334)	(66.0, 0.9276017035674285)	(67.0, 0.6937581132301976)	(68.0, 0.5125528423171151)	(69.0, 0.36346164857241725)	(70.0, 0.2468164604422891)	(71.0, 0.1569744943415881)	(72.0, 0.10027005145167524)	(73.0, 0.06054928072488747)	(74.0, 0.03488014755325861)	(75.0, 0.023539258975276034)	(76.0, 0.016651743716940275)	(77.0, 0.01076001379715908)	(78.0, 0.006085354846722358)	(79.0, 0.003761855723428367)	(80.0, 0.0027107489771763236)	(81.0, 0.0025724454579326337)	(82.0, 0.0027107489771763236)	(83.0, 0.0022405170117477777)	(84.0, 0.0015766601193780655)	(85.0, 0.0010511067462520439)	(86.0, 0.000995785338554568)	(87.0, 0.0008851425231596158)	(88.0, 0.0007468390039159259)	(89.0, 0.0005255533731260219)	(90.0, 0.0005808747808234979)	(91.0, 0.0006915175962184498)	(92.0, 0.000497892669277284)	(93.0, 0.00047023196542854585)	(94.0, 0.0005532140769747599)	(95.0, 0.0006085354846722359)	(96.0, 0.0005532140769747599)	(97.0, 0.0009128032270083539)	(98.0, 0.0014383566001343758)	(99.0, 0.0024064812348402057)	(100.0, 0.027356436106401875)
